perseus_id	perseus_author	author_impact_date	wikidata_work_label	perseus_title	genre	form_of_creative_work	instance_of	is_mythological	mythological_reason
tlg0540.tlg030	Lysias	-409	Against Nicomachus	Against Nicomachus			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg008	Lysias	-409	Accusation of Calumny	Accusation of Calumny			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg015	Lysias	-409	Against Alcibiades	Against Alcibiades 2			group of literary works	0	These are orations by Lysias, dealing with contemporary political and legal figures in Athens.
tlg0540.tlg012	Lysias	-409	Against Eratosthenes	Against Eratosthenes	rhetoric		literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary political figure and events in Athens.
tlg0540.tlg024	Lysias	-409	On the Refusal of a Pension	On The Refusal Of A Pension			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary legal dispute in Athens.
tlg0540.tlg023	Lysias	-409	Against Pancleon	Against Pancleon			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg022	Lysias	-409	Against the Corn-Dealers	Against The Corn-Dealers			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary legal case concerning economic practices in Athens.
tlg0540.tlg025	Lysias	-409	Defense Against a Charge of Subverting the Democracy	Defense Against a Charge of Subverting the Democracy			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary political charge in Athens.
tlg0540.tlg013	Lysias	-409	Against Agoratus	Against Agoratus			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg014	Lysias	-409	Against Alcibiades	Against Alcibiades 1			group of literary works	0	These are orations by Lysias, dealing with contemporary political and legal figures in Athens.
tlg0540.tlg032	Lysias	-409	Against Diogeiton	Against Diogeiton			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg003	Lysias	-409	Against Simon	Against Simon: Defense			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg004	Lysias	-409	On a Wound by Premeditation	On A Wound By Premeditation			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg005	Lysias	-409	For Callias	For Callias			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg002	Lysias	-409	Funeral Oration	Funeral Oration			literary work, oration	0	This is an epideictic oration by Lysias, reflecting on contemporary Athenian society and history.
tlg0540.tlg011	Lysias	-409	Against Theomnestus	Against Theomnestus 2			group of literary works	0	These are orations by Lysias, dealing with contemporary legal cases in Athens.
tlg0540.tlg016	Lysias	-409	In Defense of Mantitheus	In Defense of Mantitheus			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg029	Lysias	-409	Against Philocrates	Against Philocrates			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg020	Lysias	-409	For Polystratus	For Polystratus			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg027	Lysias	-409	Against Epicrates and his Fellow-envoys	Against Epicrates and his Fellow-envoys			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg026	Lysias	-409	On the Scrutiny of Evandros	On the Scrutiny of Evandros			oration, literary work	0	This is a forensic oration by Lysias, dealing with a contemporary legal process in Athens.
tlg0540.tlg019	Lysias	-409	On the Property of Aristophanes	On the Property of Aristophanes			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case concerning property in Athens.
tlg0540.tlg021	Lysias	-409	Defence Against A Charge Of Taking Bribes	Defence Against A Charge Of Taking Bribes			literary work, oration	0	This is an oration by Lysias, a contemporary work dealing with legal matters of his time.
tlg0540.tlg017	Lysias	-409	On The Property Of Eraton	On The Property Of Eraton			literary work, oration	0	This is an oration by Lysias, a contemporary work dealing with legal matters of his time.
tlg0540.tlg028	Lysias	-409	Against Ergocles	Against Ergocles			oration, literary work	0	This is an oration by Lysias, a contemporary work dealing with legal matters of his time.
tlg0540.tlg010	Lysias	-409	Against Theomnestus	Against Theomnestus 1			group of literary works	0	This is an oration by Lysias, a contemporary work dealing with legal matters of his time.
tlg0540.tlg034	Lysias	-409	Against Subversion of the Ancestral Constitution	Against The Subversion of the Ancestral Constitution			oration, literary work	0	This is an oration by Lysias, a contemporary work dealing with political and legal matters of his time.
tlg0540.tlg018	Lysias	-409	On The Property Of Eraton	On The Property Of The Brother Of Nicias: Peroration			literary work, oration	0	This is an oration by Lysias, a contemporary work dealing with legal matters of his time.
tlg0540.tlg033	Lysias	-409	Olympiacos	Olympic Oration			oration, literary work	0	This is an oration by Lysias, a contemporary work likely dealing with political or social issues of his time related to the Olympic games.
tlg0548.tlg002	Apollodorus	-165	Epitome	Epitome			epitome, written work	1	Apollodorus' 'Epitome' is part of his 'Bibliotheca', which is a compendium of Greek myths and heroic legends.
tlg0557.tlg001	Epictetus	85	All the works of Epictetus which are now extant	The Discourses of Epictetus			version, edition or translation, editorial collection	0	Epictetus' works are philosophical treatises, contemporary to his own time.
tlg0557.tlg002	Epictetus	85	Enchiridion of Epictetus	The Enchiridion	philosophy		literary work	0	Epictetus' 'Enchiridion' is a philosophical work, contemporary to his own time.
tlg0557.tlg003a	Epictetus	85	All the works of Epictetus which are now extant	Fragments			version, edition or translation, editorial collection	0	Epictetus' works are philosophical treatises, contemporary to his own time.
tlg0627.tlg009	Hippocrates	-465	On fractures	On Fractures			written work	0	Hippocrates' 'On fractures' is a medical treatise, contemporary to his own time.
tlg0627.tlg001	Hippocrates	-465	On Ancient Medicine	Ancient Medicine	treatise, scientific literature		written work	0	Hippocrates' 'On Ancient Medicine' is a medical treatise, contemporary to his own time.
tlg0627.tlg006	Hippocrates	-465	Epidemics	Epidemics I and III			written work	0	Hippocrates' 'Epidemics' is a medical work describing contemporary diseases and observations.
tlg0627.tlg030	Hippocrates	-465	On fistulae	On Fistulae			written work	0	Hippocrates' 'On fistulae' is a medical treatise, contemporary to his own time.
tlg0627.tlg012	Hippocrates	-465	Aphorisms	Aphorisms			written work	0	Hippocrates' 'Aphorisms' are medical principles and observations, contemporary to his own time.
tlg0627.tlg013	Hippocrates	-465	Hippocratic Oath	Oath			written work, vow	0	The Hippocratic Oath is a medical ethical text, contemporary to its time of formulation.
tlg0627.tlg014	Hippocrates	-465	Law	The Law			written work	0	Hippocrates' 'Law' is a medical text concerning the practice of medicine, contemporary to his own time.
tlg0627.tlg003	Hippocrates	-465	Prognostic	The Book of Prognostics			written work	0	Hippocrates' 'Prognostic' is a medical treatise on predicting disease outcomes, contemporary to his own time.
tlg0627.tlg004	Hippocrates	-465	Regimen in acute diseases	On Regimen in Acute Diseases			written work	0	Hippocrates' 'Regimen in acute diseases' is a medical treatise, contemporary to his own time.
tlg0627.tlg027	Hippocrates	-465	On the Sacred Disease	On the Sacred Disease			treatise	0	Hippocrates' 'On the Sacred Disease' is a medical treatise discussing epilepsy, contemporary to his own time.
tlg0627.tlg010	Hippocrates	-465	The Art	On the Articulations			written work	0	Hippocrates' 'The Art' is a medical treatise, contemporary to his own time.
tlg0627.tlg029	Hippocrates	-465	Haemorrhoids	On Hemorrhoids			written work	0	Hippocrates' 'Haemorrhoids' is a medical treatise, contemporary to his own time.
tlg0627.tlg051	Hippocrates	-465	Precepts	Precepts			written work	0	Hippocrates' 'Precepts' are medical instructions and ethical guidelines, contemporary to his own time.
tlg0627.tlg007	Hippocrates	-465	The Heart	On Injuries of the Head			written work	0	Hippocrates' 'The Heart' is a medical treatise, contemporary to his own time.
tlg0627.tlg002	Hippocrates	-465	Air, Waters, and Places	Airs Waters Places			literary work	0	This is a medical treatise by Hippocrates, focusing on contemporary observations and theories about health and environment.
tlg0627.tlg008	Hippocrates	-465	On the Sacred Disease	On the Surgery			treatise	0	This is a medical treatise by Hippocrates, discussing a specific disease from a contemporary scientific perspective.
tlg0627.tlg046	Hippocrates	-465	Instruments of reduction	Nutrimen			written work	0	This is a medical text by Hippocrates, detailing practical medical procedures relevant to his contemporary practice.
tlg0627.tlg028	Hippocrates	-465	Air, Waters, and Places	On Ulcers			literary work	0	This is a medical treatise by Hippocrates, focusing on contemporary observations and theories about health and environment.
tlg0627.tlg011	Hippocrates	-465	Epidemics	Mochlicus			written work	0	This is a medical text by Hippocrates, documenting contemporary observations of diseases and their spread.
tlg0719.tlg002	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Causes and Symptoms of Chronic Diseases			written work	0	This is a medical treatise by Aretaeus of Cappadocia, discussing contemporary understanding of diseases.
tlg0719.tlg001	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Causes and Symptoms of Acute Diseases			written work	0	This is a medical treatise by Aretaeus of Cappadocia, discussing contemporary understanding of diseases.
tlg0719.tlg004	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Cure of Chronic Diseases			written work	0	This is a medical treatise by Aretaeus of Cappadocia, discussing contemporary understanding of diseases.
tlg0719.tlg003	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Therapeutics of Acute Diseases			written work	0	This is a medical treatise by Aretaeus of Cappadocia, discussing contemporary understanding of diseases.
tlg1216.tlg001	Barnabas	36	Epistle of Barnabas	The Epistle of Barnabas	apocryphal epistle		letter, New Testament apocrypha	0	The Epistle of Barnabas is an early Christian text addressing theological and ethical issues contemporary to the early church.
tlg1271.tlg001	Clement of Rome	88		The First Epistle of Clement to the Corinthians				0	Clement of Rome's writings, typically epistles, address contemporary issues within the early Christian community.
tlg1271.tlg002	Clement of Rome	88		The Second Epistle of Clement to the Corinthians				0	Clement of Rome's writings, typically epistles, address contemporary issues within the early Christian community.
tlg1419.tlg001	Hermas	150	The Shepherd of Hermas	The Shepherd of Hermas			literary work, New Testament apocrypha	0	The Shepherd of Hermas is an early Christian allegorical work addressing moral and theological concerns contemporary to its author.
tlg1443.tlg001	Ignatius of Antioch	70	Epistle of Ignatius to the Trallians	Epistles	epistle		written work	0	The Epistle of Ignatius to the Trallians is an early Christian letter addressing contemporary church matters and doctrine.
tlg1622.tlg001	Polycarp	105	Epistle of Polycarp to the Philippians	The Epistle to the Philippians of Saint Polycarp		letter	written work	0	The Epistle of Polycarp to the Philippians is an early Christian letter addressing contemporary church matters and doctrine.
tlg1799.tlg001	Euclid	-298	Elements	The Thirteen Books of Euclid's Elements	treatise		written work, reference work	0	Euclid's Elements is a mathematical treatise presenting geometric principles, which is a contemporary intellectual endeavor.
