rule_uid	file_id	criteria	rule	group	resource	directionality	verbatim	contemporary	factuality	reasoning	confidence	author	work_title	impact_year	group_specificity	is_historical	secondary_reasoning	resource_materiality	materiality_reasoning
tlg0086.tlg010.perseus-eng2#215	tlg0086.tlg010.perseus-eng2	Nobility	Status-based exclusion from friendship	Princes and rulers	Social equality in friendship	MORE	[§1062] This is most manifest in the case of the gods, whose superiority in every good attribute is pre-eminent; but it is also seen with princes: in their case also men much below them in station do not expect to be their friends, nor do persons of no particular merit expect to be the friends of men of distinguished excellence or wisdom.	1	1	The rule describes how high societal rank (princes) creates a gap that bars those of lower status from entering into friendship with them, asserting that friendship requires a certain level of equality which is absent in these hierarchy-based relations.	10.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific role within society; the author describes a contemporary social observation.	1	Social equality in friendship is a symbolic/social resource, not directly material.
tlg0086.tlg010.perseus-eng2#216	tlg0086.tlg010.perseus-eng2	Age	Social hierarchy in age-based friendship	Young people	Proportional affection from elders	LESS	[§1062] But there is a different kind of friendship, which involves superiority of one party over the other, for example, the friendship between father and son, and generally between an older person and a younger [...] the better of the two parties, for instance, or the more useful or otherwise superior as the case may be, should receive more affection than he bestows.	1	1	In age-based relationships, Aristotle identifies a rule where the 'superior' (older) party is entitled to receive more affection than they give, meaning the 'inferior' (younger) group has less access to receiving equal affection.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; the author describes a contemporary social observation.	1	Proportional affection is a symbolic/emotional resource, not directly material.
tlg0086.tlg010.perseus-eng2#217	tlg0086.tlg010.perseus-eng2	Gender	Marital hierarchy of affection	Women	Equal affection in marriage	LESS	[§1062] The affection rendered in these various unequal friendships should also be proportionate: the better of the two parties, for instance, or the more useful or otherwise superior as the case may be, should receive more affection than he bestows [...] as in the case between husband and wife.	1	1	The text lists husband and wife under 'unequal friendships' where the superior party (husband) receives more affection than he bestows, effectively limiting the wife's resource of receiving equal affection.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; the author describes a contemporary social observation.	1	Equal affection in marriage is a symbolic/emotional resource, not directly material.
tlg0086.tlg010.perseus-eng2#218	tlg0086.tlg010.perseus-eng2	Nobility	Status-based expectation of benefits	Princes and rulers	Protection from providing flattery	MORE	[§1071] Most people like receiving honor from men of high station, because they hope for something from them: they think that if they want something, the great man will be able to give it them; so they enjoy being honored by him as a token of benefits to come.	1	1	Individuals of high station (princes/rulers) are defined as those who dispense benefits and honors, attracting others who seek gain. This establishes a rule where social rank dictates the flow of material and immaterial resources.	8.0	Aristotle	Nicomachean Ethics	-348	3	0	The group 'Princes and rulers' is a specific role within a broader class; Aristotle describes contemporary societal norms.	3	Protection from flattery is a social role/practice with indirect material outcomes (benefits).
tlg0086.tlg010.perseus-eng2#219	tlg0086.tlg010.perseus-eng2	Lineage	Paternal prioritization of child welfare	male heirs	Right to parental care for welfare	MORE	[§1084] The relationship of father to sons is regal in type, since a father’s first care is for his children’s welfare. This is why Homer styles Zeus father, for the ideal of kingship is paternal government.	1	1	Aristotle describes the standard Greek familial structure as one where sons are the primary beneficiaries of the father's governance, contrasting it with the Persians who treat sons as slaves.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	The group 'male heirs' is broad but still societal; Aristotle describes contemporary Greek familial structures.	4	Parental care for welfare directly impacts the material well-being of children.
tlg0086.tlg010.perseus-eng2#220	tlg0086.tlg010.perseus-eng2	Freedom	Slave interest subordination	Slaves	Right to be governed for own benefit	LESS	[§1084] The relation of master to slaves is also tyrannic, since in it the master’s interest is aimed at.	1	1	The text explicitly defines the relationship between master and slave as one where the resource of 'governance for one's own benefit' is absent, as the master's interest is the sole aim.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Slaves are a canonical societal group; Aristotle describes the contemporary master-slave relationship.	4	Being governed for one's own benefit has direct material effects on a slave's life.
tlg0086.tlg010.perseus-eng2#221	tlg0086.tlg010.perseus-eng2	Gender	Husband management of male sphere	Women	Power over male-specific affairs	LESS	[§1084] The relation of husband to wife seems to be in the nature of an aristocracy: the husband rules in virtue of fitness, and in matters that belong to a man’s sphere; matters suited to a woman he hands over to his wife.	1	1	In the standard aristocratic household model described, women are excluded from 'the man's sphere' of management, though they are granted authority over the female-specific sphere.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Women are a canonical societal group; Aristotle describes contemporary gender roles in the household.	3	Power over male-specific affairs implies access to social roles with tangible outcomes.
tlg0086.tlg010.perseus-eng2#222	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Heiress domestic authority	Wealthy women	Authority over household matters	MORE	[§1084] And sometimes when the wife is an heiress it is she who rules. In these cases then authority goes not by virtue but by wealth and power, as in an oligarchy.	1	1	The text notes a specific exception to male household rule based on property ownership; women who are heiresses gain the resource of authority that is otherwise reserved for men.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy women is a compound societal group; Aristotle describes a contemporary exception to household authority.	3	Authority over household matters produces tangible outcomes in managing resources.
tlg0086.tlg010.perseus-eng2#223	tlg0086.tlg010.perseus-eng2	Age	Fraternal equality based on age	young people	Equality with older siblings	LESS	[§1084] The relation between brothers constitutes a sort of timocracy; they are equals, save in so far as they differ in age; hence, if the divergence in age be great, the friendship between them cannot be of the fraternal type.	1	1	Aristotle notes that significant age differences undermine the standard 'equality' expected between brothers, suggesting younger brothers have less status relative to much older ones.	8.0	Aristotle	Nicomachean Ethics	-348	5	0	Young people is a canonical societal group; Aristotle describes contemporary fraternal relationships.	2	Equality with older siblings is status-based with weak, indirect material payoff.
tlg0086.tlg010.perseus-eng2#224	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Timocratic political equality	Wealthy citizens	Right to equal political participation	MORE	[§1084] Timocracy passes into Democracy, there being an affinity between them, inasmuch as the ideal of Timocracy also is government by the mass of the citizens, and within the property qualification all are equal.	1	1	The text establishes that within a system defined by property requirements (Timocracy), those who meet the qualification (the wealthy) are treated as political equals.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy citizens is a compound societal group; Aristotle describes contemporary political systems like Timocracy.	4	Equal political participation has direct material effects through policy and resource allocation.
tlg0086.tlg010.perseus-eng2#225	tlg0086.tlg010.perseus-eng2	Citizenship	Citizen mutual aid requirements	Citizens	Right to receive necessary supplies	MORE	[§1077] Travellers for instance associate together for some advantage, namely to procure some of their necessary supplies. But the political association too, it is believed, was originally formed, and continues to be maintained, for the advantage of its members.	1	1	Aristotle frames the state as an association where members (citizens) have a right to 'advantage' and assistance in procuring necessities as part of their association.	8.0	Aristotle	Nicomachean Ethics	-348	5	0	Citizens are a canonical societal group; Aristotle describes the contemporary purpose of political association.	4	Right to receive necessary supplies directly impacts material subsistence.
tlg0086.tlg010.perseus-eng2#226	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Wealth-based access to magistracies	Wealthy citizens	Eligibility for the archonship	MORE	[§1087] Timocracy passes into Democracy, there being an affinity between them, inasmuch as the ideal of Timocracy also is government by the mass of the citizens, and within the property qualification all are equal.	1	1	The text describes Timocracy as a system where political participation and equality are conditional upon a property qualification, implying those without wealth are excluded.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy citizens is a compound societal group; Aristotle describes contemporary political systems and qualifications.	4	Eligibility for archonship is a concrete legal right with direct material effects.
tlg0086.tlg010.perseus-eng2#227	tlg0086.tlg010.perseus-eng2	Freedom	Slave exclusion from legal standing	Slaves	Right to participate in contracts	LESS	[§1091] For master and slave have nothing in common: a slave is a living tool, just as a tool is an inanimate slave. Therefore there can be no friendship with a slave as slave, though there can be as human being: for there seems to be some room for justice in the relations of every human being with every other that is capable of participating in law and contract.	1	1	Aristotle characterizes the slave 'as slave' (his legal/social role) as a tool, explicitly contrasting this status with those 'capable of participating in law and contract,' thereby excluding the group from legal agency.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Slaves are a canonical societal group; Aristotle describes their contemporary legal standing.	4	Right to participate in contracts is a concrete legal right with direct material effect.
tlg0086.tlg010.perseus-eng2#228	tlg0086.tlg010.perseus-eng2	Gender	Gendered division of household authority	Women	Authority over the domestic sphere	MORE	[§1089] The relation of husband to wife seems to be in the nature of an aristocracy: the husband rules in virtue of fitness, and in matters that belong to a man’s sphere; matters suited to a woman he hands over to his wife.	1	1	The passage identifies a specific resource (authority over domestic/woman's sphere) that is granted to the wife by the husband within the aristocratic model of the household.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Women are a canonical societal group; Aristotle describes contemporary gendered household authority.	3	Authority over the domestic sphere involves managing resources with tangible outcomes.
tlg0086.tlg010.perseus-eng2#229	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Inheritance-based household authority	Wealthy women	Right to rule the household	MORE	[§1089] And sometimes when the wife is an heiress it is she who rules. In these cases then authority goes not by virtue but by wealth and power, as in an oligarchy.	1	1	The text acknowledges that women who possess the resource of a large inheritance (heiresses) gain the resource of household authority, reversing the standard gendered hierarchy.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy women is a compound societal group; Aristotle describes a contemporary scenario of household rule.	3	Right to rule the household produces tangible outcomes in managing resources.
tlg0086.tlg010.perseus-eng2#230	tlg0086.tlg010.perseus-eng2	Age	Age-based hierarchy among siblings	Minor siblings	Right to equal authority	LESS	[§1090] The relation between brothers constitutes a sort of timocracy; they are equals, save in so far as they differ in age; hence, if the divergence in age be great, the friendship between them cannot be of the fraternal type.	1	1	The text establishes that equality among brothers is contingent on age; a significant difference in age removes the group of younger siblings from a status of equality.	8.0	Aristotle	Nicomachean Ethics	-348	4	0	Minor siblings is a compound societal group; Aristotle describes contemporary age-based sibling hierarchies.	2	Right to equal authority is status-based with weak, indirect material payoff.
tlg0086.tlg010.perseus-eng2#231	tlg0086.tlg010.perseus-eng2	Gender	Gendered division of labor	Women	Right to specific economic functions	MORE	[§1100] ...for with the human race division of labor begins at the outset, and man and woman have different functions; thus they supply each other’s wants, putting their special capacities into the common stock.	1	1	Aristotle describes a foundational social rule where women are assigned specific functional roles/capacities distinct from men to provide for the needs of life.	8.0	Aristotle	Nicomachean Ethics	-348	5	0	Women are a canonical societal group; Aristotle describes a fundamental, contemporary gendered division of labor.	3	Right to specific economic functions is access to a social role with tangible outcomes.
tlg0086.tlg010.perseus-eng2#232	tlg0086.tlg010.perseus-eng2	Lineage	Parental authority over offspring	Children	Right to self-governance	LESS	[§1091] For it is as natural for a father to rule his children, and forefathers those descended from them, as for a king to rule his subjects.	1	1	The author defines a rule based on lineage where descendants are subject to the rule of their ancestors, specifically losing the resource of autonomy to the father or forefather.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Children are a canonical societal group; Aristotle describes the contemporary natural order of parental authority.	4	Right to self-governance is a concrete legal right with direct material effect.
tlg0086.tlg010.perseus-eng2#233	tlg0086.tlg010.perseus-eng2	Age	Child dependence on parents	young people	Parental affection and care	MORE	[§1102] The affection of the parent exceeds that of the child in duration also; parents love their children as soon as they are born, children their parents only when time has elapsed and they have acquired understanding, or at least perception.	1	1	Aristotle describes a natural and social rule where infants gain parental protection and affection immediately upon birth, whereas children only reciprocate once they reach a certain age of cognitive development.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Young people is a canonical societal group; Aristotle describes the contemporary development of affection in children.	4	Parental affection and care directly impacts a child's material well-being and survival.
tlg0086.tlg010.perseus-eng2#234	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Childless marriage dissolution	Wealthy citizens	Marital stability	LESS	[§1107] Children, too, seem to be a bond of union, and therefore childless marriages are more easily dissolved; for children are a good possessed by both parents in common, and common property holds people together.	1	1	The text identifies children as a form of common property/resource; without this resource, the social bond of marriage is more easily broken, particularly in the context of household property management.	8.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy citizens is a compound societal group; Aristotle describes contemporary factors affecting marital stability related to property.	4	Marital stability, especially with children as 'common property', has direct material effects.
tlg0086.tlg010.perseus-eng2#235	tlg0086.tlg010.perseus-eng2	Occupation	Legal immunity for credit contracts	peasants	Right to legal action	LESS	[§1115] Such a connection when on stated terms is one of the legal type, whether it be a purely business matter of exchange on the spot, or a more liberal accommodation for future repayment, though still with an agreement as to the quid pro quo; and in the latter case the obligation is clear and cannot cause dispute, though there is an element of friendliness in the delay allowed, for which reason in some states there is no action at law in these cases, it being held that the party to a contract involving credit must abide by the consequences.	1	1	Aristotle notes that in certain Greek states, individuals who engage in credit-based transactions (common among traders and farmers) have no legal recourse to resolve disputes, meaning they lack access to the resource of judicial protection for those specific contracts.	9.0	Aristotle	Nicomachean Ethics	-348	3	0	Peasants is a specific occupation; Aristotle describes contemporary legal practices in some states.	4	Right to legal action is a concrete legal right with direct material effect on contracts.
tlg0086.tlg010.perseus-eng2#236	tlg0086.tlg010.perseus-eng2	Citizenship	Public honor for community service	Citizens	Access to public honor	MORE	[§1124] A citizen who contributes nothing of value to the common stock is not held in honor, for the common property is given to those who benefit the community, and honor is a part of the common property.	1	1	Aristotle describes a standard civic rule where 'honor'—defined here as a share of 'common property'—is reserved for citizens who provide utility or benefit to the community.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Citizens are a canonical societal group; Aristotle describes contemporary civic norms regarding public honor.	2	Access to public honor is primarily symbolic, with minor economic side-effects.
tlg0086.tlg010.perseus-eng2#237	tlg0086.tlg010.perseus-eng2	Lineage	Paternal right of disownment	male heirs	Protection from being disowned	LESS	[§1121] Hence it would appear that a son never ought to disown his father, although a father may disown his son; for a debtor ought to pay what he owes, but nothing that a son can do comes up to the benefits he has received, so that a son is always in his father’s debt. But a creditor may discharge his debtor, and therefore a father may disown his son.	1	1	The text describes a specific legal/social asymmetry in the father-son relationship where the father (as creditor) has the right to sever the relationship (disown), a right the son (as debtor) does not possess.	10.0	Aristotle	Nicomachean Ethics	-348	4	0	Male heirs is a broad societal group; Aristotle describes contemporary legal and social asymmetries in father-son relationships.	4	Protection from being disowned is a concrete legal right with direct material effect on inheritance/status.
tlg0086.tlg010.perseus-eng2#238	tlg0086.tlg010.perseus-eng2	Age	Son's obligation of paternal support	male heirs	Freedom from compulsory parental support	LESS	[§1121] Whereas a bad son will look on the duty of supporting his father as one to be avoided, or at all events not eagerly undertaken; for most people wish to receive benefits, but avoid bestowing them as unprofitable.	1	1	The passage refers to the 'duty of supporting his father' as an established social obligation for sons, effectively removing their choice to withhold material support.	8.0	Aristotle	Nicomachean Ethics	-348	4	0	Male heirs is a broad societal group; Aristotle describes the contemporary social obligation of sons to support fathers.	4	Freedom from compulsory parental support is a concrete legal right with direct material effect.
tlg0086.tlg010.perseus-eng2#239	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Compensation for public office losses	Wealthy citizens	Public honor as compensation	MORE	[§1124] For nobody is content to have the smaller share all round, and so we pay honor to the man who suffers money loss by holding office, and give money to the one who takes bribes; since requital in accordance with desert restores equality.	1	1	Aristotle describes the civic practice of conferring honor specifically on those whose wealth allows them to hold office and absorb the associated financial losses (liturgies or expenses).	8.0	Aristotle	Nicomachean Ethics	-348	4	0	Wealthy citizens is a compound societal group; Aristotle describes contemporary civic practices of compensating office holders.	2	Public honor as compensation is primarily symbolic, with minor economic side-effects.
tlg0086.tlg010.perseus-eng2#240	tlg0086.tlg010.perseus-eng2	Age	Honor due to seniors	old people	Right to specific signs of respect	MORE	[§1126] Again, we should pay to all our seniors the honor due to their age, by rising when they enter, offering them a seat, and so on.	1	1	The author describes a standard social norm in Greek society where advanced age entitles an individual to specific physical gestures of respect and priority.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Old people is a canonical societal group; Aristotle describes contemporary social norms of respect for elders.	2	Right to specific signs of respect is status-based with weak material payoff.
tlg0086.tlg010.perseus-eng2#241	tlg0086.tlg010.perseus-eng2	Lineage	Family attendance at funerals	Kinsmen	Right to participate in family rites	MORE	[§1126] They invite their relatives to a wedding, because they are members of the family, and therefore concerned in the family’s affairs; also it is thought to be specially incumbent on relations to attend funerals, for the same reason.	1	1	Belonging to a lineage or family group grants the right and obligation to be included in significant private social and religious events like weddings and funerals.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Kinsmen are a canonical societal group; Aristotle describes contemporary family obligations for social rites.	2	Right to participate in family rites is role-based with weak material payoff.
tlg0086.tlg010.perseus-eng2#242	tlg0086.tlg010.perseus-eng2	Lineage	Parental maintenance priority	parents	Right to financial maintenance	MORE	[§1126] It would be felt that our parents have the first claim on us for maintenance, since we owe it to them as a debt, and to support the authors of our being stands before self-preservation in moral nobility.	1	1	Greek social norms dictated that biological parents have a primary legal and moral claim on the resources of their children for their physical support in old age.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Parents are a canonical societal group; Aristotle describes contemporary Greek social norms for parental maintenance.	4	Right to financial maintenance is a concrete legal right with direct material effect.
tlg0086.tlg010.perseus-eng2#243	tlg0086.tlg010.perseus-eng2	Citizenship	Citizen agreement on offices	Citizens	Right to vote for magistrates	MORE	[§1126] Concord is said to prevail in a state, when the citizens agree as to their interests... for instance, there is concord in the state when the citizens unanimously decree that the offices of state shall be elective.	1	1	The text identifies the ability to determine how offices are filled (elective vs. other means) as a collective right held by the body of citizens in a state.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	4	The right to vote for magistrates is a concrete legal right with direct material effect on governance.
tlg0086.tlg010.perseus-eng2#244	tlg0086.tlg010.perseus-eng2	Occupation	Sophist advance payment	Sophists	Right to demand fees in advance	MORE	[§1126] Perhaps however the sophists are bound to demand their fees in advance, since nobody would pay money for the knowledge which they possess.	1	1	Aristotle notes a specific professional convention where certain educators (Sophists) secure their material compensation prior to the delivery of the service.	8.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific profession; author describes a contemporary norm.	4	The right to demand fees in advance directly impacts financial security and material compensation.
tlg0086.tlg010.perseus-eng2#245	tlg0086.tlg010.perseus-eng2	Gender	Female preference for shared mourning	Women	Access to shared lamentation	MORE	[§1126] But weak women and womanish men like those who mourn with them, and love them as true friends and sympathizers. However, it is clear that in everything we ought to copy the example of the man of nobler nature.	1	1	The text contrasts gendered behaviors in misfortune, noting that women are socially permitted or inclined to seek and receive shared emotional lamentation, a resource the 'manly' nature is described as avoiding.	7.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	2	Access to shared lamentation is a social practice with weak, indirect material payoff.
tlg0086.tlg010.perseus-eng2#246	tlg0086.tlg010.perseus-eng2	Occupation	Philosopher payment exemption	philosophers	Exemption from fixed-fee constraints	MORE	[§1126] This is the principle on which it would seem that payment ought to be made to those who have imparted instruction in philosophy; for the value of their service is not measurable in money... all that can be expected is that to them... we should make such return as is in our Power.	1	1	Instruction in philosophy is treated as a distinct category where the provider is not restricted by standard market wage rules but is entitled to voluntary 'honor' similar to parents.	8.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific profession; author describes a contemporary norm.	4	Exemption from fixed-fee constraints has a direct material effect on income and financial arrangements.
tlg0086.tlg010.perseus-eng2#247	tlg0086.tlg010.perseus-eng2	Occupation	Sophist advance fee requirement	Sophists	Right to deferred payment	LESS	[§1134] Perhaps however the sophists are bound to demand their fees in advance, since nobody would pay money for the knowledge which they possess. Persons paid in advance then naturally meet with complaints if they do not perform the service for which they have taken the pay.	1	0	Aristotle describes a specific professional norm where sophists, unlike other teachers or craftsmen, are expected or forced by social distrust to take payment before the service is rendered.	9.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific profession; author describes a contemporary norm.	4	The right to deferred payment directly impacts financial security and material compensation.
tlg0086.tlg010.perseus-eng2#248	tlg0086.tlg010.perseus-eng2	Citizenship	Legal exclusion of voluntary covenants	Fellow-citizens	Right to legal enforcement of contracts	LESS	[§1136] For in buying and selling also this seems to be the practice; and in some countries the law does not allow actions for the enforcement of voluntary covenants, on the ground that when you have trusted a man you ought to conclude the transaction as you began it.	1	1	The text identifies specific jurisdictions where citizens/residents are denied the resource of state-enforced contract litigation for voluntary agreements, placing the burden of trust and valuation on the individuals.	10.0	Aristotle	Nicomachean Ethics	-348	4	0	Broad societal group; author describes a contemporary norm.	4	The right to legal enforcement of contracts is a concrete legal right with direct material effect.
tlg0086.tlg010.perseus-eng2#249	tlg0086.tlg010.perseus-eng2	Age	Seniority honor obligations	Old people	Right to formal signs of respect	MORE	[§1137] Again, we should pay to all our seniors the honor due to their age, by rising when they enter, offering them a seat, and so on.	1	1	The author describes a social rule where age dictates the receipt of specific immaterial resources (honor, physical deference/rising, seating priority).	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	2	Formal signs of respect are ceremonial honors with minor, indirect economic side-effects.
tlg0086.tlg010.perseus-eng2#250	tlg0086.tlg010.perseus-eng2	Lineage	Parental maintenance debt	Parents	Right to material maintenance	MORE	[§1137] It would be felt that our parents have the first claim on us for maintenance, since we owe it to them as a debt, and to support the authors of our being stands before self-preservation in moral nobility.	1	1	Aristotle identifies a societal rule derived from lineage where parents are entitled to material support from their children, prioritizing this over the child's own self-preservation.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	5	The right to material maintenance is a direct claim on tangible goods and financial support.
tlg0086.tlg010.perseus-eng2#251	tlg0086.tlg010.perseus-eng2	Lineage	Family funeral attendance	Kinsmen	Right to family ceremony participation	MORE	[§1137] They invite their relatives to a wedding, because they are members of the family, and therefore concerned in the family’s affairs; also it is thought to be specially incumbent on relations to attend funerals, for the same reason.	1	1	The text outlines social expectations/conventions where membership in a family group grants the right (and obligation) to participate in specific social rituals like weddings and funerals.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	3	Participation in family ceremonies is a social role that produces tangible outcomes (e.g., inheritance, social standing).
tlg0086.tlg010.perseus-eng2#252	tlg0086.tlg010.perseus-eng2	Education	Philosopher payment exemption	Great philosophers	Right to fixed monetary wages	LESS	[§1134] This is the principle on which it would seem that payment ought to be made to those who have imparted instruction in philosophy; for the value of their service is not measurable in money, and no honor paid them could be an equivalent, but no doubt all that can be expected is that to them... we should make such return as is in our Power.	1	0	Instruction in philosophy is treated as a service for which a legal or fixed market wage cannot be demanded (LESS access to standardized material compensation), replaced instead by discretionary 'honor' akin to what is given to gods.	8.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific profession; author describes a contemporary norm.	4	Exemption from fixed monetary wages directly impacts financial compensation and material well-being.
tlg0086.tlg010.perseus-eng2#253	tlg0086.tlg010.perseus-eng2	Age	Seniority honor and precedence	old people	Honor from juniors	MORE	[§1146] Again, we should pay to all our seniors the honor due to their age, by rising when they enter, offering them a seat, and so on.	1	1	Aristotle describes a social norm where age serves as a criterion for receiving specific physical signs of respect (standing, seating) from others in the community.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	2	Honor from juniors is a ceremonial honor with minor, indirect economic side-effects.
tlg0086.tlg010.perseus-eng2#254	tlg0086.tlg010.perseus-eng2	Lineage	Parental maintenance and support	parents	Right to maintenance and support	MORE	[§1145] It would be felt that our parents have the first claim on us for maintenance, since we owe it to them as a debt, and to support the authors of our being stands before self-preservation in moral nobility.	1	1	The text identifies parents as a group that has a primary, debt-like claim on their children for physical and financial maintenance, prioritizing this over the child's own self-preservation.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	5	The right to maintenance and support is a direct claim on tangible goods and financial support.
tlg0086.tlg010.perseus-eng2#255	tlg0086.tlg010.perseus-eng2	Lineage	Family attendance at weddings	Kinsmen	Inclusion in family ritual events	MORE	[§1144] They invite their relatives to a wedding, because they are members of the family, and therefore concerned in the family’s affairs; also it is thought to be specially incumbent on relations to attend funerals, for the same reason.	1	1	Relative status (lineage) is the criterion for the social right to be included in significant domestic and religious ceremonies like weddings and funerals.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	3	Inclusion in family ritual events is a social role that produces tangible outcomes (e.g., inheritance, social standing).
tlg0086.tlg010.perseus-eng2#256	tlg0086.tlg010.perseus-eng2	Lineage	Parental right to honor	parents	Right to receive honor	MORE	[§1145] Honor also is due to parents, as it is to the gods, though not indiscriminate honor: one does not owe to one’s father the same honor as to one’s mother... but one owes to one’s father the honor appropriate to a father, and to one’s mother that appropriate to her.	1	1	The author establishes that being a parent confers a right to honor comparable to that given to deities, though the nature of the honor is specific to the parental role.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	1	The right to receive honor is primarily symbolic and abstract, with no direct material payoff.
tlg0086.tlg010.perseus-eng2#257	tlg0086.tlg010.perseus-eng2	Lineage	Maternal duty of care	Women	Right to exercise maternal care	MORE	[§1154] A friend is defined as... one who wishes the existence and preservation of his friend for the friend’s sake. (This is the feeling of mothers towards their children, and of former friends who have quarrelled.) ...Others say that a friend is (e) one who shares his friend’s joys and sorrows. (This too is very characteristic of mothers.)	1	1	Aristotle uses the behavior of mothers as a primary real-world example of defining the marks of friendship, specifically the promotion of a child's existence and sharing in their emotional states.	9.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	1	The right to exercise maternal care is a trait-based capacity, primarily symbolic and emotional.
tlg0086.tlg010.perseus-eng2#258	tlg0086.tlg010.perseus-eng2	Education	Virtuous access to self-regard	Educated women	Right to self-approval	MORE	[§1161] As a matter of fact, the feelings of self-regard described appear to be found in most people, even though they are of inferior moral worth. Perhaps men share them in so far as they have their own approval and believe in their own virtue; since the utterly worthless and criminal never possess them, or even have the appearance of doing so.	1	0	The text establishes that inner stability and self-regard are resources tied to moral education and character (virtue). While the text uses 'men' generally, it distinguishes a group (the 'worthless and criminal') who are excluded from this immaterial resource based on their lack of moral development.	7.0	Aristotle	Nicomachean Ethics	-348	4	0	Broad societal group; author describes a contemporary norm.	1	The right to self-approval is an internal, abstract, and non-material resource.
tlg0086.tlg010.perseus-eng2#259	tlg0086.tlg010.perseus-eng2	Occupation	Competitor eligibility for goodwill	Peasants	Access to public sympathy	MORE	[§1167] Also affection requires intimate acquaintance, where as goodwill may spring up all of a sudden, as happens for instance in regard to the competitors in a contest; the spectators conceive goodwill and sympathy for them, though they would not actively assist them.	1	1	Aristotle identifies 'competitors in a contest' (athletes/performers) as a specific occupational group that receives a particular immaterial resource—public goodwill and sympathy—even from strangers.	8.0	Aristotle	Nicomachean Ethics	-348	3	0	Specific profession; author describes a contemporary norm.	1	Access to public sympathy is an abstract, non-material resource, primarily symbolic.
tlg0086.tlg010.perseus-eng2#260	tlg0086.tlg010.perseus-eng2	Citizenship	Citizen right to elect officials	Citizens	Right to vote for magistrates	MORE	[§1172] Concord then refers to practical ends, and practical ends of importance, and able to be realized by both or all the parties: for instance, there is concord in the state when the citizens unanimously decree that the offices of state shall be elective, or that an alliance shall be made with Sparta, or that Pittacus shall be dictator (when Pittacus was himself willing to be dictator).	1	1	Aristotle describes actual political mechanisms in Greek city-states where the body of citizens exercises the right to decide on elections and foreign policy through collective decrees.	10.0	Aristotle	Nicomachean Ethics	-348	5	0	Canonical societal group; author describes a contemporary norm.	4	The right to vote for magistrates is a concrete legal right with direct material effect on governance.
tlg0086.tlg010.perseus-eng2#261	tlg0086.tlg010.perseus-eng2	Wealth / Properties	Inherited wealth effort exemption	Wealthy heirs	Exemption from labor to acquire capital	MORE	[§1182] Again, everybody loves a thing more if it has cost him trouble: for instance those who have made money love money more than those who have inherited it. Now to receive a benefit seems to involve no labor, but to confer one is an effort.	1	1	The text identifies a group of people who possess money through inheritance rather than through the labor of making it, establishing that specific groups have access to resources (wealth) without the corresponding labor.	9.0	Aristotle	Nicomachean Ethics	-348	4	0	Broad societal group; author describes a contemporary norm.	5	Exemption from labor to acquire capital is a direct access to wealth, a tangible property.
