rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0086.tlg035.perseus-eng2::85	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Lineage']	Hereditary succession in barbarian kingships	Kings	Right to transmit power by descent	MORE	['The power possessed by all of these resembles that of tyrannies, but they govern according to law and are hereditary; for because the barbarians are more servile in their nature than the Greeks, and the Asiatics than the Europeans, they endure despotic rule without any resentment. These kingships therefore are for these reasons of a tyrannical nature, but they are secure because they are hereditary and rule by law.']	The text identifies a specific class of monarchy existing among non-Greeks where the rule follows a legal framework that guarantees the right of the ruler to pass his office to his descendants.	1	1.0	9	4	Political power and kingship are concrete legal rights with significant material and command effects.	5	Hereditary succession is a foundational societal axis for the distribution of sovereign power.	5	Hereditary kingship is a lifelong and intergenerational structural arrangement.	5	Lineage and being the 'heir' of a king is biologically and birth-fixed.	0	Aristotle describes contemporary 'barbarian' (non-Greek) political systems existing in his time.	4	Reported as a factual description of foreign constitutions, though framed by Greek prejudice.	0	While kings are defined by power, the specific 'hereditary' mechanism is a distinct legal rule.
tlg0086.tlg035.perseus-eng2::86	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship', 'Freedom']	Collective judicial authority of the multitude	The multitude (freemen)	Right to judge lawsuits	MORE	['As it is, the citizens assembled hear lawsuits and deliberate and give judgements, but these judgements are all on particular cases. Now no doubt any one of them individually is inferior compared with the best man, but a state consists of a number of individuals, and just as a banquet to which many contribute dishes is finer than a single plain dinner, for this reason in many cases a crowd judges better than any single person.']	Aristotle describes a current practice where the mass of citizens (as opposed to a single ruler) possesses the institutional right to hear and decide legal cases, arguing that collective judgment is more resistant to corruption.	1	1.0	10	4	The right to judge lawsuits involves direct material consequences for property and personhood.	5	Judicial authority is a foundational societal axis of political and legal power.	4	This right holds as long as one maintains citizen status and the constitution remains.	4	The group is the 'multitude' of freemen/citizens; citizenship is a hard-to-change legal birth-status.	0	Refers to the functioning of contemporary Greek democratic assemblies and courts.	5	Describes the observable functional reality of the Athenian and other Greek assemblies.	0	Being a freeman does not inherently entail the right to judge lawsuits in all systems.
tlg0086.tlg035.perseus-eng2::87	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Occupation']	Physician's right to alter prescriptions	Physicians	Right to alter treatment protocols	MORE	['and indeed in Egypt physicians have the right to alter their prescription after four days, although if one of them alters it before he does so at his own risk; it is clear therefore that government according to written rules, that is laws, is not the best, for the same reason.']	Aristotle cites a factual contemporary legal rule in Egypt where professional medical practitioners have the legal latitude to deviate from standard written prescriptions after a set time period.	1	1.0	8	4	The right to alter treatment is a concrete professional legal exemption with life/death material effects.	2	Narrowly scoped to a specific professional procedure (altering prescriptions) in a specific setting.	4	This is a long-term professional right attached to the status of being a physician.	3	Physician is an occupation acquired through training; durable but technically changeable.	0	Aristotle cites a contemporary Egyptian legal practice as a comparative example.	5	The verbatim reports a specific, verifiable foreign statute as a plain fact.	0	Medical practice does not by definition include a '4-day rule' for altering prescriptions.
tlg0086.tlg035.perseus-eng2::88	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Rich access to political honor	The wealthy	Access to political honors	MORE	['And as men becoming baser began to make money out of the community, it is reasonable to suppose that some such cause as this occasioned the rise of oligarchies; for they brought wealth into honor.']	The text describes the evolution of oligarchies where wealth becomes the primary criterion for accessing political standing and honors, effectively a rule of resource distribution based on material status.	1	1.0	8	4	Access to political honors involves concrete legal rights and roles with material influence.	5	Political honor (participation in office) is a foundational societal axis.	4	Held as long as one maintains the required wealth level and the constitution stands.	3	The wealthy are a wealth bracket; changeable with economic fortune but a durable identity.	0	Describes the structural mechanism of oligarchic states contemporary to the author.	4	Describes a historical-sociological evolution as a factual explanation of oligarchies.	0	Possessing wealth does not by definition mean having political honor.
tlg0086.tlg035.perseus-eng2::89	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Magistrate right to amend established code	Magistrates	Right to introduce legal amendments	MORE	['But the law first specially educates the magistrates for the purpose and then commissions them to decide and administer the matters that it leaves over according to the best of their judgement, and furthermore it allows them to introduce for themselves any amendment that experience leads them to think better than the established code.']	In the context of describing how laws and men interact, Aristotle notes that those holding office are given the specific immaterial resource of being able to improve or amend the law based on their practical experience.	1	1.0	9	4	The right to amend the established code is a major legal power with direct material effects on society.	4	Legislative amendment is a broad category of political right spanning many laws.	3	Bounded to the duration of the magistrate's term of office.	2	Magistrates are office-holders during a term; an episodic role.	0	Describes the legal delegation of power within contemporary Greek polities.	4	States the legal commission of magistrates as a standard administrative fact.	0	Holding office does not inherently include the right to rewrite the primary code.
tlg0086.tlg035.perseus-eng2::90	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility', 'Lineage']	Absolute sovereignty for outstanding families	Family of outstanding excellence	Right to absolute sovereignty	MORE	['When therefore it comes about that there is either a whole family or even some one individual that differs from the other citizens in virtue so greatly that his virtue exceeds that of all the others, then it is just for this family to be the royal family or this individual king, and sovereign over all matters. For, as has been said before,this holds good not only in accordance with the right that is usually brought forward by those who are founding aristocratic and oligarchic constitutions, and from the other side by those who are founding democratic ones (for they all make their claim on the ground of superiority, though not the same superiority), but it also holds good in accordance with the right spoken of before.i.e. the right of merit, 8.7. For it is not seemly to put to death or banish, nor yet obviously to ostracize, such a man, nor is it seemly to call upon him to take his turn as a subject; for it is not in the order of nature for the part to overtop the whole, but the man that is so exceptionally outstanding has come to overtop the whole community. Hence it only remains for the community to obey such a man, and for him to be sovereign not in turn but absolutely.']	Aristotle describes a rule where a specific group (a family of exceptional virtue) is entitled to absolute rule rather than rotating office, based on their inherent superiority over the rest of the community.	1	0.0	9	5	Absolute sovereignty entails total control over property, personhood, and wealth.	5	Sovereignty over all matters is the most general and foundational societal axis.	5	Described as absolute and lifelong (not 'in turn').	5	Group is defined by lineage ('whole family') or 'outstanding virtue' (innate trait).	0	Aristotle discusses this as a theoretical and historical model (the Pambasileia).	2	The verbatim is highly normative, arguing for what is 'just' and 'seemly'.	0	Virtue or noble lineage does not logically entail total sovereign power.
tlg0086.tlg035.perseus-eng2::91	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Wealth-based office distribution in republics	The well-to-do	Eligibility for the magistracy	MORE	['a republican community, one in which there naturally grows up a military populaceThey also excise in which-populace capable of being governed and of governing under a law that distributes the offices among the well-to-do in accordance with merit.']	The text explicitly mentions a specific type of constitution (republic/polity) where the law allocates governing offices specifically to the 'well-to-do' based on merit.	1	1.0	9	4	Eligibility for magistracy is a concrete legal right with direct material power.	4	Covers the broad category of holding state offices.	4	A durable eligibility based on meeting property requirements.	3	The 'well-to-do' are a wealth bracket; durable but economically changeable.	0	Describes the standard structure of the 'Polity' or republic in the Greek world.	4	Refers to a standard constitutional definition as a factual arrangement.	0	Being wealthy is not the same as being legally eligible for office.
tlg0086.tlg035.perseus-eng2::92	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility', 'Lineage']	Protection from ostracism for the exceptionally virtuous	Individuals of outstanding excellence	Protection from banishment or ostracism	MORE	['For it is not seemly to put to death or banish, nor yet obviously to ostracize, such a man, nor is it seemly to call upon him to take his turn as a subject; for it is not in the order of nature for the part to overtop the whole, but the man that is so exceptionally outstanding has come to overtop the whole community.']	The author argues that according to the principles of justice in his society, a person who is 'exceptionally outstanding' in virtue should be exempt from standard democratic protections like ostracism or exile.	1	0.0	8	5	Protection from death, banishment, or ostracism is a fundamental protection of life and person.	5	Covers basic bodily integrity and legal existence within a community.	5	Once granted, this protection is structural and lifelong for the individual.	5	Defined by 'outstanding excellence', an innate, immutable trait in this context.	0	Aristotle reasons within the context of contemporary Greek political theory and practice.	1	Verbatim is an ideal proposal/normative claim about what is 'seemly'.	0	Excellence does not automatically provide legal immunity from ostracism.
tlg0086.tlg035.perseus-eng2::93	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Rich exclusive access to magistracies	The rich	Eligibility for the archonship	MORE		Aristotle defines the structural rule of an oligarchy as a system where sovereignty and offices (honors) are reserved for the wealthy, contrasting it with systems where the poor lack such shares.	1	1.0	10	4	Eligibility for archonship (magistracy) is a core legal right to exercise power.	4	Refers to a broad category of major political offices.	4	Durable eligibility while in the wealth bracket.	3	The rich are a wealth bracket; changeable but a stable social identity.	0	Describes the essential mechanics of contemporary Greek oligarchies.	5	States the defining rule of oligarchic constitutions as a plain fact.	0	Wealth does not inherently include the right to hold the office of archon.
tlg0086.tlg035.perseus-eng2::94	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Free-born sovereignty in democracy	The free-born	Right to share in government	MORE		The text defines democracy as a constitutional arrangement where the status of being free-born (as opposed to being a slave or non-citizen) grants the group sovereignty over the government.	1	1.0	10	4	Sharing in government is a concrete legal right with power over material laws.	5	A foundational societal axis (sovereignty).	5	Free-born status and its attendant rights are lifelong.	4	Free-born vs. enslaved is a hard-to-change legal birth-status.	0	Describes the basic mechanism of contemporary Greek democracies.	5	Reflects the standard definition and practice of democracy in the 4th century BCE.	0	Being 'free' does not mechanically entail being 'sovereign' in all systems.
tlg0086.tlg035.perseus-eng2::95	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility', 'Lineage']	Noble monopoly on offices	Noble families	Eligibility for the archonship	MORE		Aristotle cites historical and contemporary examples like Apollonia and Thera where political offices were restricted to the 'specially noble families' who were the original settlers.	1	1.0	9	4	Access to high magistracies (archonship) is a direct legal power.	4	Covers a broad class of major civic offices.	5	Status and eligibility within noble families are lifelong and hereditary.	5	Lineage and 'noble family' status are birth-fixed and immutable.	0	Cites specific contemporary or recent examples like Apollonia and Thera.	5	Reports specific historical/legal arrangements as pure attested facts.	0	Nobility is a status of birth, not by definition a right to the archonship.
tlg0086.tlg035.perseus-eng2::96	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Poor exclusion from government	The poor	Right to share in government	LESS		In the description of oligarchies, Aristotle notes that even if the poor are free-born, they are denied a share in the government by the wealthy ruling class.	1	1.0	9	4	The right to share in government is a concrete legal and power-bearing resource.	5	A foundational societal axis of political participation.	4	Durable exclusion while in the poverty bracket.	3	The poor are a wealth bracket; durable but technically changeable.	0	Describes the functioning of contemporary Greek oligarchies.	5	Reports the fact of exclusion as the basis of the oligarchic definition.	0	Being poor is defined by lack of money, not by lack of political rights.
tlg0086.tlg035.perseus-eng2::97	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Aristocratic distance from mechanic arts	The rich	Exemption from manual labor	MORE		Aristotle distinguishes the 'rich' and 'noble' classes from the 'mechanic' and 'manual laborer' classes, implying that wealth provides the resource of freedom from necessary utility-driven labor.	1	1.0	7	5	Exemption from manual labor is a concrete physical entitlement and freedom of body.	4	Covers a broad range of life outcomes (leisure, health, status).	5	In this social structure, the distance from mechanic arts is a lifelong trait of the class.	3	The rich are a wealth bracket; durable but changeable.	0	Describes the social structure and norms of Aristotle's own society.	4	Reports class distinctions as an observed sociological fact.	0	Wealth allows for leisure, but is not defined as 'not doing manual labor'.
tlg0086.tlg035.perseus-eng2::98	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Office holding on property qualifications	The rich	Eligibility for the archonship	MORE	['This therefore is one kind of democracy, where the offices are held on property qualifications, but these low ones, although it is essential that the man who acquires the specified amount should have the right to hold office, and the man who loses it should not hold office.']	Aristotle describes a specific, existing variety of democratic constitution where the right to hold political office is explicitly tied to meeting a minimum property assessment.	1	1.0	10	4	Eligibility for archonship is a concrete legal power.	4	Refers to a broad category of major political offices.	4	Durable as long as the property qualification is met.	3	Wealth bracket defined by assessment; changeable but relatively stable.	0	Describes a specific, functioning type of democracy (e.g., Solonian).	5	The verbatim describes the legal status and loss of rights as a plain fact.	0	Wealth is not the definition of eligibility.
tlg0086.tlg035.perseus-eng2::99	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship', 'Lineage']	Birth-based office exclusion	Citizens of non-citizen parentage	Right to hold office	LESS	['And another kind of democracy is for all the citizens that are not open to challenge i.e. on the score of birth, cf. 5.4. to have a share in office, but for the law to rule']	The text identifies a form of government where eligibility for office is restricted to those whose citizen birth is 'not open to challenge', implying those of mixed or non-citizen parentage are excluded.	1	1.0	9	4	The right to hold office is a concrete legal and power-based resource.	4	Covers the broad class of civic offices.	5	Status based on birth/parentage is lifelong and permanent.	5	Parentage and 'citizen birth' are birth-fixed and immutable.	0	Describes a common legal restriction in contemporary Greek poleis.	5	Factually describes the legal criteria for office-holding in specific democracies.	0	Citizenship/birth does not logically entail a right to hold office in every code.
tlg0086.tlg035.perseus-eng2::100	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	High assessment office exclusion	The poor	Eligibility for the archonship	LESS	['Of the kinds of oligarchy, one is for the magistracies to be appointed from property-assessments so high that the poor who are the majority have no share in the government']	In oligarchic systems, the property requirement is set at a level that systematically excludes the poor from participating in the magistracies.	1	1.0	10	4	Participation in magistracies is a concrete legal right and power.	5	Refers to 'share in the government', a foundational axis of power.	4	Durable exclusion based on persistent poverty.	3	The poor are an economic group; durable but technically changeable.	0	Describes the mechanism of specific contemporary oligarchies.	5	States the high assessment as the factual cause of exclusion.	0	Poverty is defined by lack of resources, not legal exclusion from government.
tlg0086.tlg035.perseus-eng2::101	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Lineage']	Hereditary succession in office	Heirs of magistrates	Eligibility for the archonship	MORE	['another variety of oligarchy is when son succeeds father in office; and a fourth kind is when the hereditary system just mentioned exists and also the magistrates govern and not the law.']	Aristotle describes a specific type of 'dynasty' or oligarchy where political power is a resource passed down through lineage rather than election or property alone.	1	1.0	10	4	Eligibility for archonship is a concrete legal power.	4	Refers to a broad class of major state offices.	5	Hereditary succession is a lifelong and intergenerational right.	5	Being an 'heir' or 'son' of a specific family is birth-fixed and immutable.	0	Describes 'dynasty' forms of oligarchy existing in his time.	5	States the hereditary succession as a factual variety of oligarchy.	0	Being an heir is not the same as holding a legal right to succeed to office.
tlg0086.tlg035.perseus-eng2::102	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	State pay for assembly attendance	The poor	Right to attend the assembly	MORE	['while all the citizens have a share in the government because of the superiority of the multitude, all actually take part in it and exercise their citizenship because even the poor are enabled to be at leisure by receiving pay.']	In late-stage radical democracies, the provision of state pay (revenue) allows the poor the material resource of 'leisure' required to actually exercise their right to participate in government.	1	1.0	9	5	State pay is a physical, material transfer of money (means of subsistence).	3	Specifically tied to the procedure of assembly attendance.	3	Recurring per-cycle/per-attendance resource during adulthood.	3	The poor are a wealth bracket; changeable but stable.	0	Describes the actual 'misthos' (pay) system in 4th-century Athens.	5	Describes the factual consequence of state pay for poor citizens.	0	Being poor (lacking money) is the opposite of receiving pay; it is not tautological.
tlg0086.tlg035.perseus-eng2::103	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Property-based participation rights	Middle class	Eligibility for the archonship	MORE	['and because there is a large number of persons participating in the government it necessarily follows that not the men but the law is sovereign (for the farther removed they are from monarchy, and as they have not so much property as to be idle and neglect it, nor yet so little as to be kept at the expense of the state, they are compelled to call upon the law to rule instead of ruling themselves).']	In more moderate oligarchies, the resource of political participation is extended to a larger 'middle' group who possess the required property assessment.	1	1.0	8	4	Eligibility for the archonship is a concrete legal power.	4	Relates to the general right of holding civic office.	4	Durable as long as the property qualification is maintained.	3	The 'middle class' is a wealth bracket; durable/stable but changeable.	0	Describes the structure of moderate oligarchies or 'Polities'.	4	Verbatim includes social analysis but describes factual eligibility conditions.	0	Having a 'middle' amount of property is not the definition of office-holding rights.
tlg0086.tlg035.perseus-eng2::104	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Wealth-based eligibility for magistracies	The wealthy	Eligibility for the archonship	MORE	['nevertheless there are also some constitutions that have differences both in comparison with oligarchically governed states and with what is termed constitutional government, inasmuch as in them they elect the officials not only by wealth but also by goodness; this form of constitution differs from both and is called aristocratic.']	The text describes actual existing constitutions (aristocracies and oligarchies) where wealth is a specific criterion for electing officials, distinguishing it from purely merit-based or democratic systems.	1	1.0	9	4	Eligibility for the archonship is a concrete legal right with power.	4	Covers a broad class of major state offices.	4	Durable eligibility based on meeting systemic wealth criteria.	3	The 'wealthy' are a bracket based on property; relatively stable social group.	0	Describes the election criteria in contemporary aristocracies and oligarchies.	5	States the factual criteria for election in these constitutions.	0	Wealth is the criterion for the office, not its definition.
tlg0086.tlg035.perseus-eng2::105	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Mandatory jury service for the wealthy	The wealthy	Protection from fines	LESS	['for example, in regard to the administration of justice, in oligarchies they institute a fine for the rich if they do not serve on juries but no pay for the poor for serving']	Aristotle describes a specific legal mechanism in contemporary oligarchies where the wealthy are penalized financially to compel their participation in the judicial system.	1	1.0	10	5	A fine is a direct loss of money/property, a tangible material resource.	3	Relates specifically to the penalty for non-attendance at juries.	2	The penalty is episodic, triggered by specific absences from jury duty sessions.	3	Wealth status is a durable social identity but can change over time.	0	Aristotle describes functional constitutional mechanisms existing in his own era.	5	The author reports this as a factual legal institution used in oligarchies.	0	Being wealthy does not inherently mean one is fined for jury absence.
tlg0086.tlg035.perseus-eng2::106	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Remuneration for poor jurors	The poor	Right to retain one's own earnings	MORE	['while in democracies they assign pay for the poor but no fine for the rich, but a common and intermediate principle is to have both payment and fine, and therefore this is a mark of a constitutional government']	In democratic and mixed (Polity) systems, the poor are provided with material compensation (pay) for their time spent in public service, which is a specific resource allocation based on wealth status.	1	1.0	10	5	Public pay provides direct cash income to the recipient.	3	Specific to the compensation provided for serving as a juror.	2	Payment is received only for the duration of the service provided.	3	Poverty is a durable status but not biologically immutable.	0	Refers to the well-known Athenian and democratic practice of misthophoria.	5	Reports a standard institutional feature of contemporary democracies.	0	Receiving state pay is not part of the definition of being poor.
tlg0086.tlg035.perseus-eng2::107	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom', 'Citizenship']	Majority rule in decision making	Citizens	Political power	MORE	['while the principle that a decision of the majority is supreme is found in them all: for in both oligarchy and aristocracy and democracies whatever the larger part of those who have a share in the government decides is supreme']	The author identifies a general rule across all Greek constitutional forms where the majority of the defined political group (those with a share in government) holds the supreme power of decision.	1	1.0	9	4	Supreme decision-making power has direct and significant material consequences.	5	Foundational principle of political power across multiple city-state forms.	5	This is a structural feature of a citizen's lifelong political status.	4	Citizenship is a structural legal birth-status, very hard to change.	0	Describes the operating principles of contemporary Greek poleis.	5	Observed as a universal characteristic of organized governments.	0	Political supremacy is not the definition of citizenship.
tlg0086.tlg035.perseus-eng2::108	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Property qualification for assembly membership	The poor	Right to vote in the assembly	LESS	['democracies permit membership of the assembly on no property-qualification at all or a quite small one, oligarchies on a large property-qualification, but the combination clearly is to have neither principle, but one which lies in the middle between either of these two qualifications.']	Aristotle describes the standard regulatory mechanism in Greek city-states where access to the primary political assembly was contingent upon meeting a specific wealth or property threshold, particularly in oligarchic systems.	1	1.0	10	4	Voting and assembly membership are concrete legal rights with material effects.	5	Access to the assembly is a foundational axis of political life.	5	Once property requirements are met, membership is usually lifelong.	3	Determined by wealth, which is a durable but potentially changeable status.	0	Discusses common contemporary constitutional requirements.	5	Directly reports on the variation of statutes in different constitutions.	0	Being poor does not inherently define one's legal right to vote.
tlg0086.tlg035.perseus-eng2::109	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Equal education for citizens	The poor	Access to the gymnasium and physical training	MORE	['This is the case with the constitution of Sparta. For many people endeavor to describe it as being a democracy, because its system has many democratic features, for instance first of all its regulation for the rearing of boys, since the sons of the rich are brought up in the same way as those of the poor, and are educated in a manner in which the sons of the poor also could be educated, and they are also treated similarly at the next age, and in the same manner when they are grown up, for there is nothing that distinguishes the rich man from the poor man']	Aristotle highlights the Spartan 'agoge'/education system as a specific rule where the poor are granted the same access to state-sponsored upbringing and training as the wealthy.	1	1.0	9	3	Access to education/gymnasium is a social practice with tangible outcomes.	4	State education is a broad right spanning the developmental years.	3	Tied to the specific life stages of childhood and youth.	3	Status defined by wealth class within the Spartan citizen body.	0	Describes the current Spartan 'agoge' system known to the author.	5	Reports on specific Spartan regulations as an observable case study.	0	State education for the poor is a specific Spartan rule, not a definition.
tlg0086.tlg035.perseus-eng2::110	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Common mess participation	The poor	Right to share in common meals	MORE	['there is nothing that distinguishes the rich man from the poor man—thus the arrangements for food are the same for all at the common messes, and the rich wear clothes such as even any poor man could procure']	The rule of the common messes (syssitia) in Sparta ensured that the poor had the same institutional access to food arrangements as the rich, which Aristotle uses as an example of democratic mixture.	1	1.0	9	5	Access to food and physical clothing are tangible means of subsistence.	3	Specific to the institution of common messes and dress codes.	5	In Sparta, the common mess was a lifelong daily requirement/right.	3	Wealth-based group within the citizen body.	0	Refers to contemporary Spartan practice.	5	Verbatim provides a descriptive account of institutional arrangements.	0	Having food provided is not the definition of being poor.
tlg0086.tlg035.perseus-eng2::111	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Popular election of Elders	The poor	Political power	MORE	['and also because of the two greatest offices the common people elect to one and share in the other (they elect the Elders and share in the Ephorate)']	Under the Spartan constitution, the 'common people' (the non-elite citizens/poor) had the specific right to elect members to the Council of Elders (Gerousia).	1	1.0	9	4	Right to elect high officials is a concrete legal right with power effects.	4	Covers high-level political participation in two major offices.	5	The right to vote is a permanent feature of citizen status.	3	The 'common people' here refers to the lower wealth class of citizens.	0	Direct description of the current Spartan constitution.	5	Reports the division of powers as a factual institutional design.	0	Electoral rights are not the definition of being 'common' people.
tlg0086.tlg035.perseus-eng2::112	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Freedom from irresponsible rule	Free men	Right to accountable government	MORE	['But there is a third kind of tyranny which is thought to be tyranny in the fullest degree... this sort of tyranny must necessarily belong a monarchy that exercises irresponsible rule over subjects all of the same or of a higher class with a view to its own private interest and not in the interest of the persons ruled. Hence it is held against the will of the subjects, since no free man willingly endures such rule.']	Aristotle defines a 'free man' in the Greek context as one who possesses the right not to be ruled 'irresponsibly' or despotically, which distinguishes them even when under a monarchic power.	1	1.0	8	4	Accountable government relates to bodily protection from irresponsible rule.	5	Concerns the fundamental nature of political subjection.	5	A structural standing associated with 'free man' status.	4	Free status is a structural birth-status requiring legal manumission to change.	0	Discussing contemporary political theory and Greek perceptions of liberty.	3	Verbatim mixes factual description of 'free' status with philosophical argument.	1	The author defines a 'free man' as one who does not endure such rule.
tlg0086.tlg035.perseus-eng2::113	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Middle class political honors	The middle class	Political power	MORE	['Also democracies are more secure and more long-lived than oligarchies owing to the citizens of the middle class (for they are more numerous and have a larger share of the honors in democracies than in oligarchies)']	Aristotle notes that in democratic systems, the middle class as a group possesses a greater share of 'honors' (offices and political standing) compared to their status in oligarchies.	1	1.0	8	4	Political honors (offices) carry significant material and social power.	5	Access to political standing is a foundational societal axis.	5	Refers to a lifelong share in the honors of the state.	3	Middle class is a durable but potentially changeable wealth bracket.	0	Analyzing current sociological trends in Greek constitutions.	4	Reports a observable sociological trend with mild interpretation.	0	Holding honors is not the definition of being middle class.
tlg0086.tlg035.perseus-eng2::114	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Mandatory assembly attendance for wealthy	The rich	Protection from fines for non-attendance	LESS	['in relation to the assembly, the granting to all of the right to attend but the imposition of a fine for non-attendance on the well-to-do only, or a much larger fine on them than others;']	Aristotle describes specific legislative artifices used in oligarchic constitutions to ensure the wealthy participate in governance while making it optional for the poor, technically using a fine to compel attendance.	1	1.0	10	5	Direct financial penalty (fine) is a material loss.	3	Specific to assembly attendance penalties.	2	Episodic, relating to individual occasions of non-attendance.	3	Wealth-based status.	0	Describes current oligarchic legal strategies.	5	States the legal practice as a matter of fact.	0	Fines for assembly absence are not what 'well-to-do' means.
tlg0086.tlg035.perseus-eng2::115	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Poor exemption from administrative service	The poor	Right to decline public office	MORE	['in relation to the magistracies, the denial to the owners of rated property of the right to swear off serving, while the poor have this right;']	The text identifies a rule where the poor are legally allowed to decline serving in magistracies (swearing off), a right denied to those with property under certain oligarchic arrangements.	1	1.0	9	4	Right to decline a burdensome role is a concrete legal exemption.	3	Specific to the procedure of 'swearing off' magistracies.	4	Applies for the duration of a specific term of office.	3	Defined by wealth (rated property).	0	Describes existing legal procedures in oligarchies.	5	Purely descriptive of the law's disparate application.	0	Exemption from service is not inherent to being poor.
tlg0086.tlg035.perseus-eng2::116	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Compulsory jury service for wealthy	The rich	Protection from jury service fines	LESS	['in relation to the law-courts, the imposition of a fine on the well-to-do if they do not serve on a jury, but no penalty for the poor, or else a large fine for the one class and a small one for the others, as in the laws of Charondas.']	Legislative practices are cited where the wealthy are penalized for avoiding jury duty, while the poor face no such penalty, effectively forcing the rich into the judiciary.	1	1.0	10	5	Fines represent direct tangible loss of money/property.	3	Tied specifically to jury duty participation.	2	Triggered by individual failures to serve on a jury.	3	Wealth-based category.	0	Cites the laws of Charondas and common oligarchic practice.	5	Cites specific historical/contemporary legal codes as evidence.	0	Fines for juries are not part of the definition of rich.
tlg0086.tlg035.perseus-eng2::117	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Poor exclusion from heavy weaponry	The poor	Right to possess heavy arms	LESS	['They also legislate in the same manner about owning heavy arms and engaging in gymnastic exercises: the poor are not allowed to possess arms, but the well-to-do are liable to a fine if they have not got them']	Aristotle explicitly notes that in some constitutions, the poor are legally barred from owning heavy armor, while the rich are legally required to own it.	1	1.0	10	5	Ownership of physical property (heavy armor) is a material resource.	4	Ownership of arms is a major category of status and security.	5	Possession of arms is a long-term status linked to citizen duty.	3	Wealth-based status.	0	Describes constitutional practices of his day.	5	Direct statement on legislative prohibitions.	0	Lacking armor is not the definition of being poor.
