rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0026.tlg001.perseus-eng2::24	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Freedom']	Slave daily fee payment	Slaves	Right to conduct business independently	MORE	['there were nine or ten slaves who were skilled shoemakers, each of whom paid him a fee of two obols a day, and the superintendent of the shop three obols. Masters sometimes allowed their slaves to buy their time at so much per day; this fee was called ἀποφορά. Such slaves could do business for themselves, or hire themselves out to manufacturers, contractors, etc.']	This describes the 'apophora' system where skilled slaves could live and work independently provided they paid a fixed daily sum to their masters, granting them limited autonomy in their labor.	1	1	9.0	5	Earning money and conducting business provides tangible material wealth.	3	Applies to a specific subset of skilled labor and a specific fee arrangement.	4	Work arrangements for skilled slaves could last many years.	4	Slave status is a structural birth-status.	0	Describes common contemporary Athenian economic practice.	5	Cites specific daily fees and the term 'apophora' as a factual custom.	0	Being a slave does not inherently define the right to work for self-pay.
tlg0026.tlg001.perseus-eng2::25	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Wealth / Properties']	Wealthy citizen liturgy obligations	Wealthy citizens	Exemption from public service financing	LESS	['His father left him a fortune which another man would have found sufficient for the service of the state also. Such a fortune would have been enough to enable the ordinary man to perform the special honorable services demanded of rich citizens, to be trierarch, choregus, etc.', 'For the father, afraid of the special services to which he would be liable, sold the property that he owned... a piece of land in Cephisia, another in Amphitrope, and two workshops at the silver mines.']	The text identifies that wealthy individuals were legally liable for 'liturgies' (special services like trierarchy or choregia), which were material burdens/taxes specifically associated with high property value.	1	1	10.0	5	Liturgy obligations involve the direct expenditure of significant wealth.	4	Liturgies were a major systemic structure for financing the Athenian state.	4	Obligations recurred as long as the wealth bracket was maintained.	3	Wealth bracket is changeable but serves as a durable social identity.	0	Directly describes contemporary Athenian fiscal obligations.	5	Cites specific workshops and land sales to avoid factual legal burdens.	0	Being wealthy does not define a legal requirement to fund trierarchies.
tlg0026.tlg001.perseus-eng2::26	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Citizenship']	Audit of outgoing magistrates	Citizens	Accountability of public officials	MORE	['The Athenian constitution provided for a rigorous system of accounting by all public officers at the close of their year of office. Not only their handling of public funds, but every official act, was passed upon by a board of state auditors (Λογισταί).']	The passage describes the legal requirement for all public officials to undergo a mandatory audit (logistai) upon leaving office to ensure financial and behavioral accountability.	1	1	10.0	3	Legal audits of officials produce tangible outcomes like fines or exemptions.	4	Foundational constitutional check across all public offices.	2	The audit occurs once at the close of an office term.	2	Public officer is a temporary, term-limited role.	0	Refers to the existing Athenian constitution.	5	Describes the board of auditors as a factual institution.	0	Holding office does not inherently define undergoing an audit (though it was law).
tlg0026.tlg001.perseus-eng2::27	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Citizenship']	Senate member expulsion by ballot	Citizens	Eligibility for the Council	LESS	['after this, when the senate had returned to the senate chamber, they expelled him on the preliminary ballot, but took him back on the final vote. It appears that on the question of the expulsion of a member there was a preliminary vote with leaves as ballots, and a final one with the ordinary ballots. I must tell you, however unpleasant it is to mention it, that for their failure to hand him over to the courts, or even to expel him from the senate chamber, they failed to receive the usual testimonial.']	The text describes the formal legal procedure by which the Athenian Senate (Boule) could expel one of its members via a two-stage balloting process. This shows that holding a seat in the Senate was conditional on the collective approval of the other members through specific voting rules.	1	1	9.0	3	Council membership is access to a social role with material political payoffs.	2	Tied to a specific institution (the Senate) and its procedural rules.	3	Resource held for the one-year duration of Senate service.	4	Citizenship (required for Senate) is structural birth-status.	0	Describes a specific contemporary procedure in the Athenian Senate.	4	Describes a dual-ballot procedure as standard practice.	0	Being a citizen does not define the possibility of expulsion from the Senate.
tlg0026.tlg001.perseus-eng2::28	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Occupation']	State testimonial for Senate service	Citizens	Right to receive state testimonials	LESS	['If the senate sustains the charge against this man and expels him, and then hands him over to the courts, give the senate the usual testimonial; At the close of their year of office the senate had become accustomed to expect a vote of the popular assembly bestowing a crown (garland) as a testimonial for their services. but if they fail to punish him, refuse to give it, and lay up this thing against them for that day.']	The passage establishes that the five hundred citizens serving in the Senate are entitled to a collective reward (a crown) from the Assembly upon completion of their term, provided they have fulfilled their duties (in this case, punishing a corrupt member). Failure to do so results in the loss of this immaterial resource.	1	1	10.0	2	A crown or garland is primarily a symbolic/ceremonial honor.	2	Narrowly scoped to a specific honor for a specific office.	3	The honor is awarded annually at the close of service.	2	Senator is a term-limited role within an occupation.	0	Refers to customs 'accustomed' to in contemporary Athens.	4	Describes a habitual practice of the Assembly rewarding the Senate.	0	Senate service does not define the receipt of a garland.
tlg0026.tlg001.perseus-eng2::29	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Wealth / Properties']	Leniency for admitted theft	The wealthy	Protection from capital punishment	MORE	['He and he only of the board of inspectors acknowledged that he had taken money, and made no defence against the charge, but immediately admitted his guilt, making his plea only as to the penalty. You punished those who denied their guilt with a fine of a talent apiece, but him with half a talent. Whereas the laws command that thieves who admit their guilt shall be punished with death; it is those who deny their guilt that are to be put on trial.']	Aeschines contrasts the actual law (death for admitted thieves) with the jury's practice of reducing the penalty to a fine when the accused admits guilt. In this contemporary legal context, confession by an official (who must be of a certain wealth class to hold such elective office) resulted in the preservation of life through a monetary fine rather than execution.	1	1	8.0	5	The avoidance of the death penalty directly concerns physical existence.	3	Applies to a specific legal scenario (admitted theft).	5	The preservation of life is a lifelong outcome.	3	Wealthy official status is a durable identity acquired by training/wealth.	0	Cites a contemporary jury case involving the 'board of inspectors'.	5	Contrasts established law with factual recent judicial behavior.	0	Being wealthy/an official does not define receiving a lighter sentence for theft.
tlg0026.tlg001.perseus-eng2::30	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Citizenship', 'Freedom']	Citizen disenfranchisement for past slavery	Citizens	Right to retain citizenship status	LESS	['For he asserted that Philotades of Cydathenaeon, a citizen, was a former slave of his own, and he persuaded the members of the deme to disfranchise him. He took charge of the prosecution in court, and after he had taken the sacred offerings in his hand and sworn that he had not taken a bribe and would not.']	During the revision of citizen lists (diapsephisis), a citizen could be stripped of their status if it were proven they were formerly a slave. The rule allows the deme (local administrative unit) and the court to remove citizenship rights based on the criterion of original status (Freedom).	1	1	10.0	4	Citizenship status is a legal right that grants broad material access.	5	Citizenship is a foundational axis of ancient society.	5	Disenfranchisement is typically a permanent/lifelong status change.	4	Citizenship is a hard-to-change legal birth-status.	0	Refers to the current mass revision of rosters (diapsephisis).	5	Cites a specific contemporary case of Philotades and the deme procedure.	0	Citizenship is not part of the definition of 'former slave' in this rule.
tlg0026.tlg001.perseus-eng2::31	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Occupation']	Prostitution tax obligation	Prostitutes	Right to retain earnings	LESS	['For he is amazed, he says, if you do not all remember that every single year the senate farms out the tax on prostitutes, and that the men who buy this tax do not guess, but know precisely, who they are that follow this profession. When, therefore, I have dared to bring impeachment against Timarchus for having prostituted himself... Demosthenes says that the very act complained of calls... for the testimony of the tax-gatherer who collected this tax from Timarchus.']	The text confirms as a matter of common knowledge that the Athenian state imposed a specific tax on individuals practicing prostitution (the pornikon telos). This requires the group to surrender a portion of their earnings to the state through tax farmers.	1	1	10.0	5	A tax is a direct material extraction of wealth/earnings.	2	Tied to a specific profession and a named tax (pornikon telos).	4	The tax holds for the duration of the professional practice.	3	Occupation is a durable social identity.	0	The tax is farmed out 'every single year' in the author's present.	5	Describes the farming of taxes and tax-gatherers as pure fact.	0	Being a prostitute does not inherently define the obligation to a state tax.
tlg0026.tlg001.perseus-eng2::32	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Gender']	Prostitute exclusion from public speaking	Men	Right to address the assembly	LESS	['When, therefore, I have dared to bring impeachment against Timarchus for having prostituted himself, in order that I may deprive him of the right to address the people in assembly, Demosthenes says that the very act complained of calls, not for an accuser’ s arraignment, but for the testimony of the tax-gatherer who collected this tax from Timarchus.']	The core of the legal case is based on the rule that any citizen who has prostituted himself (a behavioral categorization that Aeschines maps onto the group of 'men' who have lost their 'decency') is legally barred from the political right of addressing the citizen assembly.	1	1	10.0	4	The right to address the assembly is a central political entitlement.	5	Political speech is a foundational axis of Athenian democracy.	5	The penalty of atimia was typically permanent.	5	The rule targets 'men' (sex/gender), which is biologically fixed.	0	The rule is being applied in the very trial the author is conducting.	5	Based on a direct impeachment charge within the legal system.	0	Being a man does not define the loss of rights due to sex work.
tlg0026.tlg001.perseus-eng2::33	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Freedom']	Slave exclusion from wrestling schools	Slaves	Access to the gymnasium and physical training	LESS	['A slave, says the law, shall not take exercise or anoint himself in the wrestling-schools. It did not go on to add, But the free man shall anoint himself and take exercise; for when, seeing the good that comes from gymnastics, the lawgivers forbade slaves to take part, they thought that in prohibiting them they were by the same words inviting the free.']	Aeschines explicitly references a specific law in Athens that prevents slaves from participating in gymnastic culture at the palaestra, a privilege reserved for free citizens.	1	1	10.0	3	Access to wrestling schools is a sub-benefit of social/cultural role.	2	Limited to the specific institution of the gymnasium/wrestling school.	5	The exclusion holds for the entirety of one's status as a slave.	4	Slave status is a structural/legal birth-status.	0	Aeschines explicitly quotes the contemporary law: 'A slave... shall not...'	5	Direct citation of a statute with factual explanation of its purpose.	0	Gymnasium access is not part of the definition of 'slave'.
tlg0026.tlg001.perseus-eng2::34	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Freedom', 'Citizenship']	Slave prohibition of pederastic relationships	Slaves	Right to pursue romantic relationships	LESS	['again, the same lawgiver said, A slave shall not be the lover of a free boy nor follow after him, or else he shall receive fifty blows of the public lash. But the free man was not forbidden to love a boy, and associate with him, and follow after him, nor did the lawgiver think that harm came to the boy thereby, but rather that such a thing was a testimony to his chastity.']	The text cites a legal prohibition against slaves entering into the socially significant role of a 'lover' toward free-born boys, under threat of corporal punishment, while explicitly stating this was a right held by free men.	1	1	10.0	3	Social role (erastes) with specific behavioral rights, backed by physical protection from lash.	3	A recurring social practice of 'pederastic relationships' in Athenian culture.	4	Duration of male youth/adulthood; long-term social status.	4	Slave status is a structural birth-status requiring manumission to change.	0	Author cites contemporary Athenian statutes in a forensic speech.	5	Verbatim cites a specific law and penalty (fifty blows) as a factual matter.	0	Slave status does not inherently define romantic exclusions by definition.
tlg0026.tlg001.perseus-eng2::35	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Citizenship', 'Wealth / Properties']	Public speaker eligibility based on property	Citizens	Right to address the assembly	LESS	['What is it that I say against Timarchus, and what is the charge that I have brought? That Timarchus addresses the people, a man who has made himself a prostitute and has consumed his patrimony.', 'How has he administered his own property? He has devoured his patrimony, he has consumed all the wages of his prostitution and all the fruits of his bribery, so that he has nothing left but his shame.']	The prosecution of Timarchus is based on the legal rule that a citizen who has squandered his inherited property (patrimony) or engaged in prostitution loses the right to address the people in the assembly.	1	1	9.0	4	Right to hold office and speak in assembly is a concrete political right.	4	Political speech is a major axis of Athenian citizen life.	5	Loss of political rights (atimia) for these crimes was typically lifelong.	4	Citizenship is a structural birth-status.	0	Aeschines is applying contemporary laws in a live trial.	4	Reported fact used in a rhetorical context of prosecution.	0	Being a citizen does not define how one manages property.
tlg0026.tlg001.perseus-eng2::36	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Gender', 'Freedom', 'Age']	Disenfranchisement for male prostitution	Men	Right to participate in public affairs	LESS	['in comprehensive terms, no matter how the deed is done, he commands that the man who did it shall take no part in public affairs. And he is right; for the man who in his youth was led by shameful indulgence to surrender honorable ambition, that man, he believed, ought not in later life to be possessed of the citizen’ s privileges.']	Aeschines cites the specific Athenian law (nomos) that stripped male citizens of their political rights (atimia) if they had prostituted themselves, regardless of whether a written contract existed. This is presented as a general rule of the city-state.	1	1	10.0	4	Exclusion from 'citizen's privileges' (public affairs) is a major political loss.	5	Covers the broad class of all public political participation.	5	Text explicitly states the exclusion applies 'in later life' following youth behavior.	5	Male sex/gender is a biologically fixed attribute.	0	Refers to active Athenian disenfranchisement laws.	5	Verbatim cites the 'commands' of the lawgiver as structural fact.	0	Male sex is not defined by lack of prostitution.
tlg0026.tlg001.perseus-eng2::37	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Citizenship']	Protection from being hired as a prostitute	Athenians	Protection from being hired for prostitution	MORE	['Thereupon will not the man be stoned who has hired an Athenian contrary to the laws, and will he not leave the court-room not only sentenced to pay his fine, but also convicted of wanton outrage?']	The text indicates that the law prohibited the hiring of an Athenian citizen for prostitution (hubris/wanton outrage), providing legal and physical protection to the citizen body from being commercialized in this manner.	1	1	9.0	5	Protection from physical commercialization and 'stoning' penalty for violators.	4	Legal protection from a category of exploitation.	5	Protection based on life-long citizenship status.	4	Athenian citizenship is a structural birth-status.	0	Discussing current Athenian laws regarding hubris and hire.	4	Described as a legal reality ('contrary to the laws') with interpretation.	0	Citizenship is not defined by ineligibility for prostitution.
tlg0026.tlg001.perseus-eng2::38	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Age', 'Freedom']	Archon protection of orphans	Orphans	Administrative protection of estate and person	MORE	['he cited the laws that command the archon to protect orphans, when he himself had violated the laws that enjoin chastity.']	The text refers to a established legal duty where the Archon Eponymus was mandated by law to provide oversight and protection for fatherless children (orphans) and their estates.	1	1	10.0	5	Administrative oversight of physical estates (property) and the child's person.	3	Specific legal protection for a vulnerable life-stage group.	3	Limited to the duration of minority (childhood until majority).	5	Orphanhood is a factual status based on death of parents.	0	Refers to the standard duties of the Athenian Archon.	5	Refers to the 'laws that command the archon' as settled fact.	0	Orphanhood is defined by parent death, not by archon oversight.
tlg0026.tlg001.perseus-eng2::39	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Gender', 'Citizenship']	Prostitute exclusion from public spaces	Men	Right to enter the market-place and wear garlands	LESS	['For who will not say, And then do you thrust yourself into the market-place, do you put on a garland, do you attempt to do anything else that the rest of us do? His contract, you see, is of no use to him.']	Aeschines describes the social and legal exclusions faced by those who have prostituted themselves; they are barred from the agora (market-place) and from symbolic honors like wearing garlands, which were restricted to citizens in good standing.	1	1	9.0	3	Access to public physical spaces (agora) and symbolic dress (garlands).	3	Scope is limited to specific spaces and ceremonial protocols.	5	This social exclusion for 'prostitutes' was generally permanent.	5	Male sex is fixed; the rule targets male citizens.	0	Active civic practice described by the author.	4	Fact reported with a rhetorical question framing.	0	Male identity does not define access to garlands.
tlg0026.tlg001.perseus-eng2::40	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Occupation', 'Age']	Elders as advisors following sobriety	Nobles	Eligibility for the archonship	MORE	['a man came forward from the Council of Elders—a body of men whom they reverence and fear, whose age gives its name to that office which they consider the highest, and whom they appoint from among those who have been men of sobriety from boyhood to old age—one of these, it is said, came forward and vehemently rebuked the Lacedaemonians']	The text describes the Spartan (Lacedaemonian) Council of Elders as an elite body of men over sixty who have maintained a sober life. This council holds the 'highest' office and functions as authoritative advisors to the assembly, representing a high-level political resource based on age and lineage/nobility.	0	1	9.0	4	High-level political office (Council of Elders) with decision power.	4	Eligibility for a primary governing body in Sparta.	5	Gerousia membership was for life once appointed.	5	Nobility (lineage) and age (over 60) are immutable/fixed.	0	Describes the existing Gerousia of the Spartan state.	5	Describes the institution and its requirements as structural fact.	0	Nobility is defined by birth, not by council seat.
tlg0026.tlg001.perseus-eng2::41	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Gender']	Adulteress exclusion from public ritual	Women	Right to attend public sacrifices	LESS	['For the woman who is taken in the act of adultery he does not allow to adorn herself, nor even to attend the public sacrifices, lest by mingling with innocent women she corrupt them. But if she does attend, or does adorn herself, he commands that any man who meets her shall tear off her garments, strip her of her ornaments, and beat her (only he may not kill or maim her)']	Aeschines cites a law of Solon that explicitly removes the right of women convicted of adultery to participate in religious sacrifices or wear ornaments, and subjects them to physical violence if they do.	1	1	10.0	3	Access to public religious events and physical garments (ornaments).	3	Limited to specific ritual and sartorial contexts.	5	Adultery led to permanent loss of these social rights.	5	Female sex is biologically fixed.	0	Contemporary Solonian law still described as in force.	5	Details specific legal 'commands' for stripping and beating.	0	Being female does not inherently imply exclusion from sacrifices.
tlg0026.tlg001.perseus-eng2::42	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Occupation']	Death penalty for procurers	Occupation	Protection from capital punishment	LESS	['and he commands that procurers, men and women, be indicted, and if they are convicted, be punished with death, because to people who lust after sin but hesitate and are ashamed to meet one another, the procurers offer their own shamelessness for pay']	The text identifies procurers (pimps) as a distinct professional/behavioral group subject to the death penalty under Solonian law. While 'procurer' is an occupation, the law targets the role specifically as a category of persons.	1	1	9.0	5	Death penalty is the ultimate physical deprivation (bodily integrity).	3	Specific to a particular occupational/moral crime.	5	Death is a permanent, terminal outcome.	3	Occupation of procurer is a chosen behavioral role.	0	Cites penalties under current Athenian law.	5	Verbatim cites the law's 'command' for punishment.	0	The definition of pimping does not include the death penalty.
tlg0026.tlg001.perseus-eng2::43	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Lineage']	Inheritance loss for spendthrifts	The rich	Right to retain property	LESS	['And tell those who have eaten up their patrimony to go to work, and find some new way to get their living. ... firstly, men who have squandered their patrimony by the extravagance of their daily life']	Aeschines identifies a specific group: those who have squandered their inherited estate (patrimony). Under Athenian logic, this loss of resource (wealth/property) and the failure to preserve lineage assets resulted in a loss of social standing and political credibility.	1	1	8.0	5	Loss of patrimony (inherited property) is a major material loss.	5	Wealth/property is a foundational societal axis.	5	Spent inheritance cannot be recovered; loss of status is long-term.	4	The 'rich' here is based on lineage (patrimony), a structural status.	0	Contemporary Athenian social and legal practice.	4	Reported fact woven into an argument about character.	0	Wealth is not defined by its own squandering.
tlg0026.tlg001.perseus-eng2::44	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	Late Classical (354–165 BCE)	['Religion', 'Freedom']	Prostitute exclusion from priesthoods	Men	Eligibility for the archonship	LESS	['And it seems that a man who is not to be permitted to be a candidate for election by lot for the priesthood of any god, as being impure of body as that is defined by the laws, this same man is to write in our decrees prayers to the August Goddesses in behalf of the state.']	The passage confirms that men who have prostituted themselves (defined here as being 'impure of body') are legally barred from holding priesthoods, which were high-status religious and civic offices.	1	1	10.0	4	Priesthood was a significant public office with perquisites.	3	Restricted to the sphere of religious office-holding.	5	Impurity of body led to permanent ineligibility for election.	5	Male sex is fixed; rule targets specified behavior within that sex.	0	Describes active Athenian laws on priestly eligibility.	5	Verbatim clarifies the legal definition of 'impure of body'.	0	Male sex is not defined by priestly eligibility.
tlg0026.tlg003.perseus-eng2::0	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Age']	Eldest citizen platform priority	Elderly citizens	Priority in public speaking	MORE	['for then it would be permitted to the oldest citizen, as the law prescribes, to come forward to the platform first, with dignity, and, uninterrupted by shouting and tumult, out of his experience to advise for the good of the state']	Aeschines cites a law enacted by Solon that established a specific order of speech in the assembly based on age, giving seniority to the oldest citizens.	1	1	10.0	3	Priority in procedural social role (priority speaker).	2	Scope is limited to the procedural order of assembly sessions.	3	Held throughout the elder life-stage (50+).	5	Age (elderly) is a biologically fixed status at a given time.	0	Author refers to a law prescribed by Solon recently in use.	5	Factual description of the order 'as the law prescribes'.	0	Elderly age does not define speaking order.
tlg0026.tlg003.perseus-eng2::1	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Age']	Speaker priority for men over fifty	Men above fifty years of age	Priority in public speaking	MORE	['The result of all this is that we have ceased to hear that wisest and most judicious of all the proclamations to which the city was once accustomed, Who of the men above fifty years of age wishes to address the people, and then who of the other Athenians in turn.']	The text describes a specific herald's proclamation used in the assembly that officially prioritized citizens over the age of fifty to speak before younger citizens.	1	1	10.0	3	Procedural priority in political participation.	2	Narrowly scoped to a herald's proclamation in the assembly.	3	Fixed to a specific life stage (ages 50+).	5	Age is an immutable chronological status.	0	Author reflects on recently active assembly proclamations.	5	Refers to a standard 'judicious' proclamation once customary.	0	Age over 50 is not defined by speaking order.
tlg0026.tlg003.perseus-eng2::2	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation']	Mandatory audit for public officers	Public officers	Exemption from legal audit	LESS	['In this city, so ancient and so great, no man is free from the audit who has held any public trust. . . and to submit their accounts before the clerk and board of auditors, precisely as other officers are required to do.']	The text establishes a fundamental legal requirement in Athens that any individual holding a public trust or office must undergo an official accounting (audit) of their actions and finances.	1	1	10.0	4	Legal audit impacts the magistrate’s financial and legal standing.	3	Recurring procedure for all who hold public trust.	2	Bounded to the end of a specific term of office.	2	Public officer is a role-bound episodic status.	0	Describes the central Athenian institution of euthynai.	5	Verbatim states the rule for all officers as a legal absolute.	0	Holding office is not defined by being audited.
tlg0026.tlg003.perseus-eng2::3	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation']	Mandatory audit for priests and priestesses	Priests and priestesses	Exemption from legal audit	LESS	['For example, the law directs that priests and priestesses be subject to audit, all collectively, and each severally and individually—persons who receive perquisites only, and whose occupation is to pray to heaven for you']	Religious officials are explicitly included in the general rule of accounting for public trust, despite the nature of their work being distinct from civil magistrates.	1	1	10.0	4	Legal audit involves financial accounting and perquisites.	3	A recurring procedural check on religious officials.	2	Bounded to the specific tenure of the priesthood.	4	Priesthood is a structural or hereditary status.	0	Describes active Athenian law for religious staff.	5	Verbatim cites that 'the law directs' them to be audited.	0	Being a priest/priestess is not defined by audits.
tlg0026.tlg003.perseus-eng2::4	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation', 'Wealth / Properties']	Audit of trierarchs	Trierarchs	Exemption from legal audit	LESS	['Again, the law directs that the trierarchs be subject to audit, though they have had no public funds in their hands... but men who are acknowledged by all to have spent their family fortunes in their ambition to serve you.']	Even citizens who spent their own money on the state (trierarchs) were legally required to pass an audit, preventing even the wealthiest contributors from escaping oversight.	1	1	10.0	4	The audit targets family fortunes and potential financial penalties.	2	Narrowly scoped to the特定 litury of the trierarchy.	2	Limited to the period of the trierarchy service.	3	Trierarchs are a wealth-based episodic role.	0	Discusses active financial oversight of liturgies.	5	States 'the law directs' as an observed legal fact.	0	Trierarchy is defined by ship-funding, not audit status.
tlg0026.tlg003.perseus-eng2::5	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation']	Prohibition of crowning before audit	Public officers	Eligibility for honorary crown	LESS	['Now some statesman who had observed this situation caused a law to be passed—and a most excellent law it is—which expressly forbids crowning men before they have passed their final accounting.']	This is the central rule in Aeschines' argument; the law strictly prohibits the state from conferring an honorary crown upon an official until they have finished their term and cleared their financial audit.	1	1	10.0	3	A symbolic crown with material social and political prestige.	2	Restricted to a single type of honorary procedure.	2	Relevant only until the audit is passed.	2	Office-holding is a temporary role.	0	Central legal point of the Ctesiphon trial.	5	Cites an 'express prohibition' in a statute.	0	Public office is not defined by lack of crowns.
tlg0026.tlg003.perseus-eng2::6	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation']	Travel restrictions on unaudited officers	Public officers	Right to leave the country	LESS	['And so deep is his distrust of those who are subject to audit, that he says at the very beginning of the laws, The officer who has not yet submitted his accounts shall not leave the country']	Officials who had not yet completed their accounts were legally barred from traveling abroad to prevent them from fleeing with public funds.	1	1	9.0	5	Restricts freedom of movement (leaving the country).	4	Freedom of movement is a foundational societal right.	2	Restriction lasts only until accounts are submitted.	2	Office-holding is a temporary role.	0	Cites a statute active in the Athenian legal corpus.	5	Direct citation of the law's preamble ('beginning of the laws').	0	Public office is not defined by travel bans.
tlg0026.tlg003.perseus-eng2::7	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Occupation']	Unaudited officer property restrictions	Public officers	Right to dispose of property	LESS	['Furthermore, the man who is subject to audit is not allowed to consecrate his property, or to make a votive offering, or to receive adoption, or to dispose of his property by will and he is under many other prohibitions.']	The law placed an attachment on the private property of officials pending their audit, preventing them from transferring assets to avoid potential fines.	1	1	10.0	5	Direct restriction on property disposal, wills, and adoption.	4	Covers property and family (succession) rights generally.	2	Until the audit is completed.	2	Temporary political role.	0	Cites active Athenian civil law.	5	Lists specific legal prohibitions as factual mandates.	0	Public office is not defined by property freezes.
tlg0026.tlg003.perseus-eng2::8	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Citizenship']	Proclamation of public crowns locale	Citizens	Right to theater proclamation	LESS	['For the law expressly commands that if the Senate confer a crown, the crown shall be proclaimed in the senate-house, and if the people confer it, in the assembly, and nowhere else.']	The law limited where honors given by the Athenian state could be publicized, specifically excluding the theater for internal citizen honors.	1	1	10.0	2	Location of a symbolic/verbal proclamation.	2	Highly specific procedural protocol for a ritual honor.	1	A momentary verbal act during a specific event.	4	Athenian citizenship is a structural birth-status.	0	Cites an active statute regarding the Dionysia and honors.	5	Cites 'the law expressly commands' the location.	0	Citizenship is not defined by where one's crown is announced.
tlg0026.tlg003.perseus-eng2::9	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	Late Classical (354–165 BCE)	['Freedom']	Prohibition of theater manumission	Slaves	Public manumission in the theater	LESS	['He expressly forbids the manumission of a slave in the theater... and the herald who disobeys shall lose his civic rights.']	To prevent disruption of the dramatic festivals and unauthorized displays of wealth or status, the law barred the practice of freeing slaves during the theatrical performances.	1	1	9.0	4	Legal manumission has a direct material effect on status and economic freedom.	4	Manumission is a broad category of legal transition from property to personhood.	5	Manumission is a lifelong structural change in status.	4	Slave status is a structural legal birth-status, very hard to change without manumission.	0	Aeschines refers to a statute in force in contemporary Athens.	5	Cites an express legal prohibition ('He expressly forbids...') as a factual datum.	0	The prohibition of theater-specific manumission is not inherent to the definition of a slave.
