file_id	author	title	pages	author_impact_date	group	group_category	resource	resource_category	rule_category	direction	rule_name	confidence	specificity
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Children	Age	Right to remain in the family home	Freedom	Restriction of personal freedom	LESS	Paternal power of exile	9	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Kings	Lineage	Right to collective military defense	Military	Access to military protection	MORE	Mutual defense oath obligation	9	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Kings	Lineage	Freedom from compulsory military service	Freedom	Restriction of personal freedom	LESS	Draft evasion penalty	9	7
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Noble commanders	Lineage	Protection from summary execution	Body integrity	Denial of judicial protection	LESS	Treason adjudication by allies	8	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Daughters of leaders	Gender	Protection from ritual execution	Body integrity	Denial of bodily integrity	LESS	Female sacrificial liability	10	9
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Free women	Gender	Protection from summary execution	Body integrity	Punishment for false testimony	LESS	Adultery false accusation penalty	9	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Envoys	Occupation	Protection from physical harm	Body integrity	Denial of diplomatic immunity	LESS	Invalidity of foreign envoys	7	6
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Noble youths	Age	Right to hold high military command	Political power	Access to high office	MORE	Youth military command eligibility	9	7
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Sick or injured soldiers	Health	Right to remain with the community	Freedom	Restriction of personal freedom	LESS	Sick person abandonment	10	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Priests	Occupation	Right to daughter's presence and protection from seizure	Family integrity	Protection of religious figures	MORE	Sacrosanctity of the priest	8	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Nobles	Lineage	Right to ransom and bury fallen kin	Legal standing	Access to funerary rites	MORE	Body ransom right	9	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Suicides	Health	Right to cremation	Religious access	Regulation of funerary rites	LESS	Burial method restriction	10	9
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Soldiers	Occupation	Right to compete for valorous rewards	Economic privileges	Reward for military merit	MORE	Military prize distribution	9	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Defeated combatants	Occupation	Protection from execution at altars	Body integrity	Access to religious asylum	MORE	Sanctuary protection	9	3
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Women	Gender	Freedom from forced concubinage	Marriage and family	Denial of personal freedom	LESS	Female captive allocation	10	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Foreigners	Origin	Protection from execution during conquest	Body integrity	Access to judicial protection	MORE	Recognition of diplomatic immunity	7	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Citizens	Citizenship	Protection from immediate execution	Body integrity	Access to judicial protection	MORE	Religious sanctuary from execution	9	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Military leaders	Occupation	Right to receive human spoils	Property and inheritance	Grant of economic privilege	MORE	Division of captive spoils	9	3
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Women	Gender	Freedom from enslavement during war	Freedom	Restriction of personal freedom	LESS	Female captive enslavement	10	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Children	Age	Protection from execution following conquest	Body integrity	Denial of life protection	LESS	Enemy child execution	8	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Legal fugitives	Legal standing	Protection from immediate execution	Body integrity	Access to judicial protection	MORE	Asylum in sacred spaces	8	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Maidens	Gender	Freedom of movement and bodily autonomy	Freedom	Obligation of public duty	LESS	Locrian maiden tribute	10	9
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Defendants	Legal standing	Right to acquittal in tied verdicts	Legal standing	Access to judicial protection	MORE	Equal vote acquittal	9	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Foreigners	Origin	Protection from arbitrary execution	Body integrity	Restriction of personal freedom	LESS	Foreigner execution practice	9	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Royal sons-in-law	Lineage	Right to inherit kingdom through marriage	Property and inheritance	Access to political succession	MORE	Dotal kingdom succession	7	9
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Wives	Gender	Right to sexual autonomy	Marriage and family	Restriction of personal freedom	LESS	Marital fidelity obligation	9	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Maidens	Gender, Age	Freedom of movement and personal appearance	Freedom	Obligation of public duty	LESS	Maiden suppliant service	10	6
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Maidens	Gender, Age	Protection from summary execution	Body integrity	Denial of personal safety	LESS	Vulnerability to sword	9	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Citizens	Citizenship	Right to trial by the Areopagus	Legal standing	Access to judicial protection	MORE	Trial by jury	8	3
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Foreigners	Origin	Protection from ritual execution	Body integrity	Denial of personal safety	LESS	Stranger sacrifice custom	10	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Daughters	Gender, Age	Right to receive dowry upon marriage	Property and inheritance	Grant of economic privilege	MORE	Female dowry right	8	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Priests	Occupation	Protection from execution and pillage	Body integrity	Protection from bodily harm	MORE	Priestly immunity from pillage	9	8
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Kinsfolk of the slain	Lineage	Right to submit grievances to royal judgment	Legal standing	Access to judicial protection	MORE	Judicial arbitration of exile	8	5
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Female servants	Gender, Freedom status	Protection from summary execution	Body integrity	Exclusion from life protection	LESS	Handmaid execution for bed-service	9	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Queens	Lineage	Right to grant kingdom through marriage	Political power	Access to political succession	MORE	Royal marriage succession	8	9
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Widows	Gender, Age	Right to remain unmarried	Marriage and family	Marriage restriction	LESS	Widow remarriage compulsion	7	3
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Foreigners	Citizenship	Right to entertainment and gifts	Economic privileges	Access to public resources	MORE	Royal hospitality obligations	9	4
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Divine enemies	Origin	Right to sanctuary and aid	Legal standing	Denial of protection	LESS	God-opposed hospitality exclusion	8	2
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Female slaves	Freedom status	Protection from summary execution	Body integrity	Denial of body integrity	LESS	Servile execution for infidelity	10	3
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Killers	Legal status	Right to third-party judgment	Legal standing	Access to judicial protection	MORE	Blood guilt arbitration	8	6
tlg0548.tlg002.perseus-eng2	Apollodorus	Epitome	205	-165	Queens	Gender	Right to exercise sovereign power	Political power	Access to political power	MORE	Female succession/regency	7	8
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Convicted murderers	Legal status	Freedom of movement to sacred and civic sites	Citizenship	Restriction of personal freedom	LESS	Post-conviction civic exclusion	10	8
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Homicide suspects	Legal status	Right to enter sacred spaces	Religious access	Protection from ritual pollution	LESS	Homicide suspect self-exclusion	9	7
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Homicide defendants	Legal status	Protection from unsworn accusations	Legal standing	Access to judicial protection	MORE	Prosecutorial oath requirement	10	8
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Slaves	Freedom status	Right to testify without torture	Legal standing	Legal standing restriction	LESS	Slave admissibility under torture	10	3
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Choregi	Wealth	Right to recruit labor for festivals	Political power	Grant of economic privilege	MORE	Liturgical recruitment authority	9	9
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Slaves	Freedom status	Right to testify without torture	Legal standing	Legal standing	LESS	Slave testimony under torture	10	2
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Accused murderers	Legal standing	Right to access public and sacred spaces	Freedom	Restriction of personal freedom	LESS	Murder charge disability	10	4
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Magistrates	Occupation	Right to hand over pending cases to successor	Legal standing	Legal procedure	LESS	Prosecutorial time limits	9	9
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Accused murderers	Legal standing	Right to participate in sacrifices and enter temples	Religious access	Religious access	LESS	Religious exclusion for accused	9	4
tlg0028.tlg006.perseus-eng2	Antiphon	On the Choreutes	24	-500	Accused murderers	Legal standing	Right to serve in the Council	Political power	Political power	LESS	Council membership suspension	10	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Lay Christians	Occupation	Right to act independently of clergy	Legal standing	Access to religious assembly	LESS	Ecclesiastical subjection to bishops	10	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Schismatics	Occupation	Access to the Eucharist	Religious access	Exclusion from religious access	LESS	Sanctuary-based ritual access	9	6
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Heretics	Origin	Right to assembly and speech	Legal standing	Denial of social/legal participation	LESS	Heretic exclusion from fellowship	8	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Adulterers	Lineage	Right to inherit the kingdom	Religious access	Denial of religious succession	LESS	Exclusion for domestic corruption	7	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to absolute command in assembly	Political power	Access to political power	MORE	Clerical authority over assembly	10	9
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laity	Religion	Right to autonomous action	Political power	Subjection to religious authority	LESS	Ecclesiastical subjection to bishops	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Schismatics	Religion	Right to participate in the Eucharist	Religious access	Exclusion from religious rituals	LESS	Sacramental exclusion	9	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Heretics	Religion	Right to be heard in assembly	Legal standing	Denial of social hearing	LESS	Instructional exclusion of heretics	9	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Religion	Right to seek legal or physical redress	Body integrity	Restriction of self-defense	LESS	Non-retaliation for Christians	8	2
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Adulterers	Lineage	Protection from execution	Body integrity	Protection from bodily harm	LESS	Adulterer capital punishment	9	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to command obedience	Political power	Grant of political power	MORE	Ecclesiastical obedience	10	6
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Origin	Right to attend common meetings	Religious access	Access to religious assembly	MORE	Common meeting participation	9	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to exercise authority regardless of youth	Political power	Access to political power	MORE	Clerical age-parity exemption	10	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Origin	Right to hold valid meetings	Political power	Exclusion from political speech	LESS	Valid assembly meeting compliance	9	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Deacons	Occupation	Right to independent action	Political power	Obligation of public duty	LESS	Ecclesiastical subjection	9	9
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laity	Occupation	Right to private religious or civic initiative	Legal standing	Restriction of personal freedom	LESS	Monopolization of communal action	8	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Lay Christians	Occupation	Right to act without clerical oversight	Legal standing	Exclusion from autonomous action	LESS	Clergy authorization of actions	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Origin	Right to observe Jewish customs	Religious access	Denial of religious practice	LESS	Prohibition of Jewish practices	9	2
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Lay Christians	Occupation	Right to personal autonomy	Political power	Obligation of communal subjection	LESS	Subjection to the Bishop	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Prisoners	Freedom status	Equality of social standing with the free	Legal standing	Restriction of social standing	LESS	Prisoner status legal distinction	8	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Lay Christians	Occupation	Right to act independently of clergy	Legal standing	Exclusion from institutional autonomy	LESS	Clerical monopoly on action	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Right to issue formal commands	Legal standing	Restriction of authority	LESS	Convict legal incapacity	9	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Deacons	Occupation	Right to abstain from menial service	Economic privileges	Occupational privilege	MORE	Deacon exemption from labor	9	9
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Presbyters	Occupation	Requirement to support the bishop	Economic privileges	Obligation of rank	LESS	Presbyterial duty of care	8	9
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to material and spiritual refreshment	Economic privileges	Access to communal support	MORE	Clergy honor and care	9	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laity	Occupation	Right to autonomous communal governance	Political power	Political power	LESS	Ecclesiastical submission	10	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Right to communal intercession	Legal standing	Legal standing	LESS	Judicial defense for prisoners	8	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Right to legal personhood and freedom	Freedom	Restriction of personal freedom	LESS	Slave status of convicts	9	9
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Clergy	Occupation	Right to hospitality and refreshment	Economic privileges	Grant of economic privilege	MORE	Provision for traveling clergy	8	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Protection from corporal punishment	Body integrity	Exposure to bodily harm	LESS	Judicial torture of convicts	10	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Freedom of movement	Freedom	Restriction of personal freedom	LESS	Military prisoner transport	9	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Convicts	Freedom status	Protection from execution by beasts	Body integrity	Denial of life and safety	LESS	Execution by wild beasts	10	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Origin	Community safety and social acceptance	Legal standing	Social and legal marginalization	LESS	Christian sect hatred	8	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laypersons	Occupation	Right to perform the Eucharist independently	Religious access	Religious administrative monopoly	LESS	Clergy exclusive liturgical authority	9	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Uncircumcised persons	Origin	Right to teach Jewish doctrine in church	Political power	Restriction of religious speech	LESS	Judaizing teaching prohibition	8	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Makers of schism	Occupation	Right to communal membership and spiritual inheritance	Citizenship	Denial of communal standing	LESS	Schismatic legal exclusion	9	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laypersons	Occupation	Right to act without clerical oversight	Political power	Exclusion from autonomous action	LESS	Episcopal administrative veto	10	2
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Deacons	Occupation	Right to act as international ambassador	Political power	Access to political office	MORE	Deacon diplomatic appointment	9	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to authorize community actions	Political power	Ecclesiastical governance	MORE	Clerical jurisdictional authority	10	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Exiles	Citizenship	Right to reinstatement through episcopal council	Legal standing	Access to judicial protection	MORE	Episcopal council reconciliation	9	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Deacons	Occupation	Right to act as official diplomatic ambassador	Political power	Grant of economic privilege	MORE	Deacon diplomatic appointment	9	6
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Presbyters	Occupation	Right to diplomatic representation	Political power	Political power	MORE	Presbyter representative authority	9	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Laity	Occupation	Right to perform valid sacraments independently	Religious access	Restriction of religious access	LESS	Clergy-mediated ritual validity	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Heretics	Origin	Right to social reception and meeting	Freedom	Exclusion from social contact	LESS	Docetic exclusion from community	9	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Maidens	Age	Access to the social status of 'Widow'	Citizenship	Access to social classification	MORE	Widow status for maidens	8	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Church Officers	Occupation	Exemption of office from personal status exaltation	Political power	Access to political standing	LESS	Clerical immunity from arrogance	7	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Congregants	Citizenship	Right to perform valid sacraments independently	Religious access	Access to religious rituals	LESS	Clerical authorization for sacraments	10	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Congregants	Citizenship	Right to autonomous religious action	Political power	Political power	LESS	Ecclesiastical subjection	9	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Office holders	Occupation	Power to derive status from office alone	Political power	Grant of economic privilege	LESS	Hierarchical precedence of faith	8	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Maidens	Gender	Right to the status and support of widows	Marriage and family	Social stratification	MORE	Widow social status recognition	9	7
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Widows and orphans	Age, Gender	Access to communal care and resources	Economic privileges	Access to public resources	MORE	Provision for the vulnerable	9	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Widows	Gender	Right to communal protection and care	Legal standing	Access to judicial protection	MORE	Widow protection mandate	10	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Slaves	Freedom status	Right to communal manumission funding	Economic privileges	Restriction of economic privilege	LESS	Church-funded slave manumission restriction	9	3
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Men and women	Gender	Right to marry without institutional oversight	Marriage and family	Marriage restriction	LESS	Marital consent requirement	10	2
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Men	Gender	Right to private religious practice	Legal standing	Restriction of personal autonomy	LESS	Clerical oversight of continence	8	5
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Members of the church	Citizenship	Right to act independently of a guardian	Legal standing	Access to judicial protection	LESS	Subjection to church hierarchy	9	2
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Bishops	Occupation	Right to appoint official couriers	Political power	Political power in church	MORE	Clerical messenger appointment	9	8
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Christians	Origin	Freedom of self-determination	Freedom	Restriction of personal freedom	LESS	Christian internal autonomy restriction	8	4
tlg1443.tlg001.perseus-eng1	Ignatius of Antioch	Epistles	49	70	Widows	Gender	Right to head a household	Property and inheritance	Grant of economic privilege	MORE	Female household management	6	7
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Kings	Lineage	Sovereign power over the community	Political power	Access to political power	MORE	Royal political supremacy	10	8
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Kings	Lineage	Right to administer law	Legal standing	Access to judicial protection	MORE	Judicial authority of the scepter	10	9
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Victors	Occupation	Lifelong peace and material well-being	Economic privileges	Grant of economic privilege	MORE	Olympic victory reward	8	9
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Aetolians	Origin	Right to judge Greek contests	Legal standing	Access to legal standing	MORE	Aetolian judicial oversight	9	7
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Men	Gender	Right to compete in the Olympic contest of excellence	Citizenship	Age-based political exclusion	MORE	Olympic physical eligibility	9	2
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Legitimate descendants	Lineage	Right to retain and inherit ancestral land	Property and inheritance	Access to property rights	MORE	Inheritance of ancestral land	8	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Athletic competitors	Occupation	Retention of private wealth	Property and inheritance	Obligation of public duty	LESS	Athlete property consumption	9	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Descendants of Iamus	Lineage	Right to hold prophetic office	Religious access	Access to religious office	MORE	Prophetic lineage succession	10	8
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Unwed mothers	Gender	Right to raise child in household	Marriage and family	Restriction of parental rights	LESS	Illegitimate child abandonment	8	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Olympic victors	Occupation	Right to public heraldic proclamation	Legal standing	Access to public recognition	MORE	Victor's right to proclamation	9	3
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Descendants of Cylleneans	Lineage	Preference in divine favor through ancestral piety	Religious access	Access to divine favor	MORE	Maternal lineage ritual influence	7	7
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Free Greeks	Origin	Right to participate in pan-Hellenic contests	Political power	Access to athletic competition	MORE	Sacred game eligibility	9	3
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Foreigners	Citizenship	Right to impartial judgment and hospitality	Legal standing	Access to judicial protection	MORE	Proxenian judicial protection	9	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Legitimate sons	Lineage	Right to inherit ancestral land and status	Property and inheritance	Access to political succession	MORE	Paternal lineage inheritance	10	2
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Bastards	Lineage	Right to peaceful integration and inheritance	Legal standing	Denial of property rights	LESS	Bastard status exclusion	8	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Youths	Age	Right to compete in age-matched contests	Economic privileges	Access to athletic competition	MORE	Age-based competition categories	9	3
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Youths	Age	Right to compete in age-appropriate categories	Legal standing	Athletic exclusion	LESS	Age-based competition restriction	10	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Dying men without heirs	Wealth	Right to keep property within the family line	Property and inheritance	Denial of property rights	LESS	Inheritance to strangers	9	3
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Exiles	Citizenship	Right to civic recognition in one's fatherland	Citizenship	Restriction of personal freedom	LESS	Exile-based loss of fame	8	5
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Foreigners	Citizenship	Right to hold land in a foreign city	Property and inheritance	Access to land	MORE	Non-citizen residency	8	6
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Citizens	Citizens	Protection from civil disorder and injustice	Legal standing	Access to judicial protection	MORE	Citizen protection from injustice	9	2
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Strangers	Foreigners	Right to hospitality and safety	Legal standing	Access to social protection	MORE	Hospitality for foreigners	9	3
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Women	Gender	Right to choose spouse	Marriage and family	Marriage restriction by gender	LESS	Female marital self-determination	8	4
tlg0033.tlg001.perseus-eng2	Pindar	Olympian Odes	40	-481	Youths	Age	Right to public honors and victory crowns	Political power	Age-based military reward	MORE	Youth athletic recognition	10	5
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	Men	Gender	Right to grow facial hair	Body integrity	Gender-based grooming standards	MORE	Male beard maintenance	10	3
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	The wealthy	Wealth	Right to use humans as beasts of burden	Economic privileges	Grant of economic privilege	MORE	Human-powered transport	9	4
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	Children	Age	Access to material support	Economic privileges	Age-based social dependency	MORE	Need-based resource hierarchy	9	2
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	Women	Gender	Access to material support	Economic privileges	Gender-based social dependency	MORE	Gender-based resource hierarchy	9	2
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	Performers	Occupation	Right to distinct professional dress	Economic privileges	Occupational dress rights	MORE	Status-based uniform recognition	10	5
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	The poor	Wealth	Right to daily bread	Economic privileges	Denial of social status	LESS	Poor lifestyle equivalence	8	3
tlg0061.tlg006.perseus-eng1	Pseudo-Lucian	The Cynic	11	150	Paupers	Wealth	Association with divine likeness	Religious access	Access to religious prestige	MORE	Godlike aesthetic exemption	7	3
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	State debtors	Wealth	Right to prosecute cases in court	Legal standing	Restriction of legal standing	LESS	State debtor litigation ban	10	4
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	State debtors	Wealth	Right to speak and propose measures in the Assembly	Political power	Exclusion from political speech	LESS	State debtor speech ban	10	4
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	Candidates for office	Occupation	Right to hold public office	Political power	Access to political office	LESS	Public office qualification check	9	5
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	Bribe-takers	Wealth	Right to make speeches or proposals in the Assembly	Political power	Exclusion from political speech	LESS	Bribery disenfranchisement	8	3
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	Foreigners	Origin	Right of descendants to retain citizenship	Citizenship	Marriage restriction by origin	LESS	Foreigner marriage/descent exclusion	9	7
tlg0029.tlg005.perseus-eng2	Dinarchus	Against Aristogiton	11	-324	Prisoners	Freedom status	Right to communal meals and religious participation	Religious access	Restriction of social rights	LESS	Prisoner social isolation	7	8
tlg0057.tlg010.perseus-eng2	Galen	On the Natural Faculties.	195	164	Slaves	Freedom status	Right to intellectual labor	Economic privileges	Social stratification	LESS	Slave service restriction	8	4
