rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0027.tlg001.perseus-eng2::33	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Lineage']	Ancestral merit as legal defense	Nobility	Protection from capital punishment	MORE	['Now since Athens as a city was spared because of the brave exploits of your forefathers, I likewise claim to be spared because of the brave deeds of mine; for my own forefathers themselves played no small part in those very exploits to which Athens owed her salvation, and I therefore have the right to expect from you the mercy shown to you yourselves by the Greeks.']	Andocides argues that his lineage provides him a specific right to legal mercy ('mercy shown to you') and protection from execution, based on the historical services rendered to the state by his ancestors. This reflects a norm where the merit of a noble family (lineage) functions as a resource for descendants during legal trials.	1	0	8.0	5	Protection from capital punishment is a direct bodily material resource.	3	Concerns specific outcomes in a criminal trial.	2	Applies to the single episode of a jury's verdict in a trial.	5	Nobility/ancestry is strictly immutable birth-fixed status.	0	The plea is made to a contemporary Athenian jury in his trial.	2	A rhetorical claim and 'right' asserted as a plea for mercy, not a statute.	0	Nobility does not linguistically entail being pardoned for crimes.
tlg0027.tlg001.perseus-eng2::34	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Naturalization of foreign allies	Foreigners	Right to exercise civic rights	MORE	['When you are ready to extend civic rights to Thessalians and Andrians on the ground that men are scarce, you cannot but refuse to put acknowledged citizens to death, men who should serve you well, and who will have the opportunity of doing so,if they are willing.']	The text references a contemporary practice or decree where Athens, facing a shortage of men, extends citizenship and its associated rights to specific foreign groups (Thessalians and Andrians) to bolster the city's strength.	1	1	9.0	4	Citizenship grants material rights like property ownership and voting.	5	Foundational change in legal personhood across all societal domains.	5	Naturalization is a lifelong structural status change.	4	Refers to ethnic groups (Thessalians/Andrians) undergoing legal change.	0	Describes contemporary wartime measures taken by the Athenian state.	4	Reports a current policy shift used as a benchmark for his argument.	0	Being a foreigner from Thessaly does not mean being an Athenian citizen.
tlg0027.tlg001.perseus-eng2::35	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Citizen protection from execution	Citizens	Protection from capital punishment	MORE	['When you are ready to extend civic rights to Thessalians and Andrians on the ground that men are scarce, you cannot but refuse to put acknowledged citizens to death, men who should serve you well, and who will have the opportunity of doing so,if they are willing.']	The author highlights a norm or expectation that 'acknowledged citizens' should be preserved rather than put to death, especially when the city is in need of manpower. This points to a right to life or state preservation for the in-group of formal citizens.	1	0	8.0	5	Protection from execution is a core bodily entitlement and physical protection.	5	Right to life/bodily integrity is a foundational societal axis.	5	Protection from capital punishment is a lifelong structural status for citizens.	4	Citizenship is a legal birth-status, very hard to change or acquire.	0	Andocides describes contemporary Athenian legal norms during his trial.	4	Reported as an established expectation, though framed for persuasion.	0	Being a citizen does not inherently define one as immune to execution.
tlg0028.tlg005.perseus-eng2::0	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Citizenship']	Metic exclusion from the Agora	Metics	Access to the Agora during murder trials	LESS	['In my case the prosecution have first of all caused the trial to be held in the one place from which those charged with murder are always debarred by proclamation, the Agora: and secondly, although it is laid down by law that a murderer shall pay with his life, they have entered a claim for damages—not as a kindness to me, but for their own benefit—and by so doing they have grudged the dead man his lawful due.']	The speaker (an alien/metic) notes that murder suspects are legally barred from the Agora. The text indicates that 'those charged with murder are always debarred by proclamation' from this location, which is a ritual and legal restriction based on the fear of pollution.	1	1	9.0	4	Exclusion from the Agora has direct legal and economic material effects.	2	Narrowly scoped to a specific location during a specific legal procedure.	2	The exclusion is bounded to the duration of the murder trial.	3	Group is defined here as individuals 'charged with murder', a legal role.	0	Antiphon describes the standing law governing Athenian murder trials.	5	States the law 'debarred by proclamation' as an absolute factual rule.	0	Being charged with murder does not definitionally include Agora exclusion.
tlg0028.tlg005.perseus-eng2::1	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Citizenship']	Foreigner right to leave before verdict	Non-citizens	Right of voluntary exile during trial	MORE	['Yet if I attached no importance to being debarred from Athens for the future, it was equally open to me either to disregard the summons to appear in court and so lose the case by default, or to avail myself of the right given to every one of leaving the country after making the first speech for the defense.']	The speaker references a general legal privilege in Athens where a defendant in a murder trial (historically extended to Greeks/aliens) had the right to go into voluntary exile after the first defense speech to avoid the death penalty.	1	1	10.0	5	Voluntary exile is a substitute for death, impacting physical freedom/life.	3	Specific right recurring in the context of capital trials.	2	Bounded to a single procedural moment during a trial.	2	Group is 'defendants in murder trials', an episodic legal role.	0	Describes a well-documented Athenian legal privilege of the time.	5	States the 'right given to every one' as a matter of fact.	0	Defendant status does not definitionally imply the right to flee.
tlg0028.tlg005.perseus-eng2::2	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Citizenship', 'Freedom']	Alien surety right to avoid imprisonment	Non-citizens	Protection from pretrial imprisonment through sureties	MORE	['Then again, gentlemen, my imprisonment was an act of illegality quite without parallel. I was ready to furnish the three sureties required by law; yet the prosecution took steps to ensure that I should be prevented from doing so. Hitherto no alien willing to furnish sureties has ever been imprisoned; and, moreover, the law concerned applies to the custodians of malefactors as it does to others.']	The text explicitly states a general rule: aliens who can provide three sureties are legally entitled to remain free pending trial rather than being imprisoned. The speaker claims his imprisonment was a specific violation of this general norm.	1	1	10.0	5	Avoiding pretrial imprisonment is a direct protection of physical freedom.	4	Broad legal protection from detention spanning many trial types.	2	Bounded to the period between indictment and verdict.	3	Metic/Alien status is a durable legal identity.	0	Cites a specific contemporary law ('the law concerned applies').	5	Asserts the law and universal practice ('no alien... has ever been').	0	Being an alien does not definitionally require providing sureties.
tlg0028.tlg005.perseus-eng2::3	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Health', 'Religion']	Exclusion of the impure from temples	The religiously defiled	Access to sacred buildings and juries	LESS	['Secondly, as of course you all know, every court judges cases of murder in the open air, and for good reasons: first, that the jurors may avoid entering the same building as those whose hands are unclean']	The text describes a religious/legal norm where persons accused of murder (considered having 'unclean hands' or pollution) are barred from being under the same roof as jurors or entering sacred precincts, hence trials are held in the open air.	1	1	9.0	2	Access to sacred buildings is primarily symbolic/ceremonial.	2	Narrowly scoped to trial locations and temple access.	2	Bounded to the duration of the state of ritual pollution.	2	Defilement is an episodic/event-based condition.	0	Refers to contemporary religious and judicial customs.	5	Frames it as common knowledge ('as of course you all know').	1	Impurtiy/uncleanliness definitionally entails exclusion from sacred or 'pure' spaces.
tlg0028.tlg005.perseus-eng2::4	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Citizenship']	Allied state restriction on executions	Allied states	Right to inflict capital punishment independently	LESS	['As it was, you sentenced him to death on your own authority and executed him, when even an allied state is denied the right of inflicting the death-penalty in such fashion without the consent of the Athenian people.']	The author refers to the legal relationship between Athens and its subject allies, noting that allied cities (like Mytilene) lacked the legal authority to execute individuals without the formal consent of the Athenian assembly or courts.	1	1	9.0	5	Authority over capital punishment is an ultimate material power.	4	Broad jurisdictional right governing life and death.	4	Structural restriction on a state's legal capacity while in alliance.	3	Allied state membership is a durable political identity.	0	Describes the 5th-century imperial relationship between Athens and allies.	5	States the restriction as a clear legal prohibition.	0	Being an ally does not definitionally forbid independent executions.
tlg0028.tlg005.perseus-eng2::5	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Freedom']	Prohibition of private execution of slaves	Slaves	Right to a public trial before execution	MORE	['Why, even slaves who have murdered their masters and been caught red-handed are not put to death by the victim’s own relatives; they are handed over to the authorities as the ancient laws of your country ordain. ... it follows that the slave in question should have had a public trial, instead of being put to death by you without a hearing.']	The text outlines a legal protection for slaves: even in cases of clear guilt (murdering a master), the law forbids relatives from summarily executing the slave, requiring they be handed to magistrates for a legal process.	1	1	10.0	5	Right to trial vs summary execution is a matter of life/death.	3	Recurring procedural right for a specific class of crime.	2	Applies during the procedural window following a crime.	4	Slave status is a legal birth-status/structural identity.	0	Cites the 'ancient laws of your country' in current use.	5	Asserts what the law ordains as factual practice.	0	Slave status does not definitionally include the right to a trial.
tlg0028.tlg005.perseus-eng2::6	tlg0028.tlg005.perseus-eng2	Antiphon	On the Murder of Herodes	Classical (500–360 BCE)	['Freedom']	Slave testimony via torture	Slaves	Protection from judicial torture	LESS	['If it is a fact that a slave is allowed to give evidence that a free man is guilty of murder ... they abandoned that line, and instead seized the two men and examined them under torture.']	The text confirms the standard Athenian legal procedure (basanos) where slave evidence is only admissible if obtained through physical torture, indicating a lack of the resource 'protection from corporal punishment' in legal proceedings.	1	1	10.0	5	Judicial torture is a profound violation of bodily integrity.	4	Standard legal procedure affecting all slave testimony.	2	Specific to the duration of the interrogation.	4	Slave status is a structural/legal identity.	0	Describes standard 5th-century Athenian legal practice.	5	Refers to the act of examination under torture as standard procedure.	0	Being a slave does not definitionally imply being tortured in court.
tlg0059.tlg005.perseus-eng2::0	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Freedom', 'Occupation']	Master-led servant name changes	Servants	Right to a fixed name	LESS	['For it seems to me that whatever name you give to a thing is its right name; and if you give up that name and change it for another, the later name is no less correct than the earlier, just as we change the names of our servants; for I think no name belongs to any particular thing by nature, but only by the habit and custom of those who employ it and who established the usage.']	Hermogenes uses the contemporary social practice of masters renaming their domestic servants at will to illustrate his philosophical point about the conventionality of names. This demonstrates that servants lacked the right to maintain their original or natural names against their master's preference.	1	1	10.0	1	Retention of a specific name is a symbolic/trait-based resource.	1	Hyper-specific resource: the linguistic label of an individual.	3	Names usually last for a life-stage or employment duration.	4	Servant/slave is a structural birth-status/legal identity.	0	Plato cites this as a common contemporary social habit.	5	Uses the real practice as an undisputed premise for argument.	0	Servitude does not definitionally involve name-changing by a master.
tlg0059.tlg005.perseus-eng2::1	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Education']	Skilled artisan name-making restriction	Unskilled men	Authority to establish names	LESS	['Then it is not for every man, Hermogenes, to give names, but for him who may be called the name-maker; and he, it appears, is the lawgiver, who is of all the artisans among men the rarest.']	Socrates argues that naming is a specialized skill (techne), identifying that the authority to establish the correct usage of names (the role of the 'nomothetes' or lawgiver) is restricted to those with specific expertise, excluding common/unskilled individuals.	1	1	9.0	3	The power to legislate/name is a social role with legal impact.	3	Specific to the domain of linguistic and legal naming.	4	Established names have durable structural force in society.	3	Unskilled/common status is a wealth/education bracket.	0	Discusses contemporary theories of naming and law-making.	2	Verbatim is a philosophical argument about who 'ought' to name.	0	Lack of skill does not definitionally exclude one from naming.
tlg0059.tlg005.perseus-eng2::2	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Gender']	Male precedence in wisdom	Men	Recognition of superior wisdom	MORE	['Socrates. And do you think the women or the men of a city, regarded as a class in general, are the wiser? Hermogenes. The men. Socrates. And do you not know that Homer says the child of Hector was called Astyanax by the men of Troy; so he must have been called Scamandrius by the women, since the men called him Astyanax? Hermogenes. Yes, probably. Socrates. And Homer too thought the Trojan men were wiser than the women? Hermogenes. I suppose he did.']	Socrates and Hermogenes explicitly state as a general social consensus (and an interpretation of Homer) that men as a class are considered wiser than women, which is used to explain why the names given by men are 'more correct' than those given by women.	1	0	9.0	1	Wisdom and its recognition are non-material/trait-based.	4	Wisdom is seen as a general attribute affecting many life roles.	5	Gendered traits were viewed as lifelong and unchanging.	5	Biological sex is strictly immutable.	0	Reflects the common social consensus of the author's time.	4	Reports a general consensus ('do you not think... the men?').	0	Gender is not defined by wisdom levels.
tlg0059.tlg005.perseus-eng2::3	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Lineage']	Hereditary title transmission	Kings	Right to transmit status to offspring	MORE	['Socrates. Good; but keep watch of me, and do not let me trick you; for by the same argument any offspring of a king should be called a king; and whether the same meaning is expressed in one set of syllables or another makes no difference; and if a letter is added or subtracted, that does not matter either, so long as the essence of the thing named remains in force and is made plain in the name. [...] Socrates. Does not the same reasoning apply to a king? A king’s son will probably be a king, a good man’s good, a handsome man’s handsome, and so forth; the offspring of each class will be of the same class, unless some unnatural birth takes place; so they should be called by the same names.']	The text describes a social and natural rule where the sons of kings inherit the status and titles (the 'name') of their fathers, establishing a rule of hereditary social class continuity.	1	1	10.0	4	Hereditary transmission of status has major material consequences.	4	Covers a broad class of political and social standing.	5	Hereditary title and class are lifelong and structural.	5	Lineage and being the 'son of a king' are birth-fixed.	0	Discusses kingship as a known, albeit often foreign or heroic, model.	3	Woven into an argument about names, but reflects social reality.	1	The 'son of a king' definitionally acquires the status of a king.
tlg0059.tlg005.perseus-eng2::4	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Education']	Dialectician supervision of legislation	Dialecticians	Right to supervise law-making	MORE	['Socrates. And who can best superintend the work of the lawgiver and judge of it when it is finished, both here and in foreign countries? The user, is it not? Hermogenes. Yes. Socrates. And is not this he who knows how to ask questions? Hermogenes. Certainly. [...] Socrates. And the man who knows how to ask and answer questions you call a dialectician? Hermogenes. Yes, that is what I call him. [...] Socrates. And the work of the lawgiver, as it seems, is to make a name, with the dialectician as his supervisor, if names are to be well given.']	Socrates argues that based on the functional relationship between users and makers (like steersmen and shipbuilders), the dialectician (the user of names) has the right/authority to supervise the lawgiver (the maker of names).	1	0	8.0	3	Supervision of law-making is a high-level social/political role.	3	Specific to the domain of legislation and naming.	4	Durable professional authority of the dialectician role.	3	Dialectician is an identity acquired through training.	0	Pertains to philosophical roles in Plato's intellectual circle.	1	Purely normative/ideal proposal by Socrates.	0	A dialectician is not definitionally a legislative supervisor.
tlg0059.tlg005.perseus-eng2::5	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Religion']	Customary prayer name usage	Men	Right to address the divine	MORE	['But there is a second kind of correctness, that we call them, as is customary in prayers, by whatever names and patronymics are pleasing to them, since we know no other. Now I think that is an excellent custom.']	Socrates describes a standard religious practice in contemporary Greek society where humans are permitted and encouraged to address gods using customary names and patronymics in prayer, despite not knowing the gods' true internal names.	1	1	9.0	1	The right to address gods in prayer is a purely spiritual resource.	4	Broad religious practice covering all acts of prayer.	5	Lifelong access to traditional religious forms.	5	Humanity ('Men') is biologically immutable.	0	Refers to 'customary' practice in contemporary prayers.	5	Reports a social fact ('as is customary').	0	Being human does not definitionally include specific prayer rights.
tlg0059.tlg005.perseus-eng2::6	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Lineage', 'Nobility']	Ancestral name inheritance	Men	Right to bear ancestral names	MORE	['Now the names of heroes and men might perhaps prove deceptive; for they are often given because they were names of ancestors, and in some cases, as we said in the beginning, they are quite inappropriate; many, too, are given as the expression of a prayer, such as Eutychides (fortunate), Sosias (saviour), Theophilus (beloved of God), and many others.']	Socrates notes a common social convention in Athens where individuals are named after their ancestors, which he characterizes as a general rule of naming even when the name's meaning does not fit the individual's character.	1	1	10.0	3	Right to bear a specific name affects legal personhood and inheritance.	3	Recurring convention in family and civic life.	5	Ancestral names are typical lifelong identifiers.	5	Lineage/Ancestry is birth-fixed.	0	Reflects standard Athenian family naming conventions.	5	Reports it as a common social convention ('often given because').	0	Being a descendant does not definitionally require taking a name.
tlg0059.tlg005.perseus-eng2::7	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Health', 'Religion']	Post-inspiration ritual purification	Men	Access to purification rituals	MORE	['So I think this is our duty: we ought today to make use of this wisdom and finish the investigation of names, but tomorrow, if the rest of you agree, we will conjure it away and purify ourselves, when we have found some one, whether priest or sophist, who is skilled in that kind of purifying.']	Socrates refers to the normative social and religious practice of seeking out specialists (priests or sophists) to perform purification rituals after intense intellectual or spiritual experiences/possessions.	1	1	8.0	2	Participation in purification rituals is a symbolic/ceremonial resource.	2	Specific to recovery from 'possession' or intellectual intensity.	1	Momentary event to cleanse a specific state.	1	Defined by a transient state: post-intellectual inspiration.	0	Refers to actual contemporary specialists (priests/sophists).	4	Reports a real duty/practice expected in such circumstances.	0	Inspiration does not definitionally require ritual purification.
tlg0059.tlg005.perseus-eng2::8	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Religion']	First sacrifice to Hestia	Sacrificers	Right to conduct primary sacrifice	MORE	['And besides, if you consider it in connection with sacrifices, you would come to the conclusion that those who established them understood the name in that way; for those who called the essence of things ἐσσία would naturally sacrifice to Hestia first of all the gods.']	Socrates describes a standard ritual practice in Greek religion where Hestia receives the first portion of sacrifices, linking the custom to the etymology of her name as 'essence'.	1	1	9.0	2	Ritual precedence is a ceremonial/religious honour.	2	Narrowly scoped to a specific ordering of a specific ritual.	3	Recurring structural feature of annually held sacrifices.	2	Defined by the act of performing a sacrifice.	0	Refers to ‘those who established’ sacrifices in living memory/myth.	5	States the sacrificial order as an established religious fact.	0	Sacrificing does not definitionally require Hestia to go first.
tlg0059.tlg005.perseus-eng2::9	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Health']	Soul purity for Hades' society	The pure of soul	Right to consort with the god Hades	MORE	['Then, too, he refuses to consort with men while they have bodies, but only accepts their society when the soul is pure of all the evils and desires of the body. Do you not think this shows him to be a philosopher and to understand perfectly that under these conditions he could restrain them by binding them with the desire of virtue']	Socrates explains the criteria for divine association in the afterlife; Hades is described as only accepting the society of those whose souls are healthy and free from bodily corruption.	1	0	8.0	1	Divine association in the afterlife is purely spiritual.	3	Covers the entire post-mortem state of the soul.	5	Hades' society is permanent/eternal in this framework.	5	Soul purity in this context is treated as a moral/metaphysical state.	0	Part ofcontemporary Platonic/Orphic theological belief.	2	Theological argument/interpretation of a deity's nature.	0	Purity of soul does not definitionally include Hades' society.
tlg0059.tlg005.perseus-eng2::10	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Gender']	Virginity and female virtue alignment	Virgins	Association with the goddess Artemis	MORE	['Artemis appears to get her name from her healthy (ἀρτεμές) and well-ordered nature, and her love of virginity; or perhaps he who named her meant that she is learned in virtue (ἀρετή), or possibly, too, that she hates sexual intercourse (ἄροτον μισεῖ) of man and woman']	The text identifies a specific social/biological group (virgins) as being uniquely aligned with the nature and protection of the goddess Artemis, contrasted against those who partake in sexual intercourse.	1	0	7.0	2	Association with a goddess is a symbolic/religious resource.	2	Specific to the domain of Artemis’s patronage.	3	Holds as long as the life-stage of virginity lasts.	5	Virginity is a physical state (though leaveable, it is birth-fixed).	0	Reflects active contemporary Greek mythological structures.	3	Mixes etymological theory with reported mythological attribute.	0	Virginity does not definitionally imply association with Artemis.
tlg0059.tlg005.perseus-eng2::11	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Ethnicity']	Etymological derivation from foreign languages	Greeks	Linguistic autonomy in word derivation	LESS	['I know that many Greeks, especially those who are subject to the barbarians, have adopted many foreign words. [...] If we should try to demonstrate the fitness of those words in accordance with the Greek language, and not in accordance with the language from which they are derived, you know we should get into trouble. [...] Well, this word πῦρ is probably foreign; for it is difficult to connect it with the Greek language, and besides, the Phrygians have the same word, only slightly altered. The same is the case with ὕδωρ (water), κύων (dog), and many other words.']	Socrates observes a linguistic reality where Greek vocabulary, particularly for basic elements, is borrowed from non-Greek (barbarian) cultures like the Phrygians, meaning the rules of Greek etymology cannot explain these words.	1	1	9.0	3	Linguistic autonomy affects education and cultural production.	3	Spans the use of entire categories of vocabulary.	5	Loanwords persist across generations within the language.	5	Ethnicity (Greek) is fixed by birth/culture.	0	Observes current linguistic realities of the author's world.	5	Reports linguistic borrowing as a plain observable fact.	0	Being Greek does not definitionally forbid foreign word derivation.
tlg0059.tlg005.perseus-eng2::12	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Gender']	Female preservation of archaic speech	Women	Influence over linguistic tradition	MORE	['You will tell you. You know that our ancestors made good use of the sounds of iota and delta, and that is especially true of the women, who are most addicted to preserving old forms of speech. But nowadays people change iota to eta or epsilon, and delta to zeta, thinking they have a grander sound. For instance, in the earliest times they called day ἱμέρα, others said ἑμέρα, and now they say ἡμέρα.']	Socrates identifies women as the specific social group responsible for maintaining the 'ancient' or 'original' forms of the Greek language, contrasted with the 'modern' speakers who change letters for aesthetic reasons. This identifies a specific cultural resource (preservation/control of linguistic heritage) where women have 'more' adherence to tradition than the general population.	1	1	9.0	2	Influence over linguistic tradition is primarily symbolic/cultural, though it impacts social status.	3	Covers the broad use of language and dialect preservation.	5	Native speech patterns are generally lifelong characteristics.	5	The group 'Women' is biologically and socially fixed by sex.	0	Socrates describes the speech patterns of contemporary Athenian women and ancestors.	4	Reported as a general observation of linguistic behavior, though framed in a dialogue.	0	Being female does not inherently mean one preserves archaic speech.
tlg0059.tlg005.perseus-eng2::13	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Education']	Formal sequence of rhythmic education	Students	Access to advanced rhythmic study	MORE	['Since the imitation of the essential nature is made with letters and syllables, would not the most correct way be for us to separate the letters first, just as those who undertake the practice of rhythms separate first the qualities of the letters, then those of the syllables, and then, but not till then, come to the study of rhythms?']	Socrates describes the established pedagogical method for learning rhythms in contemporary Greece, where students must master the phonetic elements (letters and syllables) before they are permitted to progress to the study of complex rhythms.	1	1	9.0	3	Access to education is a social practice with tangible developmental outcomes.	2	Specific to a particular stage of a music/rhetoric curriculum (rhythm).	3	Bounded to the period of one's education/training.	2	Being a student is an episodic life-stage role.	0	References the standard contemporary pedagogical method in Greece.	5	Describes an established institutional practice ('just as those who undertake...').	0	Being a student does not automatically define the specific sequence of rhythmic study.
tlg0059.tlg005.perseus-eng2::14	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Health']	Non-verbal communication for the mute	The mute	Right to communicate through gesture	MORE	['If we had no voice or tongue, and wished to make things clear to one another, should we not try, as dumb people actually do, to make signs with our hands and head and person generally?']	Socrates references the real-world social convention and practice of deaf or mute individuals using physical gestures as a recognized means of communication within society.	1	1	10.0	4	The right to communicate is a concrete legal/social necessity for personhood.	4	Covers a broad category of social interaction and expression.	5	Muteness is typically a lifelong condition.	5	Defined by permanent physical disability.	0	Refers to how 'dumb people actually do' behave in the author's world.	5	Observational fact regarding established non-verbal communication norms.	0	Being mute doesn't define the specific resource of using hand/head signs.
tlg0059.tlg005.perseus-eng2::15	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Occupation']	Lawgiver authority over naming	Lawgivers	Right to establish language	MORE	['Socrates. Names, then, are given with a view to instruction? Cratylus. Certainly. Socrates. Shall we, then; say that this instruction is an art and has its artisans? Cratylus. Certainly. Socrates. Who are they? Cratylus. The lawgivers, as you said in the beginning. Socrates. Shall we declare that this art arises in men like the other arts, or not? What I mean is this: Some painters are better, and others worse, are they not?']	Socrates and Cratylus agree that the creation of names (language) is a specific art belonging to the 'lawgiver' (nomothetes). In the context of Greek political thought, the lawgiver is the foundational figure of the polis who establishes both legal and social structures, including the correct assignment of names to things.	1	1	9.0	4	Authority over language establishment is a concrete political/legal power.	4	Broad institutional power over social semiotics.	4	The status of lawgiver usually spans a career or foundational period.	3	Occupation requiring specific social status or appointment.	0	Refers to the concept of the Nomothetes in Greek political life.	3	Philosophical discussion on the nature of an art/role.	0	A lawgiver's definition usually involves law, not necessarily 'naming'.
tlg0059.tlg005.perseus-eng2::16	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Occupation']	Lawgiver responsibility for name creation	Lawgivers	Right to establish names	MORE	['[§678] Socrates. Perhaps, then, one artisan of names will be good, and another bad? [§679] Cratylus. Yes. [§680] Socrates. The name of such an artisan was lawgiver? [§681] Cratylus. Yes. [§682] Socrates. Perhaps, then, by Zeus, as is the case in the other arts, one lawgiver may be good and another bad, if we accept our previous conclusions.']	The text identifies the 'lawgiver' (nomothetes) as the specific artisan responsible for the creation and assignment of names in society. This establishes a professional/legal role for the creation of language elements.	1	1	9.0	4	Names as a tool for instruction are a structural social resource.	4	Covers the entire mechanism of linguistic assignment.	4	Role-bound but pertains to the durable impact of the legislated names.	3	Occupational role requiring appointment or recognition.	0	Refers to standard Greek conceptions of legislative roles.	3	Dialogue explores the definition and quality of the role.	0	Lawgiving and 'artisan of names' are distinct concepts.
tlg0059.tlg005.perseus-eng2::17	tlg0059.tlg005.perseus-eng2	Plato	Cratylus	Classical (500–360 BCE)	['Age']	Youth obligation for thorough investigation	Youth	Right to defer to established authority	LESS	['Therefore you must consider courageously and thoroughly and not accept anything carelessly—for you are still young and in your prime; then, if after investigation you find the truth, impart it to me.']	Socrates explicitly links the state of being 'young' to a specific behavioral expectation or rule within the intellectual culture of Classical Athens: the obligation to investigate philosophical truths for oneself rather than carelessly accepting established names or doctrines. This implies that the 'resource' of simply relying on tradition or others' knowledge is less available to the young student who is tasked with active inquiry.	1	0	7.0	2	The 'right' to investigate is an intellectual/behavioral expectation.	2	Scoped to the specific activity of philosophical investigation.	3	Specific to the life-stage of being 'young and in your prime'.	5	Age is immutable at any given moment.	0	Directed by Socrates to Cratylus in their shared present.	2	Exhortative statement ('you must consider') rather than a report of a law.	0	Being young doesn't tautologically require 'thorough investigation'.
tlg0062.tlg019.perseus-eng2::0	tlg0062.tlg019.perseus-eng2	Lucian of Samosata	The Dream, or the Cock	High Roman Empire (135–205 CE)	['Wealth / Properties']	Guest substitution by the poor	The poor	Access to elite social dining	MORE	['“Micyllus,” said he, “I am giving a birthday party for my daughter to-day, and have invited a great many of my friends: but as one of them is ill, they say, and can’t dine with us, you must take a bath and come in his place, unless, to be sure, the man I invited says that he will come himself, for just now his coming is doubtful.”']	In Roman/Greek social dynamics of the period, poor dependents (like Micyllus the cobbler) could be called upon to fill empty seats at a rich man's table when a social peer was unavailable, granting them temporary access to luxury resources (food/socializing).	1	1	9.0	3	Access to high-quality food and elite spaces has tangible material payoff.	2	Scoped to the specific scenario of a dinner party substitution.	1	A momentary benefit for a single occasion.	3	Wealth bracket/pauper status is durable but not immutable.	0	Describes contemporary Greco-Roman social patronage and 'parasite' culture.	4	Reported dialogue reflecting standard social practices of the era.	0	Being poor does not define being an invited dinner substitute.
tlg0062.tlg019.perseus-eng2::1	tlg0062.tlg019.perseus-eng2	Lucian of Samosata	The Dream, or the Cock	High Roman Empire (135–205 CE)	['Occupation']	Philosopher's obligation to attend social functions	Education	Exemption from social duty due to illness	LESS	['“Duty,” he said, “must not be shirked, especially by a philosopher, though a thousand illnesses stand in his way; Eucrates would think he had been slighted by me.”']	The text describes a social norm where professional philosophers felt a heightened obligation to maintain social ties with wealthy patrons (Eucrates) regardless of physical health, viewing attendance as a non-negotiable professional duty.	1	0	7.0	3	Social obligations to patrons had significant economic and material consequences.	3	Part of a broad set of professional/social duties for intellectuals.	4	Durable professional identity throughout a philosopher's active career.	3	Occupation acquired through training and social recognition.	0	Refers to contemporary Roman patronage norms for philosophers.	4	Quotes a character stating an established social 'duty'.	0	Philosophy is not defined by attending dinner parties while ill.
