rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning	work_author_polity_cliopatria	work_polity	work_polity_reasoning	work_time_reference	work_time_start	work_time_end	work_time_reasoning	rule_polity	rule_polity_reasoning	rule_date	rule_time_reasoning
tlg0086.tlg035.perseus-eng2::208	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen access to city water	Citizens	Access to the water-supply	MORE	['but failing this, a mode has been invented of supplying water by means of constructing an abundance of large reservoirs for rain-water, so that a supply may never fail the citizens when they are debarred from their territory by war.']	Aristotle describes the systemic provision of water reservoirs as a standard urban planning measure designed specifically to ensure that the body of citizens retains access to vital resources during a siege.	1	1.0	9.0	5	Water is a physical good essential for subsistence.	4	Access to utilities/water supply is a broad category of infrastructure rights.	5	Provision is permanent urban infrastructure for the body of citizens.	4	Citizenship is a structural legal birth-status.	0	Describes contemporary urban planning and siege strategies.	4	Describes a physical mode of supply invented for practical use.	0	Citizenship does not technically define water access.								Classical Athens	The description of urban planning and reservoir construction reflects contemporary 4th-century BCE Greek engineering and civic policy.	-348	Stated by Aristotle at his floruit (-348) as a standard or ideal mode of urban defense.
tlg0086.tlg035.perseus-eng2::209	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen protection from military insult	Citizens	Protection from disaster or insult	MORE	['but as it does and may happen that the superior numbers of the attackers may be too much for the human valor of a small force, if the city is to survive and not to suffer disaster or insult, the securest fortification of walls must be deemed to be the most warlike,']	The text frames the construction of walls as a necessary rule of urban defense to protect the collective (the citizens) from physical harm ('disaster') and loss of status/humiliation ('insult') during warfare.	1	1.0	8.0	5	Protection from physical disaster (death/wounds) is a bodily material resource.	5	Foundational societal axis of security and preservation.	5	The protection of city walls is a permanent structural feature.	4	Citizenship is a stable structural category.	0	Discusses standard military/urban practices in Greek states.	3	Framed as a necessary recommendation for state survival.	0	To be a citizen does not mean one is physically inside walls.								Classical Athens	The concern for city walls and the survival of the citizen body reflects the contemporary military realities of 4th-century BCE Greece.	-348	Stated by Aristotle at his floruit (-348) regarding the necessity of contemporary fortification methods.
tlg0086.tlg035.perseus-eng2::210	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Occupation']	Artisan and farmer agora exclusion	Farmers	Right of access to the free agora	LESS	['It is convenient that below this site should be laid out an agora of the kind customary in Thessaly which they call a free agora, that is, one which has to be kept clear of all merchandise and into which no artisan or farmer or any other such person may intrude unless summoned by the magistrates.']	Aristotle describes a specific spatial regulation where individuals belonging to certain occupational groups (artisans and farmers) are legally barred from entering a specific civic space (the free agora) unless officially summoned.	1	1.0	10.0	4	Access to the agora has direct material effects on commerce and civic standing.	3	Tied to a specific institution/space (the 'free agora').	4	The exclusion is a permanent feature of the social class's role.	3	Farmer/Artisan status is a durable occupational identity.	0	Cites the custom in Thessaly as a contemporary example.	5	Reports specific laws and customs practiced in certain regions.	0	Being a farmer does not inherently exclude one from central squares.								Thessaly	Aristotle explicitly identifies this specific type of 'free agora' as being customary in Thessaly.	-348	Aristotle cites this as a contemporary custom practiced in Thessaly during his lifetime (-348).
tlg0086.tlg035.perseus-eng2::211	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Gymnasia separation by age	Minors	Right to use the senior gymnasium	LESS	['It would give amenity to the site if the gymnasia of the older men were also situated here—for it is proper to have this institution also divided according to ages, or for in this noble practice different ages should be separated (Jowett). and for certain magistrates to pass their time among the youths while the older men spend theirs with the magistrates.']	The text establishes a rule of age segregation for physical and social training facilities, where younger members (youths) are separated from the facilities allocated to older men and magistrates.	1	1.0	9.0	3	Access to the gymnasium is participation in a social/educational practice.	2	Narrowly scoped to a specific educational institution.	3	Bounded to the life stage of youth vs. old age.	5	Age (being a youth/minor) is biologically fixed.	0	Describes standard Greek social organization of training.	3	Mixture of describing 'institutions' and saying it 'would give amenity'.	0	Minors are not by definition excluded from all gymnasia.								Classical Athens	Aristotle's recommendations for gymnasia and the separation of ages reflect contemporary Greek social organization and educational habits.	-348	Stated by Aristotle at his floruit (-348) as a 'noble practice' contemporary to his era.
tlg0086.tlg035.perseus-eng2::212	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Magistracy eligibility by age	Minors	Eligibility for the magistracy	LESS	['Nature has given the distinction by making the group that is itself the same in race partly younger and partly older, of which two sets it is appropriate to the one to be governed and for the other to govern; and no one chafes or thinks himself better than his rulers when he is governed on the ground of age, especially as he is going to get back what he has thus contributed to the common stock when he reaches the proper age.']	The author defines a rule of clockwise rotation of power based on age; younger citizens are excluded from ruling (the magistracy) but are granted the resource later in life based on the near-immutable criterion of age.	1	1.0	10.0	4	Eligibility for magistracy is a concrete legal right to political power.	5	Foundational access to political power and government.	3	Bounded to the life stage of minority/youth.	5	Minor status is biologically fixed by age.	0	Reflects the standard constitutional structure of most Greek poleis.	4	Presented as a natural and standard distinction observed in cities.	0	Being a minor is not defined by lack of magistracy.								Classical Athens	The rotation of political office based on age is a fundamental principle Aristotle discusses within the context of the Greek polis.	-348	Stated by Aristotle at his floruit (-348) as a natural and appropriate social law for his time.
tlg0086.tlg035.perseus-eng2::213	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen participation in government	Citizens	Right to share in government	MORE	['But then the virtue of the state is of course caused by the citizens who share in its government being virtuous; and in our state all the citizens share in the government.']	The text explicitly links the status of 'citizen' to the right to participate in the political administration of the state.	1	1.0	10.0	4	Sharing in government is a concrete right with direct material influence.	5	Foundational societal axis of political participation.	5	Citizenship rights were generally held for life.	4	Citizenship is a stable structural birth-status.	0	Describes the contemporary state of affairs in the author's city/class.	5	Explicit statement of fact ('in our state all the citizens share...').	1	In Aristotle's definition, the citizen *is* the one who shares in ruling.								Classical Athens	The definition of a citizen as one who shares in government is the standard 4th-century BCE Athenian view articulated by Aristotle.	-348	Stated by Aristotle at his floruit (-348) as a contemporary definition of the citizen in a Greek state.
tlg0086.tlg035.perseus-eng2::214	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Education through habit before reason	Minors	Education according to rational development	MORE	['And this also is obvious, because passion and will, and also appetite, exist in children even as soon as they are born, but it is the nature of reasoning and intelligence to arise in them as they grow older. Therefore in the first place it is necessary for the training of the body to precede that of the mind, and secondly for the training of the appetite to precede that of the intelligence; but the training of the appetite must be for the sake of the intellect, and that of the body for the sake of the soul.']	Aristotle describes a rule of chronological priority in education based on the biological and psychological development of children, moving from physical to appetitive to intellectual training.	1	1.0	10.0	3	Access to types of education has social/outcomes-based value.	4	Covers a broad educational policy across different life stages.	3	Attached to specific developmental phases (childhood).	5	Being a child is a biologically fixed age state.	0	Based on Aristotle's observations of contemporary developmental psychology.	3	Framed as a 'necessary' philosophical and pedagogical logic.	0	Minors are not defined by the priority of body training.								Classical Athens	The educational theory regarding habit and reason represents Aristotle's contemporary pedagogical philosophy.	-348	Stated by Aristotle at his floruit (-348) as a prescription for contemporary youth training.
tlg0086.tlg035.perseus-eng2::215	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age', 'Gender']	Regulation of matrimonial age synchronization	Spouses	Right to synchronized reproductive timing	MORE	['Inasmuch therefore as it is the duty of the lawgiver to consider from the start how the children reared are to obtain the best bodily frames, he must first pay attention to the union of the sexes, and settle when and in what condition a couple should practise matrimonial intercourse. In legislating for this partnership he must pay regard partly to the persons themselves and to their span of life, so that they may arrive together at the same period in their ages, and their powers may not be at discord through the man being still capable of parentage and the wife incapable, or the wife capable and the man not (for this causes differences and actual discord between them)']	Aristotle argues that the legislator must establish specific rules regarding the age at which men and women marry to ensure their reproductive capacities align and to prevent domestic discord.	1	1.0	9.0	5	Right to reproductive timing relates to bodily functions and family structure.	4	Broad marital/family regulation with demographic impact.	5	The timing of marriage sets the course of the remainder of life.	3	Spousal status is durable once entered.	0	Discusses duty of the contemporary 'lawgiver'.	2	Very normative: 'the legislator should pay attention'.	0	Sychronized timing is not part of the definition of a spouse.								Classical Athens	Aristotle's focus on the 'lawgiver' and marital ages is a response to the demographic and social concerns of his contemporary pollis.	-348	Stated by Aristotle at his floruit (-348) as a legislative priority for his era.
tlg0086.tlg035.perseus-eng2::216	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Slave exclusion from leisure	Slaves	Access to leisure	LESS	['Therefore it is proper for the state to be temperate, brave and enduring; since, as the proverb goes, there is no leisure for slaves, but people unable to face danger bravely are the slaves of their assailants.']	The text identifies a standard social rule/condition where slaves are systematically denied the resource of leisure, contrasting them with the free citizens who must be educated to use leisure well.	1	1.0	9.0	1	Leisure is an abstract state of being (though it requires material means).	4	Leisure is a broad class of life outcome in Greek thought.	5	The lack of leisure is a lifelong structural condition of slavery.	4	Slave status is a structural birth-status.	0	Reflects the current social reality of the Greek world.	5	Cites a proverb as a known and accepted social axiom.	0	Enslavement is being property, not necessarily the count of spare time.								Classical Athens	The exclusion of slaves from leisure is presented as a fundamental and contemporary social fact of Greek slave-holding society.	-348	Stated by Aristotle at his floruit (-348) as a common social maxim of his time.
tlg0086.tlg035.perseus-eng2::217	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen training for ruling and being ruled	Citizens	Right to hold political office	MORE	['But since we say that the goodness of a citizen and ruler are the same as that of the best man, and that the same person ought to become a subject first and a ruler afterwards, it will be important for the legislator to study how and by what courses of training good men are to be produced']	In the context of the Greek polis being described, citizenship entails a specific progression (ruling and being ruled) which the lawgiver facilitates through a specific curriculum.	1	1.0	8.0	4	Holding office is a concrete legal right and social role.	5	Fundamental access to political power and rule.	5	Part of a lifelong civic progression.	4	Citizenship is stable and structural.	0	Central feature of contemporary Greek civic life.	3	Links existing roles to normative courses of training.	0	Citizenship does not technically define training programs.								Classical Athens	The curriculum training citizens to rule and be ruled is modeled on contemporary Greek civic participation.	-348	Stated by Aristotle at his floruit (-348) as a core educational requirement for his contemporary society.
tlg0086.tlg035.perseus-eng2::218	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Child Marriage Restriction	Minors	Protection from early marriage	MORE	['Therefore it is fitting for the women to be married at about the age of eighteen and the men at thirty-seven or a little before—for that will give long enough for the union to take place with their bodily vigor at its prime, and for it to arrive with a convenient coincidence of dates at the time when procreation ceases.']	Aristotle proposes specific age thresholds for marriage to ensure healthy offspring and parental longevity, establishing a rule that individuals should not marry before these designated ages.	1	0.0	9.0	4	Regulation of marriage age has huge impact on life chances and health.	3	Specific to the timing of one life event (marriage).	5	Lifelong impact on health, offspring, and status.	5	Minors defined by biologically fixed age.	0	Part ofcontemporary legalistic/societal regulation.	2	Prescriptive: 'it is fitting for...', 'at thirty-seven...'.	0	Minors are not defined as being unable to marry at a specific age.								Classical Athens	The specific ages provided for marriage (18 for women, 37 for men) are Aristotle's contemporary recommendations for Greek citizens.	-348	Stated by Aristotle at his floruit (-348) as an ideal legislative threshold for his time.
tlg0086.tlg035.perseus-eng2::219	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Health']	Deformed infant exposure law	Health-impaired infants	Right to life	LESS	['As to exposing or rearing the children born, let there be a law that no deformed child shall be reared; but on the ground of number of children, if the regular customs hinder any of those born being exposed, there must be a limit fixed to the procreation of offspring']	The text explicitly mentions a law (or the proposal of one treated as standard practice for his ideal state based on existing customs) that forbids the rearing of deformed children, effectively denying them the right to life.	1	1.0	10.0	5	Right to life is the ultimate bodily entitlement.	5	The most foundational societal outcome possible.	5	Death is permanent.	5	Physical deformity at birth is immutable and biological.	0	Reflects common Greek practices (e.g., Sparta).	4	Commands a specific law based on 'regular customs'.	0	Deformed infants are not defined by the law to expose them.								Classical Greece	Aristotle refers to infant exposure as a matter of 'regular customs' and proposed laws within the Greek world.	-348	Stated by Aristotle at his floruit (-348) regarding common Greek social practices.
tlg0086.tlg035.perseus-eng2::220	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Mandatory retirement from procreation	Elderly	Freedom from reproductive duties	MORE	['Therefore persons exceeding this age by four or five years must be discharged from the duty of producing children for the community, and for the rest of their lives if they have intercourse it must be manifestly for the sake of health or for some other similar reason.']	Aristotle defines a specific age (around 50-55 for men) where the civic obligation to produce children for the state ends, granting them a discharge from this duty.	1	1.0	9.0	4	Exemption from procreative duty affects bodily autonomy and role.	3	Specific to a particular civic obligation.	5	Covers the 'rest of their lives'.	5	Elderly status is biologically fixed by age.	0	Describes age-based regulation within the polis.	2	Imperative framing: 'must be discharged'.	0	Elderly people are not defined by procreative retirement.								Classical Athens	The discharging of seniors from reproductive duty for the state reflects Aristotle's contemporary views on aging and civic obligation.	-348	Stated by Aristotle at his floruit (-348) as a regulation for the ideal contemporary state.
tlg0086.tlg035.perseus-eng2::221	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship', 'Age']	Public meal exclusion for youth	Minors	Right to attend public meals	LESS	['anybody found saying or doing any of the things prohibited, if he is of free station but not yet promoted to reclining at the public meals, must be punished with marks of dishonor and with beating']	The text refers to a group of free individuals defined by age who are not yet 'promoted' or permitted to attend public meals (syssitia), indicating a resource restricted by age.	1	1.0	9.0	3	Public meals provide subsistence and essential civic status.	3	Tied to a specific institution: syssitia (public meals).	3	Exclusion lasts until the specific age of promotion.	5	Minor status is biologically fixed by age.	0	Refers to contemporary Spartan/Cretan style institutions.	4	Cites a specific group description ('not yet promoted').	0	Minors are not by definition excluded from the institution of meals.								Classical Athens	The reference to being 'promoted to reclining at public meals' relates to contemporary Greek customs of table fellowship and social status.	-348	Stated by Aristotle at his floruit (-348) as a contemporary social hierarchy and disciplinary norm.
tlg0086.tlg035.perseus-eng2::222	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Youth exclusion from indecent performances	Minors	Access to public entertainment	LESS	['But the younger ones must not be allowed in the audience at lampoons and at comedy, before they reach the age at which they will now have the right to recline at table in company and to drink deeply, and at which their education will render all of them immune to the harmful effects of such things.']	Aristotle describes a rule where younger individuals are barred from attending specific public performances (comedies/lampoons) until they reach the age of maturity.	1	1.0	10.0	3	Access to public performance is a role-based participation right.	2	Narrowly scoped to a specific type of cultural event.	3	Duration of childhood/adolescence.	5	Minor status is biologically fixed.	0	Reflects standard cultural regulations of the time.	3	A mix of standard rule and reasoning for education.	0	Minors are not defined as being banned from comedy.								Classical Athens	Restrictions on youth attendance at comedies and lampoons were part of contemporary debates on the moral education of the young.	-348	Stated by Aristotle at his floruit (-348) as a contemporary educational and moral safeguard.
tlg0086.tlg035.perseus-eng2::223	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom', 'Age']	Corporal punishment of free youth	Minors	Protection from corporal punishment	LESS	['anybody found saying or doing any of the things prohibited, if he is of free station but not yet promoted to reclining at the public meals, must be punished with marks of dishonor and with beating, and an older offender must be punished with marks of dishonor degrading to a free man']	The text distinguishes between free adults (who receive marks of dishonor) and free youths (who receive beatings), showing that free status does not protect minors from physical punishment in the same way it protects adults.	1	1.0	8.0	5	Protection from beating is a direct bodily protection.	3	Specific to a procedural punishment for certain acts.	3	The status of being beatable ends upon adulthood.	5	Minor status is biologically age-fixed.	0	Describes contemporary disciplinary and legal codes.	5	Describes the legal penalty 'must be punished' for a found act.	0	Being a minor does not inherently imply corporal punishment.								Classical Athens	The distinction in punishment based on age and status (free youths vs. free adults) was a feature of contemporary Greek law and social control.	-348	Stated by Aristotle at his floruit (-348) as a contemporary disciplinary regulation.
tlg0086.tlg035.perseus-eng2::224	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Public superintendence of citizen education	Citizens	Right to public education	MORE	['But matters of public interest ought to be under public supervision; at the same time we ought not to think that any of the citizens belongs to himself, but that all belong to the state, for each is a part of the state, and it is natural for the superintendence of the several parts to have regard to the superintendence of the whole. And one might praise the Spartans in respect of this, for they pay the greatest attention to the training of their children, and conduct it on a public system.']	Aristotle argues that because citizens belong to the state, their education is a matter of public interest that must be supervised by the lawgiver rather than left to private individuals, noting that some states like Sparta already practice this.	1	1.0	10.0	3	Education is access to a social role/practice with material impact.	4	A broad foundational system for all citizens.	5	Public education is a lifelong structural foundation.	4	Citizenship is stable structural birth-status.	0	Explicitly cites the Spartans as a current example.	4	Praises contemporary historical examples while arguing for its necessity.	0	Being a citizen does not define the system of education used.								Sparta	Aristotle explicitly cites the Spartans as a model for public education systems.	-348	Aristotle praises the Spartan system as a contemporary example that exists at the time of his writing (-348).
tlg0086.tlg035.perseus-eng2::225	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom', 'Occupation']	Exclusion of free men from vulgar arts	Free men	Protection from degrading labor	MORE	['A task and also an art or a science must be deemed vulgar if it renders the body or soul or mind of free men useless for the employments and actions of virtue. Hence we entitle vulgar all such arts as deteriorate the condition of the body, and also the industries that earn wages; for they make the mind preoccupied and degraded.']	The text establishes a rule in Greek society that identifies certain occupations (wage-earning industries and body-deteriorating arts) as 'vulgar' and unsuitable for free men because such work degrades the capacity for virtue.	1	1.0	9.0	3	Occupational exclusion affects labor choices and social standing, though framed through 'virtue'.	4	Covers a broad category of 'vulgar arts' and wage-earning industries.	5	Relates to a lifelong class identity and career path for free men.	4	Free status is a legal birth-status in Aristotle's Athens.	0	Aristotle describes contemporary social and philosophical norms of his time.	2	Aristotle is theorizing what *should* be deemed vulgar based on his philosophy of virtue.	0	Being free does not inherently define one as being excluded from labor.								Classical Athens	Aristotle writes from his perspective in Athens, codifying Greek civic norms regarding the distinction between 'liberal' and 'vulgar' activities.	-348	Dated to Aristotle's floruit (-348); though framed as a philosophical ideal, it reflects contemporary 4th-century BCE social hierarchies.
tlg0086.tlg035.perseus-eng2::226	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Lighter exercise for prepubescent boys	Minors	Protection from severe physical exertion	MORE	['It is therefore agreed that we should employ gymnastic training, and how we should employ it. For until puberty we should apply lighter exercises, forbidding hard diet and severe exertions, in order that nothing may hinder the growth; for there is no small proof that too severe training can produce this result in the fact that in the list of Olympic victors one would only find two or three persons who have won both as men and as boys, because when people go into training in youth the severe exercises rob them of their strength.']	The author describes a physiological and educational rule regarding the intensity of physical training permitted for boys before puberty to ensure proper growth.	1	1.0	9.0	3	Involves physical health and growth, though limited to athletic training.	2	Specifically limited to gymnastic intensity and diet for prepubescent boys.	3	Bounded specifically to the childhood/pre-puberty life stage.	5	Age/biological development is strictly immutable at the time of the rule's application.	0	Refers to contemporary Greek training practices and Olympic records.	4	Reported as a general agreement ('it is therefore agreed') among educators.	0	Being a minor does not conceptually require 'lighter exercise' by definition.								Classical Athens	Aristotle describes a standard practice in Greek gymnastic training and education common to his contemporary environment.	-348	Stated by Aristotle at his floruit (-348) as a recognized pedagogical norm and physiological observation of his time.
tlg0086.tlg035.perseus-eng2::227	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Liberal education for free men	Free men	Access to music and noble pastimes	MORE	['Hence our predecessors included music in education not as a necessity (for there is nothing necessary about it), nor as useful (in the way in which reading and writing are useful for business and for household management and for acquiring learning and for many pursuits of civil life... it remains therefore that it is useful as a pastime in leisure, which is evidently the purpose for which people actually introduce it, for they rank it as a form of pastime that they think proper for free men.']	The text identifies music as a specific resource (an educational pastime) that is culturally reserved for and deemed appropriate for free men as opposed to those in menial or servile positions.	1	1.0	8.0	2	Access to music is a symbolic and leisure-based cultural resource.	3	Refers to the broad field of music and liberal education.	4	Education is a long-term resource with lifelong influence on character.	4	Free status is a structural legal category.	0	Discusses the educational standards of current and preceding Greek society.	4	Reports how people 'actually introduce it' as a form of pastime for free men.	0	Being a free man does not inherently include 'music' in its definition.								Classical Athens	Aristotle is discussing the customary Greek 'paideia' (education) and the specific role of music for free citizens in his society.	-348	Stated by Aristotle at his floruit (-348) as a contemporary educational norm for the free-born classes.
tlg0086.tlg035.perseus-eng2::228	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Occupation']	Professional musician social degradation	Professional musicians	Protection from social stigma	LESS	['But professional musicians we speak of as vulgar people, and indeed we think it not manly to perform music, except when drunk or for fun. . . . and it is not difficult to distinguish what is suitable and unsuitable for various ages, and to refute those who assert that the practice of music is vulgar.']	Aristotle describes a prevailing social norm where those who perform music as a 'business and profession' (banausoi) are classified as vulgar and lose social standing (manliness) compared to those who practice it as part of a liberal education.	1	1.0	9.0	2	Social stigma and 'manliness' are status-based and symbolic resources.	2	Specifically tied to the profession of music performance.	4	Professional status and its associated stigma are generally long-term identities.	3	Occupation is a durable identity but can be changed through effort.	0	Describes contemporary social attitudes ('we speak of').	4	Reports a prevailing social opinion as a factual norm.	0	Stigma is not part of the definition of 'musician'.								Classical Athens	The text describes the social stigma attached to professionalized manual arts within the Athenian and broader Greek social framework of the 4th century BCE.	-348	Aristotle's observation reflects contemporary social attitudes toward labor and art during his floruit (-348).
tlg0086.tlg035.perseus-eng2::229	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Musical performance exemption for adults	Adults	Exemption from manual musical performance	MORE	['For first, inasmuch as it is necessary to take part in the performances for the sake of judging them, it is therefore proper for the pupils when young actually to engage in the performances, though when they get older they should be released from performing, but be able to judge what is beautiful and enjoy it rightly because of the study in which they engaged in their youth.']	The text outlines a clear age-based transition where children are required to perform music as part of their education, but adults (those who have 'grown up to be men') are released from the physical labor of performance while retaining the right to judge it.	1	1.0	10.0	3	Exemption from physical performance (labor) is a tangible role change.	2	Narrowly scoped to musical performance within education.	4	The 'release' is permanent once the individual reaches adulthood.	5	Adulthood is a fixed biological and legal stage.	0	Prescribing norms for the contemporary Greek educational system.	3	Mixed between a normative proposal and a description of proper practice.	0	Being an adult does not conceptually imply musical exemption.								Classical Athens	The rule describes the transition from youth to adulthood in the context of Greek civic education and social expectations.	-348	Stated by Aristotle at his floruit (-348) as a standard component of liberal education in his era.
tlg0086.tlg035.perseus-eng2::230	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age', 'Citizenship']	Mandatory musical education for youth	Youths	Access to musical education	MORE	['From these considerations therefore it is plain that music has the power of producing a certain effect on the moral character of the soul, and if it has the power to do this, it is clear that the young must be directed to music and must be educated in it. . . . Such considerations therefore prove that children should be trained in music so as actually to take part in its performance.']	Aristotle establishes that for the 'young' (specifically those being educated for civic virtue), taking part in musical performance is a mandatory component of their development and education.	1	1.0	9.0	3	Access to education is a social practice with tangible developmental outcomes.	3	Covers a recurring educational requirement in the youths' life.	3	Bounded to the life stage of youth/education.	5	Youth is an immutable age category.	0	Refers to the existing goals of Greek paideia.	2	Largely an argument that children *should* be trained this way.	0	Being young does not define one as a music student.								Classical Athens	Aristotle describes the mandatory nature of musical education as part of the contemporary system of training future citizens.	-348	Stated by Aristotle at his floruit (-348) as a contemporary requirement for the moral development of youth.
tlg0086.tlg035.perseus-eng2::231	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Professional music performance exclusion	Freemen	Exemption from menial occupations	MORE	['And indeed there is a reasonable foundation for the story that was told by the ancients about the flute. The tale goes that Athena found a flute and threw it away. Now it is not a bad point in the story that the goddess did this out of annoyance because of the ugly distortion of her features; but as a matter of fact it is more likely that it was because education in flute-playing has no effect on the intelligence, whereas we attribute science and art to Athena.', 'and we count performance in competitions as professional, for the performer does not take part in it for his own improvement, but for his hearers’ pleasure, and that a vulgar pleasure, owing to which we do not consider performing to be proper for free men, but somewhat menial; and indeed performers do become vulgar, since the object at which they aim is a low one']	Aristotle describes a social norm where professional musical performance is restricted to a menial/non-free status because it is seen as degrading to the character of a free citizen.	1	1.0	9.0	3	Exemption from menial/professional labor has direct social and economic effects.	3	Covers the category of professional competitive performance.	5	Relates to the lifelong status of a free citizen.	4	Free status is structural and legal.	0	Refers to contemporary Athenian social exclusions.	4	Reports the social logic ('we count performance... as professional') of the time.	0	Exclusion from flute-playing is not part of being free.								Classical Athens	The text discusses social taboos regarding certain instruments and professional performance within the Athenian cultural context.	-348	Stated by Aristotle at his floruit (-348); the anecdote of Athena is used to justify contemporary social exclusion of professional musicians.
tlg0086.tlg035.perseus-eng2::232	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom', 'Occupation']	Vulgar entertainment provision	Mechanics and laborers	Access to specialized public entertainment	MORE	['and since the audience is of two classes, one freemen and educated people, and the other the vulgar class composed of mechanics and laborers and other such persons, the latter sort also must be assigned competitions and shows for relaxation; and just as their souls are warped from the natural state, so those harmonies and melodies that are highly strung and irregular in coloration are deviations, but people of each sort receive pleasure from what is naturally suited to them']	The text establishes that different social classes have separate legal or normative rights to specific types of public performances (competitions and shows) tailored to their perceived nature.	1	1.0	8.0	3	Access to public entertainment/competitions is a tangible social resource.	3	Refers to the recurring institution of public shows and relaxation.	5	Class-based access to shows is a lifelong social arrangement.	3	Occupation (mechanics/laborers) is a durable social identity.	0	Describes contemporary audience stratification in Greek cities.	4	Describes the factual reality of tailored public festivals.	0	Public entertainment is not part of the definition of 'mechanic'.								Classical Athens	Aristotle describes the organization of public festivals and the cultural requirements for different social classes in an urban Greek setting.	-348	Stated by Aristotle at his floruit (-348) as a description of how public entertainment was partitioned by class in his day.
tlg0086.tlg035.perseus-eng2::233	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age']	Relaxed harmony use for elderly	Elderly	Access to suitable musical modes	MORE	['for instance, those whose powers have waned through lapse of time cannot easily sing the highly strung harmonies, but to persons of that age nature suggests the relaxed harmonies. Hence even with a view to the period of life that is to follow, that of the comparatively old, it is proper to engage in the harmonies and melodies of this kind too']	Aristotle outlines a rule based on age where the elderly are permitted and encouraged to use specific 'relaxed' harmonies that are otherwise criticized for younger groups, based on physical and natural capacity.	1	1.0	9.0	2	Access to specific musical modes is a symbolic/ceremonial resource.	2	Very specific to musical harmonies.	4	Applies to the duration of the 'comparatively old' life stage.	5	Old age is a chronologically fixed stage.	0	Refers to natural and social observations in contemporary life.	3	Mixes natural observation ('powers wane') with normative suggestion.	0	Being old does not define one as a user of 'relaxed harmonies'.								Classical Athens	The rule regarding appropriate musical modes for different age groups is a part of the contemporary Greek musical and social theory described by Aristotle.	-348	Stated by Aristotle at his floruit (-348) as a contemporary norm for the elderly.
