perseus_id	perseus_author	author_impact_date	wikidata_work_label	perseus_title	genre	form_of_creative_work	instance_of	factuality	factuality_reason
tlg0086.tlg034	Aristotle	-348	Poetics	Poetics	treatise		written work	3	Aristotle's 'Poetics' is a treatise on literary theory, reflecting contemporary artistic and cultural norms.
tlg0086.tlg010	Aristotle	-348	Nicomachean Ethics	Nicomachean Ethics	treatise		literary work, text	3	Aristotle's 'Nicomachean Ethics' is a philosophical treatise discussing ethical principles and social norms.
tlg0086.tlg029	Aristotle	-348	Economics	Economics			literary work	3	Aristotle's 'Economics' is a treatise discussing household management and economic principles of his era.
tlg0199.tlg002	Bacchylides	-480	Dithyrambs	Dithyrambs	dithyramb	poetry collection	literary work	1	Bacchylides' 'Dithyrambs' are hymns to gods, which are mythic in nature.
tlg0199.tlg001	Bacchylides	-480	Epinician Odes	Epinicians	epinikion	poetry collection	literary work	1	Bacchylides' 'Epinician Odes' are victory odes invoking myth, which are mythic in nature.
tlg0525.tlg001	Pausanias	150	Description of Greece	Description of Greece	travel book		literary work	3	Pausanias' 'Description of Greece' is a travelogue of the contemporary world, providing direct documentation of social rules and customs.
tlg0535.tlg001	Demades	-345	Speech on Twelve Years	On the Twelve Years			written work, oration	4	Demades' 'Speech on Twelve Years' is a political oration that would invoke specific contemporary laws or legal procedures.
tlg0540.tlg009	Lysias	-409	For the Soldier	For The Soldier			oration, literary work	4	Lysias' 'For the Soldier' is a forensic oration that would invoke specific contemporary laws or legal procedures.
tlg0540.tlg031	Lysias	-409	Against Philon	Against Philon			oration, literary work	4	Lysias' 'Against Philon' is a forensic oration that would invoke specific contemporary laws or legal procedures.
tlg0540.tlg007	Lysias	-409	Defense in the Matter of the Olive Stump	Before the Areopagus: Defense in the Matter of the Olive Stump			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg001	Lysias	-409	On the Murder of Eratosthenes	On the Murder of Eratosthenes			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg006	Lysias	-409	Against Andocides	Against Andocides			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg030	Lysias	-409	Against Nicomachus	Against Nicomachus			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg008	Lysias	-409	Accusation of Calumny	Accusation of Calumny			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg015	Lysias	-409	Against Alcibiades	Against Alcibiades 2			group of literary works	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg012	Lysias	-409	Against Eratosthenes	Against Eratosthenes	rhetoric		literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg024	Lysias	-409	On the Refusal of a Pension	On The Refusal Of A Pension			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg023	Lysias	-409	Against Pancleon	Against Pancleon			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg022	Lysias	-409	Against the Corn-Dealers	Against The Corn-Dealers			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg025	Lysias	-409	Defense Against a Charge of Subverting the Democracy	Defense Against a Charge of Subverting the Democracy			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg013	Lysias	-409	Against Agoratus	Against Agoratus			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg014	Lysias	-409	Against Alcibiades	Against Alcibiades 1			group of literary works	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg032	Lysias	-409	Against Diogeiton	Against Diogeiton			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg003	Lysias	-409	Against Simon	Against Simon: Defense			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg004	Lysias	-409	On a Wound by Premeditation	On A Wound By Premeditation			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg005	Lysias	-409	For Callias	For Callias			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg002	Lysias	-409	Funeral Oration	Funeral Oration			literary work, oration	4	This is a political oration by Lysias, reflecting contemporary social and political norms.
tlg0540.tlg011	Lysias	-409	Against Theomnestus	Against Theomnestus 2			group of literary works	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg016	Lysias	-409	In Defense of Mantitheus	In Defense of Mantitheus			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg029	Lysias	-409	Against Philocrates	Against Philocrates			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg020	Lysias	-409	For Polystratus	For Polystratus			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg027	Lysias	-409	Against Epicrates and his Fellow-envoys	Against Epicrates and his Fellow-envoys			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg026	Lysias	-409	On the Scrutiny of Evandros	On the Scrutiny of Evandros			oration, literary work	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg019	Lysias	-409	On the Property of Aristophanes	On the Property of Aristophanes			literary work, oration	4	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.
tlg0540.tlg021	Lysias	-409	Defence Against A Charge Of Taking Bribes	Defence Against A Charge Of Taking Bribes			literary work, oration	4	Lysias was a forensic orator, and his works, including 'Defence Against A Charge Of Taking Bribes', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg017	Lysias	-409	On The Property Of Eraton	On The Property Of Eraton			literary work, oration	4	Lysias was a forensic orator, and his works, including 'On The Property Of Eraton', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg028	Lysias	-409	Against Ergocles	Against Ergocles			oration, literary work	4	Lysias was a forensic orator, and his works, including 'Against Ergocles', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg010	Lysias	-409	Against Theomnestus	Against Theomnestus 1			group of literary works	4	Lysias was a forensic orator, and his works, including 'Against Theomnestus', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg034	Lysias	-409	Against Subversion of the Ancestral Constitution	Against The Subversion of the Ancestral Constitution			oration, literary work	4	Lysias was a forensic orator, and his works, including 'Against Subversion of the Ancestral Constitution', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg018	Lysias	-409	On The Property Of Eraton	On The Property Of The Brother Of Nicias: Peroration			literary work, oration	4	Lysias was a forensic orator, and his works, including 'On The Property Of Eraton', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0540.tlg033	Lysias	-409	Olympiacos	Olympic Oration			oration, literary work	4	Lysias was a forensic orator, and his works, including 'Olympiacos', are legal orations that invoke specific contemporary laws or legal procedures.
tlg0548.tlg002	Apollodorus	-165	Epitome	Epitome			epitome, written work	1	Apollodorus' 'Epitome' is a mythological compilation, drawing from mythic narratives.
tlg0557.tlg001	Epictetus	85	All the works of Epictetus which are now extant	The Discourses of Epictetus			version, edition or translation, editorial collection	3	Epictetus' works are philosophical treatises, providing contemporary documentation of philosophical thought and social norms.
tlg0557.tlg002	Epictetus	85	Enchiridion of Epictetus	The Enchiridion	philosophy		literary work	3	Epictetus' 'Enchiridion' is a philosophical treatise, providing contemporary documentation of philosophical thought and social norms.
tlg0557.tlg003a	Epictetus	85	All the works of Epictetus which are now extant	Fragments			version, edition or translation, editorial collection	3	Epictetus' works are philosophical treatises, providing contemporary documentation of philosophical thought and social norms.
tlg0627.tlg009	Hippocrates	-465	On fractures	On Fractures			written work	3	Hippocrates' 'On fractures' is a medical text, providing contemporary documentation of medical practices and knowledge.
tlg0627.tlg001	Hippocrates	-465	On Ancient Medicine	Ancient Medicine	treatise, scientific literature		written work	3	Hippocrates' 'On Ancient Medicine' is a medical treatise, providing contemporary documentation of medical practices and knowledge.
tlg0627.tlg006	Hippocrates	-465	Epidemics	Epidemics I and III			written work	3	Hippocrates' 'Epidemics' is a medical text, providing contemporary documentation of medical observations and practices.
tlg0627.tlg030	Hippocrates	-465	On fistulae	On Fistulae			written work	3	Hippocrates' 'On fistulae' is a medical text, providing contemporary documentation of medical practices and knowledge.
tlg0627.tlg012	Hippocrates	-465	Aphorisms	Aphorisms			written work	3	Hippocrates' 'Aphorisms' are medical texts, providing contemporary documentation of medical principles and observations.
tlg0627.tlg013	Hippocrates	-465	Hippocratic Oath	Oath			written work, vow	3	The Hippocratic Oath is a medical text, providing contemporary documentation of ethical standards in medicine.
tlg0627.tlg014	Hippocrates	-465	Law	The Law			written work	3	Hippocrates' 'Law' is a medical text, providing contemporary documentation of medical principles and ethics.
tlg0627.tlg003	Hippocrates	-465	Prognostic	The Book of Prognostics			written work	3	Hippocrates' 'Prognostic' is a medical text, providing contemporary documentation of medical diagnostic practices.
tlg0627.tlg004	Hippocrates	-465	Regimen in acute diseases	On Regimen in Acute Diseases			written work	3	Hippocrates' 'Regimen in acute diseases' is a medical text, providing contemporary documentation of medical treatment practices.
tlg0627.tlg027	Hippocrates	-465	On the Sacred Disease	On the Sacred Disease			treatise	3	Hippocrates' 'On the Sacred Disease' is a medical treatise, providing contemporary documentation of medical understanding of epilepsy.
tlg0627.tlg010	Hippocrates	-465	The Art	On the Articulations			written work	3	Hippocrates' 'The Art' is a medical text, providing contemporary documentation of medical principles and practices.
tlg0627.tlg029	Hippocrates	-465	Haemorrhoids	On Hemorrhoids			written work	3	Hippocrates' 'Haemorrhoids' is a medical text, providing contemporary documentation of medical treatment practices.
tlg0627.tlg051	Hippocrates	-465	Precepts	Precepts			written work	3	Hippocrates' 'Precepts' are medical texts, providing contemporary documentation of medical principles and ethics.
tlg0627.tlg007	Hippocrates	-465	The Heart	On Injuries of the Head			written work	3	Hippocrates' 'The Heart' is a medical text, providing contemporary documentation of anatomical and physiological understanding.
tlg0627.tlg002	Hippocrates	-465	Air, Waters, and Places	Airs Waters Places			literary work	3	Hippocrates' 'Air, Waters, and Places' is a medical treatise offering contemporary observations.
tlg0627.tlg008	Hippocrates	-465	On the Sacred Disease	On the Surgery			treatise	3	Hippocrates' 'On the Sacred Disease' is a medical treatise offering contemporary observations.
tlg0627.tlg046	Hippocrates	-465	Instruments of reduction	Nutrimen			written work	3	Hippocrates' 'Instruments of reduction' is a medical treatise offering contemporary observations.
tlg0627.tlg028	Hippocrates	-465	Air, Waters, and Places	On Ulcers			literary work	3	Hippocrates' 'Air, Waters, and Places' is a medical treatise offering contemporary observations.
tlg0627.tlg011	Hippocrates	-465	Epidemics	Mochlicus			written work	3	Hippocrates' 'Epidemics' is a medical treatise offering contemporary observations.
tlg0719.tlg002	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Causes and Symptoms of Chronic Diseases			written work	3	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.
tlg0719.tlg001	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Causes and Symptoms of Acute Diseases			written work	3	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.
tlg0719.tlg004	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Cure of Chronic Diseases			written work	3	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.
tlg0719.tlg003	Aretaeus of Cappadocia	135	On the causes and signs of acute and chronic diseases	On the Therapeutics of Acute Diseases			written work	3	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.
tlg1216.tlg001	Barnabas	36	Epistle of Barnabas	The Epistle of Barnabas	apocryphal epistle		letter, New Testament apocrypha	3	The Epistle of Barnabas is an early Christian text providing contemporary documentation of beliefs and practices.
tlg1271.tlg001	Clement of Rome	88		The First Epistle of Clement to the Corinthians				3	Clement of Rome's writings are early Christian texts providing contemporary documentation of beliefs and practices.
tlg1271.tlg002	Clement of Rome	88		The Second Epistle of Clement to the Corinthians				3	Clement of Rome's writings are early Christian texts providing contemporary documentation of beliefs and practices.
tlg1419.tlg001	Hermas	150	The Shepherd of Hermas	The Shepherd of Hermas			literary work, New Testament apocrypha	3	The Shepherd of Hermas is an early Christian text providing contemporary documentation of beliefs and practices.
tlg1443.tlg001	Ignatius of Antioch	70	Epistle of Ignatius to the Trallians	Epistles	epistle		written work	3	Ignatius of Antioch's epistles are early Christian texts providing contemporary documentation of beliefs and practices.
tlg1622.tlg001	Polycarp	105	Epistle of Polycarp to the Philippians	The Epistle to the Philippians of Saint Polycarp		letter	written work	3	Polycarp's epistle is an early Christian text providing contemporary documentation of beliefs and practices.
tlg1799.tlg001	Euclid	-298	Elements	The Thirteen Books of Euclid's Elements	treatise		written work, reference work	3	Euclid's 'Elements' is a mathematical treatise, documenting contemporary scientific knowledge.
