file_id	perseus_id	perseus_author	perseus_title	wikidata_work_id	wikidata_work_label	author_wikidata_id	author_impact_date	cliopatria_polity	genre	form_of_creative_work	instance_of	mentioned_polities_in_work	mentioned_polity_reasoning	mentioned_time_reference	mentioned_time_start_in_work	mentioned_time_end_in_work	mentioned_time_reasoning	main_language	editors	pub_date	n_words	n_characters	n_pages	file_path	selected_english_translation	historian	author_code	languages	wikidata_author_in_db	confidence	description	occupations	birthdate	deathdate	impact_date_precision
tlg0007.tlg129.perseus-eng3	tlg0007.tlg129	Plutarch	Whether land or sea animals are cleverer	Q135447093	Numa	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	novel, prose	literary work, translated work	Roman Empire; Classical Greek poleis	A dialogue comparing animal intelligence, using examples from across the Greco-Roman world.	contemporary	70	100	The dialogue is set among Plutarch's contemporaries and uses contemporary anecdotes.	English	Harold Cherniss; William C. Helmbold	1957	30544	173984	122	tlg0007/tlg129/tlg0007.tlg129.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; ita; fre; spa	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg121.perseus-eng3	tlg0007.tlg121	Plutarch	The Lives of the Ten Orators	Q20552324	Life of Otho	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Classical Athens	Biographies of the ten canonical Attic orators who shaped Athenian political life.	past	-480	-300	Covers the lives of orators from Antiphon to Dinarchus, spanning the 5th and 4th centuries BCE.	English	William Clark Helmbold	1936	18501	107526	74	tlg0007/tlg121/tlg0007.tlg121.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg071.perseus-eng3	tlg0007.tlg071	Plutarch	How a Man May Become Aware of His Progress in Virtue	Q135447093	Numa	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	novel, prose	literary work, translated work	Roman Empire	An ethical essay addressed to a contemporary Roman friend (Sosius Senecio) regarding moral self-improvement.	contemporary	90	110	Reflects the social and philosophical environment of Plutarch's own era in the late 1st/early 2nd century CE.	English	Frank Cole Babbitt	1927	9454	53257	38	tlg0007/tlg071/tlg0007.tlg071.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg122.perseus-eng3	tlg0007.tlg122	Plutarch	Summary of a Comparison Between Aristophanes and Menander	Q135447093	Numa	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	novel, prose	literary work, translated work	Classical Athens; Hellenistic Athens	A literary comparison between the Old Comedy of Aristophanes and the New Comedy of Menander.	past	-446	-290	Spans from the career of Aristophanes (mid-5th c. BCE) to the death of Menander (early 3rd c. BCE).	English	Harold North Fowler	1936	1588	9442	6	tlg0007/tlg122/tlg0007.tlg122.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg094.perseus-eng3	tlg0007.tlg094	Plutarch	On Moral Virtue	Q87196822	De virtute morali	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A philosophical essay on ethics, drawing on the traditions of the Academy and Peripatetics.	mixed	-380	100	Draws on Platonic and Aristotelian foundations (-380) applied to Plutarch's contemporary Roman context.	English	William Clark Helmbold	1939	10570	61437	42	tlg0007/tlg094/tlg0007.tlg094.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg084b.perseus-eng3	tlg0007.tlg084b	Plutarch	The Greek Questions	Q87196154	Quaestiones Graecae	Q41523	75	Roman Empire;(Roman Empire)			literary work	Archaic Greek poleis; Classical Greek poleis	An antiquarian work explaining the origins of obscure customs and names across various Greek cities.	past	-800	-300	Focuses on the origins of customs from the Archaic period through the Classical era.	English	Frank Cole Babbitt	1936	10275	59582	41	tlg0007/tlg084b/tlg0007.tlg084b.perseus-eng3.xml	1	1	tlg0007	grc; xgreek; eng; lat; deu; ita	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg106.perseus-eng2	tlg0007.tlg106	Plutarch	How a Man May Inoffensively Praise Himself Without Being Liable to Envy	Q135447093	Numa	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	novel, prose	literary work, translated work	Roman Empire; Classical Greek poleis	An ethical treatise on social conduct, using historical examples from Greece and Rome to advise contemporaries.	mixed	-500	100	Uses historical exempla from the 5th century BCE onwards to address contemporary Roman social etiquette.	English	William W. Goodwin; P. Lancaster	1874	6118	35719	24	tlg0007/tlg106/tlg0007.tlg106.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	82	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg091.perseus-eng3	tlg0007.tlg091	Plutarch	The Oracle at Delphie no Longer Given in Verse	Q5393672	On the E at Delphi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A Pythian dialogue set in Plutarch's own time discussing the history and decline of the Delphic oracle.	mixed	-600	110	Discusses the oracle's history from the Archaic period through to Plutarch's contemporary era (c. 110 CE).	English	Frank Cole Babbitt	1936	12862	73620	51	tlg0007/tlg091/tlg0007.tlg091.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	81	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg079.perseus-eng3	tlg0007.tlg079	Plutarch	The Dinner of the Seven Wise Men	Q87207955	Life of Theseus	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Archaic Greek poleis	A fictionalized symposium featuring the Seven Sages of Greece in the 6th century BCE.	past	-600	-560	Set during the lifetime of the Seven Sages, specifically around the early 6th century BCE.	English	Frank Cole Babbitt	1928	16035	89002	64	tlg0007/tlg079/tlg0007.tlg079.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	81	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg074.perseus-eng3	tlg0007.tlg074	Plutarch	Chance	Q56563197	Del mangiare carne	Q41523	75	Roman Empire;(Roman Empire)			version, edition or translation	Roman Empire; Classical Greek poleis	A philosophical essay (De fortuna) using historical exempla from both Greek and Roman history.	mixed	-500	100	Draws on historical examples from the Classical period through to the early Roman Empire.	English	Frank Cole Babbitt	1928	2353	13465	9	tlg0007/tlg074/tlg0007.tlg074.perseus-eng3.xml	1	1	tlg0007	eng; lat; grc	Plutarch	81	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg138.perseus-eng2	tlg0007.tlg138	Plutarch	Of common conceptions, against the Stoics	Q5407883	Against Colotes	Q41523	75	Roman Empire;(Roman Empire)			literary work	Hellenistic Greek philosophical schools	A polemical work attacking Stoic doctrines, primarily referencing Hellenistic philosophical developments.	past	-300	-100	Focuses on the doctrines of Chrysippus and other early Stoics from the 3rd and 2nd centuries BCE.	English	William W. Goodwin; Samuel White	1874	19085	106617	76	tlg0007/tlg138/tlg0007.tlg138.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	81	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg085.perseus-eng3	tlg0007.tlg085	Plutarch	Greek and Roman Parallel Stories	Q842337	Parallel Lives	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Classical Greek poleis; Roman Republic	A collection of short historical or mythical parallels (Parallela Minora) between Greek and Roman figures.	past	-800	-31	Covers legendary and historical events from the founding of Rome and early Greece to the end of the Republic.	English	Frank Cole Babbitt	1936	8902	51817	36	tlg0007/tlg085/tlg0007.tlg085.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	80	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg113.perseus-eng2	tlg0007.tlg113	Plutarch	Of Love	Q11850689	Life of Alexander the Great	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire	The Amatorius is a dialogue set in Plutarch's own time during a festival at Thespiae.	contemporary	70	100	Set during Plutarch's adulthood in the late 1st century CE.	English	William W. Goodwin; John Philips	1874	19327	109618	77	tlg0007/tlg113/tlg0007.tlg113.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	80	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg092.perseus-eng3	tlg0007.tlg092	Plutarch	The Obsolesence of Oracles	Q87208371	Life of Pericles	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire; Classical Greek poleis	A dialogue set in Delphi during Plutarch's time discussing the historical decline of oracles.	mixed	-500	83	The dialogue is set in 83 CE but discusses the history of oracles dating back to the Classical period.	English	Frank Cole Babbitt	1936	23119	130480	92	tlg0007/tlg092/tlg0007.tlg092.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	80	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg108.perseus-eng2	tlg0007.tlg108	Plutarch	Of Fate	Q11850689	Life of Alexander the Great	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire	A philosophical treatise on the nature of fate, likely written for a contemporary audience.	contemporary	100	100	A philosophical essay reflecting the intellectual climate of the early 2nd century CE.	English	William W. Goodwin; A. G.	1874	5475	30403	22	tlg0007/tlg108/tlg0007.tlg108.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	80	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg127.perseus-eng3	tlg0007.tlg127	Plutarch	On the Principle of Cold	Q5475847	On the Malice of Herodotus	Q41523	75	Roman Empire;(Roman Empire)	literary criticism		literary work	Roman Empire	A scientific/philosophical inquiry into the nature of cold, addressed to a contemporary peer.	contemporary	100	100	A technical treatise written during Plutarch's floruit in the Roman Empire.	English	Harold Cherniss and William C. Helmbold	1957	9221	52236	37	tlg0007/tlg127/tlg0007.tlg127.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	79	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg134.perseus-eng2	tlg0007.tlg134	Plutarch	Concerning the procreation of the soul as discoursed in Timaeus	Q110253755	Isaeus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens	A commentary on Plato's Timaeus, focusing on the philosophical world of 4th-century BCE Athens.	past	-360	-347	Analyzes Plato's late dialogue, written in the mid-4th century BCE.	English	William W. Goodwin; John Philips	1874	13590	78871	54	tlg0007/tlg134/tlg0007.tlg134.perseus-eng2.xml	1	1	tlg0007	eng; grc; deu	Pseudo-Plutarch	79	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg136.perseus-eng2	tlg0007.tlg136	Plutarch	The contradictions of the Stoics	Q19239227	Life of Themistocles	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Hellenistic Greek philosophical schools	A critique of the internal inconsistencies in the writings of early Stoic philosophers.	past	-300	-200	Focuses on the works of Zeno, Cleanthes, and Chrysippus from the 3rd century BCE.	English	William W. Goodwin; E. Smith	1878	16600	93662	66	tlg0007/tlg136/tlg0007.tlg136.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	79	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg096.perseus-eng3	tlg0007.tlg096	Plutarch	On Tranquillity of Mind	Q87196832	De tranquillitate animi	Q41523	75	Roman Empire;(Roman Empire)	treatise		literary work	Roman Empire	A moral essay written to a friend (Paccius) regarding mental well-being in the contemporary Roman world.	contemporary	100	100	Written as a personal letter/treatise during the early 2nd century CE.	English	William Clark Helmbold	1939	11948	67945	48	tlg0007/tlg096/tlg0007.tlg096.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	78	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg076.perseus-eng3	tlg0007.tlg076	Plutarch	A letter of Condolence to Apollonius	Q87208828	Life of Cimon	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire	A letter of consolation to a contemporary individual, Apollonius, on the death of his son.	contemporary	100	100	A contemporary social and philosophical document from the Roman Imperial period.	English	Frank Cole Babbitt	1928	15614	86521	62	tlg0007/tlg076/tlg0007.tlg076.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	78	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg095.perseus-eng3	tlg0007.tlg095	Plutarch	On the Control of Anger	Q87208851	Life of Lysander	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire	A dialogue between contemporary characters (Fundanus and Sulla) on managing temper.	contemporary	90	110	Features Plutarch's contemporaries in the Roman administrative and intellectual circles.	English	William Clark Helmbold	1939	10830	60777	43	tlg0007/tlg095/tlg0007.tlg095.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	78	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg025.perseus-eng2	tlg0007.tlg025	Plutarch	Marcus Cato	Q11889950	Amatorius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Middle Roman Republic	The biography of Marcus Porcius Cato (Cato the Elder), the Roman statesman.	past	-234	-149	Covers the lifetime of Cato the Elder from his birth in -234 to his death in -149.	English	Bernadotte Perrin	1914	11945	66405	48	tlg0007/tlg025/tlg0007.tlg025.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg103.perseus-eng2	tlg0007.tlg103	Plutarch	Of the Love of Wealth	Q5475847	On the Malice of Herodotus	Q41523	75	Roman Empire;(Roman Empire)	literary criticism		literary work	Roman Empire; Classical Greek poleis	A moral essay using exempla from both the Greek past and the contemporary Roman world to discuss avarice.	mixed	-500	100	Draws on historical anecdotes from the Classical period through Plutarch's own era (c. 100 CE).	English	William W. Goodwin; John Patrick	1874	3842	21428	15	tlg0007/tlg103/tlg0007.tlg103.perseus-eng2.xml	1	1	tlg0007	grc; eng; lat	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg105.perseus-eng2	tlg0007.tlg105	Plutarch	Of Envy and Hatred	Q110502329	Parallel lives of Timoleon and Aemilius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A philosophical treatise comparing envy and hatred using historical and contemporary examples.	mixed	-500	100	Uses exempla spanning from the Classical Greek era to the author's contemporary Roman context.	English	William W. Goodwin; P. Lancaster	1874	1447	8227	6	tlg0007/tlg105/tlg0007.tlg105.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg114.perseus-eng3	tlg0007.tlg114	Plutarch	Love Stories	Q11889950	Amatorius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Greek poleis; Hellenistic kingdoms	A collection of tragic and romantic tales primarily set in the Greek world of the past.	past	-700	-100	Narrates legendary and historical love stories from the Archaic through Hellenistic periods.	English	Harold North Fowler	1936	2844	16205	11	tlg0007/tlg114/tlg0007.tlg114.perseus-eng3.xml	1	1	tlg0007	grc; lat; eng	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg075.perseus-eng3	tlg0007.tlg075	Plutarch	Virtue and Vice	Q87195456	De virtute et vitio	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A short moral discourse contrasting virtue and vice through various historical anecdotes.	mixed	-500	100	Spans from the Classical Greek period to the author's own time in the early Roman Empire.	English	Frank Cole Babbitt	1928	1138	6532	5	tlg0007/tlg075/tlg0007.tlg075.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg081.perseus-eng3	tlg0007.tlg081	Plutarch	Sayings of Kings and Commanders	Q110543293	Parallel lives of Agis and Cleomenes	Q41523	75	Roman Empire;(Roman Empire)			literary work	Achaemenid Empire; Classical Greek poleis; Macedonian Empire; Roman Republic; Roman Empire	A vast collection of apophthegms from diverse rulers and generals across Mediterranean history.	past	-559	14	Covers figures from Cyrus the Great (-559) to the Emperor Augustus (14 CE).	English	Frank Cole Babbitt	1931	36457	205655	146	tlg0007/tlg081/tlg0007.tlg081.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg100.perseus-eng3	tlg0007.tlg100	Plutarch	Whether the Affections of the Soul are Worse Than Those of the Body	Q20552324	Life of Otho	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire	A philosophical comparison of mental and physical suffering, largely contemporary in its ethical focus.	contemporary	46	119	Reflects the philosophical and medical discourse of Plutarch's own lifetime.	English	William Clark Helmbold	1939	1804	10494	7	tlg0007/tlg100/tlg0007.tlg100.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg137.perseus-eng2	tlg0007.tlg137	Plutarch	A breviate of a discourse, showing that the Stoics speak greater improbabilities than the poets	Q87209759	Life of Dion	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Greek philosophical tradition (pan-Hellenic)	A polemical work critiquing Stoic paradoxes relative to poetic myths.	past	-300	100	Engages with Stoic doctrine from its Hellenistic origins through its Roman-era developments.	English	William W. Goodwin; William Baxter	1874	832	4773	3	tlg0007/tlg137/tlg0007.tlg137.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	77	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg126.perseus-eng3	tlg0007.tlg126	Plutarch	Concerning the Face which Appears in the Orb Of the Moon	Q87208469	Life of Timoleon	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire; Greek philosophical tradition (pan-Hellenic)	A dialogue on lunar physics and myth set among Plutarch's contemporaries.	contemporary	70	120	A contemporary dialogue reflecting the scientific and religious thought of the late 1st century CE.	English	Harold Cherniss; William C. Helmbold	1957	47405	268733	190	tlg0007/tlg126/tlg0007.tlg126.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; fre	Plutarch	75	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg097.perseus-eng3	tlg0007.tlg097	Plutarch	On Brotherly Love	Q5393672	On the E at Delphi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	An essay on sibling relationships using historical examples like the Diadochi and Roman families.	mixed	-500	100	Draws on historical examples from the Classical era to the author's contemporary Roman society.	English	W. C. Helmbold	1939	12503	81258	50	tlg0007/tlg097/tlg0007.tlg097.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	75	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg093.perseus-eng3	tlg0007.tlg093	Plutarch	Can Virtue Be Taught?	Q87195456	De virtute et vitio	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Greek poleis	A philosophical inquiry into the nature of virtue, heavily citing Classical Greek thinkers.	past	-450	-300	Focuses on the pedagogical debates of the Sophists and Socratic schools in the 5th-4th centuries BCE.	English	William Clark Helmbold	1939	1594	9111	6	tlg0007/tlg093/tlg0007.tlg093.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	75	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg088.perseus-eng3	tlg0007.tlg088	Plutarch	Were the Athenians More Famous in War or in Wisdom?	Q11893746	De fraterno amore	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens	A declamation comparing the military and intellectual achievements of Athens.	past	-490	-322	Focuses on the golden age of Athens from the Persian Wars to the death of Demosthenes.	English	Frank Cole Babbitt	1936	5239	31153	21	tlg0007/tlg088/tlg0007.tlg088.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	75	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg130.perseus-eng3	tlg0007.tlg130	Plutarch	Beasts are rational	Q87195448	De recta ratione audiendi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Mythological Greece (Odyssey)	A humorous dialogue between Odysseus and one of Circe's pigs (Gryllus).	past	-1200	-1200	Set in the mythological timeframe of the aftermath of the Trojan War.	English	Harold Cherniss; William C. Helmbold	1957	7104	40346	28	tlg0007/tlg130/tlg0007.tlg130.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	75	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg119.perseus-eng3	tlg0007.tlg119	Plutarch	On Monarchy, Democracy, and Oligrachy	Q98582179	De amore	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Greek poleis; Roman Empire	A political treatise comparing forms of government using historical and contemporary frameworks.	mixed	-500	100	Analyzes Greek political theory and its application within the context of the Roman Empire.	English	Harold North Fowler	1936	970	5770	4	tlg0007/tlg119/tlg0007.tlg119.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	74	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg069.perseus-eng3	tlg0007.tlg069	Plutarch	On Listening to Lectures	Q135447113	Lycurgus	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	prose, novel	translated work, literary work	Roman Empire	Advice for young students on how to benefit from philosophical lectures in the Imperial era.	contemporary	70	120	Addresses the educational practices and social environment of Plutarch's own time.	English	Frank Cole Babbitt	1927	8977	51274	36	tlg0007/tlg069/tlg0007.tlg069.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	74	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg117.perseus-eng3	tlg0007.tlg117	Plutarch	Whether an Old Man Should Engage in Public Affairs	Q87210075	Life of Agis	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Roman Empire; Classical Greek poleis	An essay encouraging elderly men to remain active in civic life, citing many historical precedents.	mixed	-600	100	Uses examples from Solon and Sophocles to contemporary Roman statesmen of the 1st century CE.	English	Harold North Fowler	1936	11635	65051	47	tlg0007/tlg117/tlg0007.tlg117.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	73	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg083.perseus-eng3	tlg0007.tlg083	Plutarch	Bravery of Women	Q87210373	Life of Pompey	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Classical Greek poleis; Achaemenid Empire; Roman Republic; Hellenistic Kingdoms	This collection of anecdotes documents the heroic deeds of women across various Greek cities, Persia, and Rome.	past	-600	-100	The anecdotes span from the archaic period through the Hellenistic era, focusing on historical and legendary examples prior to Plutarch's time.	English	Frank Cole Babbitt	1931	16143	91440	65	tlg0007/tlg083/tlg0007.tlg083.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	73	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg070.perseus-eng3	tlg0007.tlg070	Plutarch	How to Tell a Flatterer from a Friend	Q56563399	Il volto della luna	Q41523	75	Roman Empire;(Roman Empire)			version, edition or translation	Roman Empire; Classical Greek poleis	A moral essay addressed to a Roman friend (Philopappus) using Greek philosophical and historical examples.	mixed	-400	100	Combines contemporary social advice for the Roman elite with historical exempla from the Greek past.	English	Frank Cole Babbitt	1927	20271	114863	81	tlg0007/tlg070/tlg0007.tlg070.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	73	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg082.perseus-eng3	tlg0007.tlg082	Plutarch	Sayings of Spartans	Q87209824	Life of Aratus	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Classical Sparta; Archaic Sparta	A collection of apophthegms specifically documenting the speech and customs of Spartan men.	past	-800	-200	Covers the traditional range of Spartan history from the Lycurgan reforms to the end of Spartan independence.	English	Frank Cole Babbitt	1931	27406	153052	110	tlg0007/tlg082/tlg0007.tlg082.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; fre; deu	Plutarch	73	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg141.perseus-eng2	tlg0007.tlg141	Plutarch	Whether 'Twere Rightly Said, Live Concealed	Q56503174	Lives. Caesar	Q41523	75	Roman Empire;(Roman Empire)			version, edition or translation	Greek philosophical tradition (pan-Hellenic)	A polemic against the Epicurean maxim, focusing on Greek philosophical schools.	past	-300	100	Engages with Epicurean thought (founded c. -306) and its reception up to Plutarch's own era.	English	William W. Goodwin; Charles Whitaker	1874	2400	13689	10	tlg0007/tlg141/tlg0007.tlg141.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	73	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
