rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0007.tlg013.perseus-eng2::6	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	general	implied	general	The word 'general' implies a military occupation; the masculine name 'Terentius' and 'his' imply male sex.
tlg0007.tlg013.perseus-eng2::7	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	young man of the patrician order	The words 'young man' state male sex. 'Patrician order' is a social class, but the verbatim does not define its ancestry or wealth lexicon.
tlg0007.tlg013.perseus-eng2::9	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	vestal virgins	The word 'virgins' and the reflexive 'herself' imply female sex. The status of a Vestal implies free status.
tlg0007.tlg013.perseus-eng2::10	unspecified	unspecified	unspecified	unspecified	enslaved	stated	foreign	stated	non_resident	implied	unspecified	unspecified	unspecified	unspecified	Tarentines	The text states they were 'sold into slavery' (enslaved) and were 'Tarentines' (foreign ancestry relative to Rome, non-residents of the ruling city).
tlg0007.tlg013.perseus-eng2::11	male	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	consul	The words 'father' and 'his' imply male sex and adult age for the individuals described.
tlg0007.tlg013.perseus-eng2::12	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	officer	stated	officer	The verbatim refers to the subject as an 'officer' who has received a 'high office'; familial terms like 'parents' and 'children' describe the hierarchy but the rule applies to the office holder.
tlg0007.tlg013.perseus-eng2::14	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	pontifex maximus	stated	pontifex maximus	The verbatim names the occupation 'pontifex maximus' (High Priest). The masculine form and nature of the high priesthood in this context imply a free adult male.
tlg0007.tlg014.perseus-eng2::0	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men of the highest birth	The verbatim refers to 'men', implying male sex. Citizenship/freedom is implied by the context of ostracism, though ancestry is only hinted at by 'highest birth'.
tlg0007.tlg014.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	the city	The verbatim mentions enriching 'the city' with holidays, implying those resident in the city are the beneficiaries. No specific social category is named.
tlg0007.tlg014.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldiers	stated	captured soldiers	The verbatim explicitly names the group 'soldiers' (specifically 'captured soldiers'). No other demographic criteria are stated or lexically implied.
tlg0007.tlg017.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	the poor	The verbatim explicitly mentions 'the poor' and 'debtors', establishing low wealth status as the primary identifier.
tlg0007.tlg017.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	a people	The verbatim refers to 'a people' (the multitude) with the power to vote and ostracize, which lexically implies a body of free citizens.
tlg0007.tlg017.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	countrymen	The word 'countrymen' implies shared native ancestry/citizenship and horizontal social status among the free population.
tlg0007.tlg018.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	common people	The verbatim mentions 'one of the common people' rising in the assembly, but doesn't explicitly link demographic traits to the assistance rule itself.
tlg0007.tlg018.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	stated	foreign	stated	resident	implied	unspecified	unspecified	unspecified	unspecified	Sicilian Greeks	The verbatim specifies 'Sicilian Greeks' and 'free and independent citizens' as the target for land allotment in Syracuse.
tlg0007.tlg018.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Syracusan	The verbatim specifies 'any Syracusan who wished' may use the laws, implying native citizenship status.
tlg0007.tlg018.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	stated	unspecified	unspecified	unspecified	unspecified	general	stated	Corinthian	The verbatim mandates the general be a 'Corinthian', which in the context of Syracuse denotes a specific foreign (mother-city) ancestry.
tlg0007.tlg024.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	Archon Eponymous	stated	Pentacosiomedimni	The verbatim specifies the office 'Archon Eponymous' and the wealth class 'highest property assessments' (Pentacosiomedimni).
tlg0007.tlg024.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	men from great houses	The verbatim excludes 'poor men' and targets 'men from great houses' and those with 'reputation' or 'lineage', implying high wealth and status.
tlg0007.tlg024.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The verbatim uses the term 'citizen' for both the voter and the banished person, implying free status and native ancestry.
tlg0007.tlg024.perseus-eng2::3	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	stated	unspecified	unspecified	unspecified	unspecified	the man	The verbatim refers to 'the man' (sex=male) and his status as 'banished' (residence=non_resident) while retaining property income.
tlg0007.tlg024.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	unspecified	unspecified	any	stated	archons	stated	all the Athenians	The verbatim states archons be chosen from 'all the Athenians' and 'all classes', indicating an explicit 'any' for wealth.
tlg0007.tlg024.perseus-eng2::6	female	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	daughters	The verbatim names 'daughters' (sex; age) and notes the father 'did not leave even enough to pay for his funeral' (low wealth).
tlg0007.tlg028.perseus-eng2::0	male	implied	minor	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldiers	stated	young men	The verbatim specifies 'young men' (age=minor/early adult) and their role as 'soldiers' (occupation).
tlg0007.tlg028.perseus-eng2::1	male	implied	minor	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	consul	stated	young man	The verbatim describes a 'young man' who was 'not yet thirty years old' trying to enter the 'highest office' (consul).
tlg0007.tlg028.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	alien	The word 'alien' implies foreign ancestry; paying a tax and being 'haled away' in the city implies residence. No other axes are named.
tlg0007.tlg028.perseus-eng2::4	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	senator	stated	senate	The mention of 'purging the senate' and 'consular dignity' implies the subject is a male adult senator; 'free' status is lexically inherent to such high office.
tlg0007.tlg028.perseus-eng2::6	unspecified	unspecified	unspecified	unspecified	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	The verbatim states the condition 'born of free parents', which constrains ownership status.
tlg0007.tlg034.perseus-eng2::0	male	implied	adult	implied	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	kings	stated	kings	Kingship and 'ancient family' imply male, adult, free status and native ancestry. 'Kings' is the occupational label.
tlg0007.tlg034.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	'Citizen' lexically presupposes free ownership status; the verbatim does not name other criteria.
tlg0007.tlg034.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	wealthiest and greatest estates	The target is defined by having the 'wealthiest and greatest estates', implying high wealth.
tlg0007.tlg034.perseus-eng2::3	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	consul	stated	sons of consuls	Terms like 'sons of consuls' and candidates for 'consulship' imply male, adult, free individuals.
tlg0007.tlg037.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	luxurious livers	The text contrasts 'slight outlay' with 'large cost' for 'luxurious livers', implying high wealth.
tlg0007.tlg037.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	'Citizens' lexically presupposes free ownership status; no other axis is explicitly constrained by the text.
tlg0007.tlg037.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	country	The verbatim refers to individuals conferring power on their country but lacks specific demographic constraints for the elite group itself.
tlg0007.tlg046.perseus-eng2::0	male	implied	adult	implied	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	king	stated	king	The term 'king' lexically presupposes male, adult, and free status; 'Eurypontidae' and 'legitimate birth' imply native ancestry.
tlg0007.tlg046.perseus-eng2::1	male	implied	adult	implied	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	king	stated	king who was of legitimate birth and sound of limb	A 'king' of 'legitimate birth' implies male, adult, free, and native; 'sound of limb' adds a physical requirement.
tlg0007.tlg046.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	'Citizens' implies free status; 'those who had played the coward' specifies the legal condition, not a demographic axis.
tlg0007.tlg068.perseus-eng3::3	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	nobles	stated	nobles	'Nobles' implies high status and free ownership; 'nobles' is the occupational/class label used.
tlg0007.tlg069.perseus-eng3::0	male	implied	minor	implied	free	implied	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	young men of good family	'Young men' implies male sex and minor age (pre-toga); 'good family' and 'tutors' imply free status and high wealth.
tlg0007.tlg069.perseus-eng3::1	male	stated	adult	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	garb of a man	The 'garb of a man' and 'no longer subject to authority' state male sex and adult age; free status is lexically implied by the context of lectures.
tlg0007.tlg069.perseus-eng3::2	unspecified	unspecified	unspecified	unspecified	free	implied	foreign	stated	resident	stated	unspecified	unspecified	unspecified	unspecified	resident aliens	The verbatim states 'resident aliens', which implies free status, foreign ancestry, and residence.
tlg0007.tlg079.perseus-eng3::1	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The word 'slaves' lexically presupposes ownership status as enslaved; no other axis is named.
tlg0007.tlg080.perseus-eng3::0	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The word 'slaves' lexically presupposes ownership status as enslaved.
tlg0007.tlg080.perseus-eng3::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	holds no office	stated	he who holds no office	The verbatim states the occupation (or lack thereof) as the defining criterion: 'holds no office'.
tlg0007.tlg082.perseus-eng3::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Greek cities	The verbatim discusses treaties and military conquest of cities, but does not name or lexically imply specific criteria for individuals in this context.
tlg0007.tlg082.perseus-eng3::2	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Spartans	'Spartans' in this political context lexically implies native ancestry and free status; the text forbids 'menial calling' but doesn't state sex or age.
tlg0007.tlg082.perseus-eng3::3	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Helots	The term 'Helot' lexically presupposes a status of servitude/enslavement in the Spartan context given their role as an unfree labor class.
tlg0007.tlg082.perseus-eng3::5	female	stated	minor	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	maidens	The verbatim uses 'maidens', which states female sex and younger/minor age (pre-marriage).
tlg0007.tlg082.perseus-eng3::6	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the people	The verbatim refers broadly to 'the people' of the polity regarding currency use; it does not name specific sub-group criteria.
tlg0007.tlg082.perseus-eng3::7	male	implied	adult	implied	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	descended from Heracles	The verbatim names specific ancestry ('descended from Heracles'); 'men' and 'kingship' imply male sex, adult age, and free status.
tlg0007.tlg082.perseus-eng3::8	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	any	stated	unspecified	unspecified	citizens	'Citizens' implies free status. 'Equal share to all' states that wealth background does not matter (any wealth) for the distribution.
tlg0007.tlg082b.perseus-eng2::0	female	implied	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	high	implied	unspecified	unspecified	daughter of king Cleomenes	'Daughter' implies female sex; being the child of a 'king' implies native ancestry, free status, and high wealth/social standing.
tlg0007.tlg082b.perseus-eng2::1	female	stated	adult	implied	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Spartan women	The verbatim states 'women' (sex: female, age: adult) and specifies 'Spartan' (ancestry: native), implying free status.
tlg0007.tlg082b.perseus-eng2::3	female	stated	adult	implied	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	mother	'Mother' and 'she was of Sparta' implies female sex, adult age, native ancestry, and free status.
tlg0007.tlg082b.perseus-eng2::4	female	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	married woman	'Married woman' states female sex and implies adult age and free status; 'child' refers to an earlier stage of life.
tlg0007.tlg082b.perseus-eng2::5	female	implied	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim explicitly states the person is being 'sold as a slave'; 'woman' in the text implies female sex.
tlg0007.tlg088.perseus-eng3::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	choregoi	stated	choregoi	The term 'choregoi' states an occupation/role; the loss of 'estates' and 'livelihood' implies high wealth was a prerequisite.
tlg0007.tlg088.perseus-eng3::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	liberated every city	The text refers to the 'liberated' cities/allies receiving suffrage, implying they were of foreign (non-Athenian) ancestry.
tlg0007.tlg093.perseus-eng3::2	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The verbatim explicitly names 'slaves' (enslaved ownership status).
tlg0007.tlg109.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	Athenians	'Athenians' lexically implies free status and native ancestry; the context of political suspicion among fellow citizens implies residence.
tlg0007.tlg109.perseus-eng2::3	female	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	women	The verbatim states 'women', implying female sex, adult age, and free status in this public context.
tlg0007.tlg109.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	The verbatim explicitly names 'citizens', which lexically presupposes free status.
tlg0007.tlg122.perseus-eng3::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	theatres	The verbatim refers to public venues/discussions but doesn't name a category of persons with specific criteria beyond general participation.
tlg0007.tlg126.perseus-eng3::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	stated	unspecified	unspecified	served the god	stated	those who have served the god	The verbatim identifies their occupation ('served the god') and their choice to 'settle' (residing on the spot).
tlg0007.tlg126.perseus-eng3::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	served the god	stated	those who have served the god	The verbatim defines the group strictly by their occupation/service ('those who have served the god for the stint of thirty years').
tlg0007.tlg139.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The verbatim uses the word 'slaves', which lexically presupposes an enslaved ownership status; other groups ('rogues') are mentioned but the primary distinction is slavery.
tlg0007.tlg139.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	they that stand so well affected towards applause and fame	The verbatim describes individuals by their psychological disposition toward 'applause and fame' and their choice to decline 'magistrature', without naming demographic criteria.
tlg0007.tlg139.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	rich men	The verbatim explicitly names 'rich men' (and 'princes'), which directly states a high wealth criterion.
tlg0008.tlg001.perseus-eng2::2	female	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	woman	The verbatim explicitly states 'no woman is allowed', naming the sex criterion directly.
tlg0008.tlg001.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim uses the word 'slave', which lexically presupposes an enslaved ownership status; it contrasts them with 'citizens'.
tlg0008.tlg001.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The word 'slave' lexically presupposes ownership='enslaved'.
tlg0008.tlg001.perseus-eng2::6	female	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	women	The verbatim uses 'women', which lexically presupposes female sex.
tlg0008.tlg001.perseus-eng2::7	unspecified	unspecified	minor	stated	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	youth born of free parents	The verbatim states 'youth' (minor age) and 'free parents' (free ownership status) explicitly.
tlg0008.tlg001.perseus-eng2::8	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	every one	The verbatim uses 'every one' in the context of the phiditium; it does not name sex, age, or status within the quote itself.
tlg0008.tlg001.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	philosophers	stated	philosophers	The verbatim explicitly names the target group by their occupation, 'philosophers'.
tlg0010.tlg004.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	my father	The verbatim refers to a specific individual ('my father') and the city of 'Athens' but names no general categories.
tlg0010.tlg004.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	those who have served the state	The verbatim refers to individuals who have served as 'choregus and gymnasiarch and trierarch', but names no inherent demographic criteria.
tlg0010.tlg004.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	stated	unspecified	unspecified	unspecified	unspecified	you	The verbatim explicitly mentions the right to 'reside in the city' as part of the amnesty terms.
tlg0010.tlg004.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	those who are in straitened circumstances	The verbatim explicitly contrasts 'the wealthy' with 'those who are in straitened circumstances' (low wealth).
tlg0010.tlg004.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	all the rest	The verbatim refers to 'the men of the Piraeus' and 'all the rest', naming no general categorical criteria.
tlg0010.tlg006.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	resident	stated	unspecified	unspecified	unspecified	unspecified	alien residents	The verbatim explicitly uses 'alien residents', which states residence and implies foreign ancestry.
tlg0010.tlg006.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men who are childless	The verbatim uses 'men', which lexically presupposes male sex; it also specifies the condition of being 'childless'.
tlg0010.tlg010.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	priests	stated	priests	The verbatim explicitly names 'priests', identifying the group by occupation.
tlg0010.tlg010.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	priests	stated	priests	The verbatim explicitly names 'priests', identifying the group by occupation.
tlg0010.tlg010.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	resident	implied	unspecified	unspecified	soldier	stated	citizen fit for military service	The verbatim mentions 'citizen' (implied free/resident) and 'military service'/'devote themselves to arms', stating the occupation; sex and age aren't named, though military fitness is specified.
tlg0010.tlg010.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	same pursuits	stated	those who continually change their occupations	The verbatim states that individuals must 'always engage in the same pursuits' and not 'change their occupations', focusing entirely on the axis of occupation.
tlg0010.tlg010.perseus-eng2::5	male	stated	elder	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	older men	The verbatim explicitly names 'older men' for governance and 'younger' for study, directly stating factors of age and sex.
tlg0010.tlg011.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unourselves	The verbatim uses first-person plural ('ourselves', 'our duty') regarding public counsel; it does not name a specific categorical group or criteria for participation.
tlg0010.tlg011.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	any	stated	unspecified	unspecified	those who lack means and those who wish to enjoy the means which they possess	The text explicitly mentions both those who 'lack means' and those who are 'prosperous', implying the rule applies regardless of wealth ('any'); residence is implied by 'in their own cities'.
tlg0010.tlg011.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens by birth	The phrase 'citizens by birth' implies free status and explicitly states native ancestry. It contrasts them with 'aliens'.
tlg0010.tlg013.perseus-eng2::0	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	private life	stated	men in private life	The verbatim names 'men' (sex=male) and those in 'private life' (stating an occupational status/role), but provides no other criteria.
tlg0010.tlg014.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	The term 'citizens' lexically presupposes free ownership status. No other criteria are stated or implied by the text.
tlg0010.tlg014.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	political societies or unions	The verbatim addresses the associations themselves rather than specifying the criteria of the individuals within them.
tlg0010.tlg014.perseus-eng2::4	unspecified	unspecified	minor	implied	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	legitimate birth	The word 'children' implies minor age; 'progeny of legitimate birth' (as opposed to 'bastard') implies native ancestry and free status in this context of lineage.
tlg0010.tlg019.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	those who have a trierarchy imposed	An 'exchange of property' regarding a 'trierarchy' lexically implies high wealth, as it concerns the financing of a ship.
tlg0010.tlg019.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the accused	The verbatim refers to 'the accused', but does not provide criteria (sex, status, etc.) for who can be accused or defend themselves.
tlg0010.tlg019.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	the twelve hundred who pay the war-taxes	The mention of 'son' implies male sex for the group members; 'twelve hundred who pay war-taxes and bear liturgies' implies high wealth.
tlg0010.tlg019.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	those who have been compelled to get their livelihood from the city	The text identifies the beneficiaries as those 'compelled to get their livelihood from the city' and deprived of 'necessities', stating low wealth.
tlg0010.tlg019.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	others	The verbatim uses general terms like 'others' and 'friends' regarding legal disputes; it does not name specific categorical criteria.
tlg0014.tlg001.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	the well-to-do	The verbatim explicitly names 'the well-to-do' and references the 'wealth they so happily possess', stating high wealth.
tlg0014.tlg001.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	speaker	The verbatim refers to 'someone' or 'speaker' in an assembly set, but does not provide criteria for the individuals.
tlg0014.tlg001.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	statesmen	stated	statesmen	The verbatim explicitly names 'statesmen' (occupation) as the group owing an account of stewardship.
tlg0014.tlg001.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men of Athens	'Men of Athens' in this political context implies free status and native ancestry.
tlg0014.tlg010.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The word 'slave' lexically presupposes ownership='enslaved'; 'free man' is used as a contrast.
