rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0007.tlg017.perseus-eng2::0	tlg0007.tlg017.perseus-eng2	Plutarch	Comparison of Alcibiades and Coriolanus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Insolence towards poor debtors	The poor	The poor	['Wealth / Properties']	Protection from creditor harassment	Right to retain property	LESS	['And for this reason he was especially odious to the multitude in the disputes with the people concerning debts, because they saw that it was not for gain, but out of insolence and scorn, that he acted despitefully towards the poor.']	Wealth / Properties	The poor	out-group (deprived)
tlg0007.tlg018.perseus-eng2::0	tlg0007.tlg018.perseus-eng2	Plutarch	Timoleon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Colonial military assistance	Colonial citizens	Citizens	['Citizenship']	Right to military protection from the mother-city	Right to military protection	MORE	['But when the embassy arrived, the Corinthians, since they were wont to be ever solicitous for their colonial cities and for Syracuse in particular, and since by good fortune there was nothing in Greece at that time to disturb them, but they were enjoying peace and leisure, voted readily to give the assistance desired. And while they were seeking for a commander, and the magistrates were writing down the names of those in the city who were eager for the honour and proposing them for election, one of the common people rose to his feet and nominated Timoleon the son of Timodemus.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg024.perseus-eng2::0	tlg0007.tlg024.perseus-eng2	Plutarch	Aristides	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Archonship property qualification	The wealthy	The wealthy	['Wealth / Properties']	Eligibility for the archonship	Eligibility for public office	MORE	['his office of Archon Eponymous, which only he could hold who obtained it by lot from among the families carrying the highest property assessments (these were called Pentacosiomedimni, or Five-hundred-bushellers);']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0007.tlg024.perseus-eng2::1	tlg0007.tlg024.perseus-eng2	Plutarch	Aristides	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Ostracism targeted at elites	The nobility	Nobles	['Nobility', 'Wealth / Properties']	Protection from ostracism	Protection from arbitrary banishment	LESS	['for no poor men, but only men from great houses which incurred envy because of their family prestige, were liable to ostracism;', 'to banishment in ostracism every one was liable who was superior to the common run of men in reputation, or lineage, or eloquence.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg024.perseus-eng2::2	tlg0007.tlg024.perseus-eng2	Plutarch	Aristides	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Ostracism quorum and procedure	Citizens	Citizens	['Citizenship']	Right to vote in ostracism	Right to vote in the Ekklesia	MORE	['Each voter took an ostrakon, or potsherd, wrote on it the name of that citizen whom he wished to remove from the city, and brought it to a place in the agora which was all fenced about with railings. The archons first counted the total number of ostraka cast. For if the voters were less than six thousand, the ostracism was void.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg024.perseus-eng2::3	tlg0007.tlg024.perseus-eng2	Plutarch	Aristides	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Ostracized property retention	The wealthy	The wealthy	['Wealth / Properties']	Right to retain property income	Right to retain property	MORE	['Then they separated the names, and the man who had received the most votes they proclaimed banished for ten years, with the right to enjoy the income from his property.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0007.tlg024.perseus-eng2::5	tlg0007.tlg024.perseus-eng2	Plutarch	Aristides	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Universal eligibility for administration	Citizens	Citizens	['Citizenship']	Eligibility for the archonship	Eligibility for public office	MORE	['he introduced a decree that the administration of the city be the privilege of all classes, and that the archons be chosen from all the Athenians.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg028.perseus-eng2::0	tlg0007.tlg028.perseus-eng2	Plutarch	Titus Flamininus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Military training for young men	Minors	Minors	['Age']	Access to military education	Access to the gymnasium	MORE	['From his earliest years he was trained in the arts of war, since at that time Rome was carrying on many great contests and her young men from the very outset were taught by service as soldiers how to command soldiers.']	Age	Minors	out-group (deprived)
tlg0007.tlg028.perseus-eng2::1	tlg0007.tlg028.perseus-eng2	Plutarch	Titus Flamininus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Age requirements for Roman magistracies	Minors	Minors	['Age']	Eligibility for the consulship	Eligibility for public office	LESS	['But the tribunes Fulvius and Manius opposed his course, and said that it was a monstrous thing for a young man to force his way into the highest office contrary to the laws, before he had been initiated, as it were, into the first rites and mysteries of government. The senate, however, referred the matter to the votes of the people, and the people elected him consul along with Sextus Aelius, although he was not yet thirty years old.']	Age	Minors	out-group (deprived)
tlg0007.tlg028.perseus-eng2::2	tlg0007.tlg028.perseus-eng2	Plutarch	Titus Flamininus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Alien tax for non-citizen residents	Metics	Foreigners	['Citizenship', 'Freedom']	Exemption from metic tax	Exemption from taxes	LESS	['Xenocrates the philosopher, as the story runs, was once being haled away to prison by the tax-collectors for not having paid the alien’s tax, but was rescued out of their hands by Lycurgus the orator, who also visited the officials with punishment for their impudence.']	Citizenship	Foreigners	out-group (deprived)
tlg0007.tlg034.perseus-eng2::0	tlg0007.tlg034.perseus-eng2	Plutarch	Comparison of Lysander and Sulla	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Noble birth right to rule	Ancient family members	Nobles	['Nobility', 'Lineage']	Eligibility for kingship	Eligibility for public office	MORE	['And it seemed but natural justice, in a way, that the best of the best should rule in a city which had the leadership in Hellas by virtue of his excellence, and not of his noble birth. For just as a hunter looks for a dog, and not the whelp of a certain bitch, and a horseman for a horse, and not the foal of a certain mare (for what if the foal should prove to be a mule?), so the statesman makes an utter mistake if he enquires, not what sort of a man the ruler is, but from whom he is descended. And indeed the Spartans themselves deposed some of their kings, for the reason that they were not kingly men, but insignificant nobodies. And if vice, even in one of ancient family, is dishonourable, then it must be virtue itself, and not good birth, that makes virtue honourable.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg034.perseus-eng2::1	tlg0007.tlg034.perseus-eng2	Plutarch	Comparison of Lysander and Sulla	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Citizen sumptuary and marriage regulations	Citizens	Citizens	['Citizenship']	Freedom from lifestyle restrictions	Right to bodily autonomy	LESS	['But Sulla allowed neither the poverty of his youth to set bounds to his desire; nor the years of his old age, but continued to introduce marriage and sumptuary laws for the citizens, while he himself was living in lewdness and adultery, as Sallust says.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg034.perseus-eng2::2	tlg0007.tlg034.perseus-eng2	Plutarch	Comparison of Lysander and Sulla	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Confiscation of wealthy estates	The wealthy	The wealthy	['Wealth / Properties']	Right to retain property	Right to retain property	LESS	['In these courses he so mortgaged and emptied the city of her wealth that he sold to allied and friendly cities their freedom and independence for money, although he was daily confiscating and selling at public auction the wealthiest and greatest estates.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0007.tlg034.perseus-eng2::3	tlg0007.tlg034.perseus-eng2	Plutarch	Comparison of Lysander and Sulla	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Protection from arbitrary execution	Citizens	Citizens	['Citizenship']	Right to life during magistracy bids	Protection from capital punishment	LESS	['And it was no wonder that Sulla held sway, when such men as Glaucia and Saturninus drove such men as Metellus from the city, when sons of consuls were butchered in assemblies, when silver and gold purchased arms and men to wield them, and laws were enacted with fire and sword in defiance of all opposition. ...when Lucretius Ofella sued for the consulship as a reward for many great services, ordered him to be slain before his eyes, causing all men to regard him with fear and horror because of his murdering his dearest friends.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg037.perseus-eng2::0	tlg0007.tlg037.perseus-eng2	Plutarch	Comparison of Lucullus and Cimon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Aristocratic use of wealth for charitable sustenance	Nobles	Nobles	['Nobility', 'Wealth / Properties']	Right to distribute private wealth as public charity	Right to dispose of property	MORE	['Nor can the table of Cimon be likened to that of Lucullus; the one was democratic and charitable, the other sumptuous and oriental. The one, at slight outlay, gave daily sustenance to many; the other, at large cost, was prepared for a few luxurious livers. It may be said, indeed, that the difference in state was due to the difference in time.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg037.perseus-eng2::1	tlg0007.tlg037.perseus-eng2	Plutarch	Comparison of Lucullus and Cimon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Citizen right of ostracism	Citizens	Citizens	['Citizenship']	Power to exile political leaders	Political power	MORE	['Or perhaps this has its counterpart in the life of Cimon, for he was brought to trial by his fellow citizens and finally ostracised, in order that for ten years, as Plato says, they might not hear his voice. For aristocratic natures are little in accord with the multitude, and seldom please it, but by so often using force to rectify its aberrations, they vex and annoy it.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg037.perseus-eng2::2	tlg0007.tlg037.perseus-eng2	Plutarch	Comparison of Lucullus and Cimon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Elite eligibility for imperial command	Nobles	Nobles	['Nobility', 'Citizenship']	Eligibility for the supreme military command	Eligibility for public office	MORE	['And further, it was his country which conferred imperial power upon Lucullus, whereas Cimon conferred it upon his. The one added his foreign conquests to a country which already ruled her allies; the other found his country obeying others, and gave her command over her allies and victory over her foreign foes.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg046.perseus-eng2::2	tlg0007.tlg046.perseus-eng2	Plutarch	Comparison of Agesilaus and Pompey	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Protection from legal penalties (cowardice)	Spartan citizens	Spartans;Citizens	['Citizenship']	Protection from legal consequences of cowardice	Protection from legal prosecution	MORE	['On the other hand, when we consider the remedy which Agesilaüs applied to the perplexity of the state in dealing with those who had played the coward, after the disaster at Leuctra, when he urged that the laws should slumber for that day... But Agesilaüs, when he confronted the necessity of abrogating the laws in order to save his fellow-citizens, devised a way by which the citizens should not be harmed by the laws, nor the laws be abrogated to avoid such harm.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg068.perseus-eng3::3	tlg0007.tlg068.perseus-eng3	Plutarch	How the Young Man Should Study Poetry	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Noble immunity from physical punishment	Nobles	Nobles	['Nobility']	Protection from corporal punishment	Protection from corporal punishment	MORE	['Plutarch says (Moralia, 173 D) that Artaxerxes (Longhand) ordained that nobles who had offended should lay off their clothes, and their clothes should be scourged instead of their bodies.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg069.perseus-eng3::0	tlg0007.tlg069.perseus-eng3	Plutarch	On Listening to Lectures	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Release from tutor care	Young men of good family	Minors;Nobles;Men	['Age', 'Freedom']	Freedom from adult oversight	Right to bodily autonomy	MORE	['One can see in Terence, Andria, i. 1. 24, for example, how the young men of good family, suddenly released from the care of tutors by assuming the toga virilis, conventionally took up a more or less serious avocation.']	Age	Minors	out-group (deprived)
tlg0007.tlg069.perseus-eng3::1	tlg0007.tlg069.perseus-eng3	Plutarch	On Listening to Lectures	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Formal transition to manhood	Young men	Minors;Men	['Age']	Right to self-governance	Political power	MORE	['The discourse which I gave on the subject of listening to lectures I have written out and sent to you, my dear Nicander, so that you may know how rightly to listen to the voice of persuasion, now that you are no longer subject to authority, having assumed the garb of a man.']	Age	Minors	out-group (deprived)
tlg0007.tlg069.perseus-eng3::2	tlg0007.tlg069.perseus-eng3	Plutarch	On Listening to Lectures	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Naturalized citizen legal compliance	Resident aliens	Foreigners	['Citizenship']	Right to naturalized citizenship	Right to citizenship	MORE	['We may find a comparison in the case of newly naturalized citizens; those among them who were alien born and perfect strangers find fault with many of the things that are done, and are discontented; whereas those who come from the class of resident aliens, having been brought up under our laws and grown to be well acquainted with them, have no difficulty in accepting what devolves upon them and are content.']	Citizenship	Foreigners	out-group (deprived)
tlg0007.tlg079.perseus-eng3::1	tlg0007.tlg079.perseus-eng3	Plutarch	The Dinner of the Seven Wise Men	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Prohibition of slave drunkenness	Slaves	Slaves	['Freedom']	Right to consume alcohol	Right to drink wine	LESS	['Yes, said Aesop, that is because you have not yet written a law that slaves shall not get drunk, which would be a similar law to fit this case, as at Athens you wrote a law that slaves shall not have any love-affair and shall not rub down like athletes.']	Freedom	Slaves	out-group (deprived)
tlg0007.tlg080.perseus-eng3::0	tlg0007.tlg080.perseus-eng3	Plutarch	Superstition	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Slave master exchange demand	Slaves	Slaves	['Freedom']	Right to change masters	Right to bodily autonomy	MORE	['There is a law even for slaves who have given up all hope of freedom, that they may demand a sale, and thus exchange their present master for one more mild.']	Freedom	Slaves	out-group (deprived)
tlg0007.tlg080.perseus-eng3::3	tlg0007.tlg080.perseus-eng3	Plutarch	Superstition	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Non-office holder envy exemption	Private individuals	Citizens	['Occupation']	Protection from political envy	Protection from public libel	MORE	['nor of envy he who holds no office, nor of earthquake he who is in Gaul']	Occupation	Citizens	out-group (deprived)
tlg0007.tlg082.perseus-eng3::0	tlg0007.tlg082.perseus-eng3	Plutarch	Sayings of Spartans	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Metic exclusion from land ownership	Foreigners	Foreigners	['Citizenship', 'Freedom']	Right to own land	Right to own land	LESS	['Tissaphernes, at the outset, in fear of Agesilaus, made a treaty, agreeing that the king should leave him the Greek cities free and independent... invasive Phrygia; and having taken very many cities and a wealth of spoil, he said to his friends, To do wrong after making a treaty is impious, but to outwit the enemy is not only right and reputable, but also pleasant and profitable.']	Citizenship	Foreigners	out-group (deprived)
tlg0007.tlg082.perseus-eng3::3	tlg0007.tlg082.perseus-eng3	Plutarch	Sayings of Spartans	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Helot agricultural labor obligation	Helots	Slaves	['Freedom', 'Occupation']	Exemption from agricultural labor	Exemption from manual labor	LESS	['When someone inquired why they put their fields in the hands of the Helots, and did not take care of them themselves, he said, It was by not taking care of the fields, but of ourselves, that we acquired those fields.']	Freedom	Slaves	out-group (deprived)
tlg0007.tlg082.perseus-eng3::5	tlg0007.tlg082.perseus-eng3	Plutarch	Sayings of Spartans	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Female exercise requirement	Women	Women	['Gender']	Access to physical training	Access to the gymnasium	MORE	['When someone else desired to know why he instituted strenuous exercise for the bodies of the maidens in races and wrestling and throwing the discus and javelin, he said, So that the implanted stock of their offspring... may attain a noble growth.']	Gender	Women	out-group (deprived)
tlg0007.tlg082.perseus-eng3::7	tlg0007.tlg082.perseus-eng3	Plutarch	Sayings of Spartans	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Royal lineage succession	Agiads and Eurypontids	Kings;Nobles	['Nobility', 'Lineage']	Exclusive eligibility for kingship	Eligibility for public office	MORE	['that the citizens should take away the kingship from the Eurypontids and the Agiads and put it up for election, and make their choice from the best men, so that this high honour should belong not to those who were descended from Heracles, but to men like Heracles.']	Nobility	Nobles	in-group (privileged)
tlg0007.tlg082b.perseus-eng2::0	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Woman's right to influence political decisions	Women	Women	['Citizenship', 'Gender']	Influence over others	Political power	MORE	['Gorgo, daughter of king Cleomenes, when Aristagoras of Miletus was urging her father to enter upon the war against the Persian king in behalf of the Ionians, promising a vast sum of money, and, in answer to Cleomenes’ objections, making the amount larger and larger, said, Father, the miserable foreigner will be your ruin if you don’t get him out of the house pretty soon!']	Citizenship	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::0	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Woman's right to influence political decisions	Women	Women	['Citizenship', 'Gender']	Influence over others	Political power	MORE	['Gorgo, daughter of king Cleomenes, when Aristagoras of Miletus was urging her father to enter upon the war against the Persian king in behalf of the Ionians, promising a vast sum of money, and, in answer to Cleomenes’ objections, making the amount larger and larger, said, Father, the miserable foreigner will be your ruin if you don’t get him out of the house pretty soon!']	Gender	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::1	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Female domestic authority over husbands	Women	Women	['Citizenship', 'Gender']	Influence over others	Political power	MORE	['Being asked by a woman from Attica, Why is it that you Spartan women are the only women that lord it over your men, she said, Because we are the only women that are mothers of men.']	Citizenship	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::1	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Female domestic authority over husbands	Women	Women	['Citizenship', 'Gender']	Influence over others	Political power	MORE	['Being asked by a woman from Attica, Why is it that you Spartan women are the only women that lord it over your men, she said, Because we are the only women that are mothers of men.']	Gender	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::3	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Execution of cowards by mothers	Women	Women	['Citizenship']	Political power	Political power	MORE	['Damatria heard that her son had been a coward and unworthy of her, and when he arrived, she made away with him. This is the epigram Referring to her: Sinner against our laws, Damatrius, slain by his mother, Was of the Spartan youth; she was of Sparta too.']	Citizenship	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::4	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Marital fidelity through male mediation	Women	Women	['Gender', 'Lineage']	Right to autonomous sexual choice	Right to bodily autonomy	LESS	['A man sent to a Spartan woman to ask if she were inclined to look with favour upon seduction; she replied, When I was a child I learned to obey my father, and made that my practice. Then when I became a married woman, my husband took that place. So if the man’s proposal is honourable, let him lay the matter before my husband first.']	Gender	Women	out-group (deprived)
tlg0007.tlg082b.perseus-eng2::5	tlg0007.tlg082b.perseus-eng2	Plutarch	Sayings of Spartan Women	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Slave suicide to prevent degradation	Slaves	Slaves	['Freedom']	Protection from degrading treatment	Protection from corporal punishment	LESS	['Another who was being sold as a slave, when the crier inquired of her what she knew how to do, said, To be free. And when the purchaser ordered her to do something not fitting for a free woman, she said, You will be sorry that your meanness has cost you such a possession, and committed suicide.']	Freedom	Slaves	out-group (deprived)
tlg0007.tlg088.perseus-eng3::1	tlg0007.tlg088.perseus-eng3	Plutarch	Were the Athenians More Famous in War or in Wisdom?	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Choregoi obligation for festival funding	Wealthy citizens	The wealthy;Citizens	['Wealth / Properties']	Right to retain private wealth	Right to retain property	LESS	['The result for the defeated choregoi was to be held in contumely and ridicule; but to the victors belonged a tripod, which was, as Demetrius says, not a votive offering to commemorate their victory, but a last oblation of their wasted livelihood, an empty memorial of their vanished estates.', 'It was in reference to all this that a Spartan not ineptly remarked that the Athenians were making a great mistake in wasting their energies on amusements, that is to say, in lavishing on the theatre what would pay for great fleets and would support armies in the field.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0007.tlg088.perseus-eng3::3	tlg0007.tlg088.perseus-eng3	Plutarch	Were the Athenians More Famous in War or in Wisdom?	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Equal suffrage for liberated Greeks	Liberated Greek allies	Greeks;Citizens	['Citizenship']	Right to equal suffrage	Right to vote in the Ekklesia	MORE	['But while Timotheüs was freeing Euboea, and Chabrias with his fleet was fighting at Naxos, and Iphicrates near Lechaeum was cutting to pieces the Spartan division, and the Athenian people, having liberated every city, bestowed upon Greece equal suffrage with themselves, Isocrates sat at home remodelling a book with mere words.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg093.perseus-eng3::2	tlg0007.tlg093.perseus-eng3	Plutarch	Can Virtue Be Taught?	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Enforced slave blinding in Scythia	Slaves	Slaves	['Freedom']	Protection from physical mutilation	Protection from corporal punishment	LESS	['For the Scythians, as Herodotus says, blind their slaves that these may hand over the cream to themselves; but such a man as this gives Reason, like an eye, as it were, to the subservient and ancillary arts, while denying it to virtue.']	Freedom	Slaves	out-group (deprived)
tlg0007.tlg109.perseus-eng2::0	tlg0007.tlg109.perseus-eng2	Plutarch	A Discourse Concerning Socrates's Daemon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Metic exclusion from Boeotian interests	Metics	Foreigners	['Citizenship']	Freedom of political association	Political power	LESS	['Suppose us to be of this sort, and give us an account of the whole design, how from the very beginning it was carried on, what company you kept, and what particular discourse you had that day;—a thing so much desired, that I protest I would willingly go to Thebes to be informed, did not the Athenians already suspect me to lean too much to the Boeotian interest.']	Citizenship	Foreigners	out-group (deprived)
tlg0007.tlg109.perseus-eng2::3	tlg0007.tlg109.perseus-eng2	Plutarch	A Discourse Concerning Socrates's Daemon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Female exclusion from public spaces	Women	Women	['Gender']	Freedom of movement in public	Right to freedom of movement	LESS	['The women too, as soon as they were acquainted with the flying report, unmindful of the Boeotian strictness, ran out to one another, and enquired of every one they met how things went. Those that found their fathers or their husbands followed them; for the tears and prayers of the modest women were a very great incitement to all they met.']	Gender	Women	out-group (deprived)
tlg0007.tlg109.perseus-eng2::4	tlg0007.tlg109.perseus-eng2	Plutarch	A Discourse Concerning Socrates's Daemon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Citizen protection from summary execution	Citizens	Citizens	['Citizenship']	Right to a trial at law	Right to a legal trial	MORE	['What, said Theocritus, doth he not approve of our method No, I replied, he would have no citizens put to death without a trial at law; but if we would endeavor to free our country without slaughter and bloodshed, none would more readily comply; but since we slight his reasons and follow our own course, he desires to be excused, to be guiltless of the blood and slaughter of his citizens, and to be permitted to watch an opportunity when he may deliver his country according to equity and right.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg122.perseus-eng3::2	tlg0007.tlg122.perseus-eng3	Plutarch	Summary of a Comparison Between Aristophanes and Menander	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Banquet entertainment for the learned	The educated	The educated	['Education']	Right to banquet entertainment	Access to public honors	MORE	['He has made his poetry, of all the beautiful works Greece has produced, the most generally accepted subject in theatres, in discussions, and at banquets, for readings, for instruction, and for dramatic competitions.']	Education	The educated	in-group (privileged)
tlg0007.tlg126.perseus-eng3::2	tlg0007.tlg126.perseus-eng3	Plutarch	Concerning the Face which Appears in the Orb Of the Moon	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Right to return after service	Servants of Cronus	Priests	['Religion']	Right to return to homeland	Right to freedom of movement	MORE	['Nor do any others inhabit it but themselves and those who have been dispatched before them, for, while those who have served the god together for the stint of thirty years are allowed to sail off home, most of them usually choose to settle in the spot']	Religion	Priests	in-group (privileged)
tlg0007.tlg139.perseus-eng2::0	tlg0007.tlg139.perseus-eng2	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Citizen and free non-citizen protection from corporal punishment	Free men	Men;Citizens	['Citizenship', 'Freedom']	Protection from corporal punishment	Protection from corporal punishment	MORE	['Besides, there is no part of us proof against fire, sword, teeth, or scourges, or insensible of dolors and aches; yea, heats, colds, and fevers sink into all our parts alike. . . . For where are there any that are so long solaced with the conversation of friends as tyrants are racking and tormenting? . . . But now they tell us, nothing else can be so much as imagined, and nature hath no other place to bestow her good in but only that out of which her evil hath been driven; as Metrodorus speaks in his book against the Sophists. . . . Thus do Epicurus and Metrodorus, while they make avoiding of evil to be the very essence and consummation of good, and so receive but as it were the satisfaction of slaves or of rogues newly discharged the gaol, who are well enough contented if they may but wash and supple their sores and the stripes they received by whipping.']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg139.perseus-eng2::0	tlg0007.tlg139.perseus-eng2	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Citizen and free non-citizen protection from corporal punishment	Free men	Men;Citizens	['Citizenship', 'Freedom']	Protection from corporal punishment	Protection from corporal punishment	MORE	['Besides, there is no part of us proof against fire, sword, teeth, or scourges, or insensible of dolors and aches; yea, heats, colds, and fevers sink into all our parts alike. . . . For where are there any that are so long solaced with the conversation of friends as tyrants are racking and tormenting? . . . But now they tell us, nothing else can be so much as imagined, and nature hath no other place to bestow her good in but only that out of which her evil hath been driven; as Metrodorus speaks in his book against the Sophists. . . . Thus do Epicurus and Metrodorus, while they make avoiding of evil to be the very essence and consummation of good, and so receive but as it were the satisfaction of slaves or of rogues newly discharged the gaol, who are well enough contented if they may but wash and supple their sores and the stripes they received by whipping.']	Freedom	Citizens	in-group (privileged)
tlg0007.tlg139.perseus-eng2::2	tlg0007.tlg139.perseus-eng2	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Male citizen access to public office	Male citizens	Men;Citizens	['Citizenship', 'Gender']	Eligibility for the archonship and public offices	Eligibility for public office	MORE	['And do not they then that stand so well affected towards applause and fame themselves own they cast away very extraordinary pleasures, when they decline magistrature, public offices, and the favor and confidences of princes, from whom Democritus once said the grandest blessings of human life are derived?']	Citizenship	Citizens	in-group (privileged)
tlg0007.tlg139.perseus-eng2::2	tlg0007.tlg139.perseus-eng2	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Male citizen access to public office	Male citizens	Men;Citizens	['Citizenship', 'Gender']	Eligibility for the archonship and public offices	Eligibility for public office	MORE	['And do not they then that stand so well affected towards applause and fame themselves own they cast away very extraordinary pleasures, when they decline magistrature, public offices, and the favor and confidences of princes, from whom Democritus once said the grandest blessings of human life are derived?']	Gender	Men	in-group (privileged)
tlg0007.tlg139.perseus-eng2::3	tlg0007.tlg139.perseus-eng2	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	75	Hellenistic & Early Roman (165 BCE – 105 CE)	Wealthy obligation for public liturgy	The wealthy	The wealthy	['Wealth / Properties']	Exemption from compulsory public financing	Exemption from compulsory public financing	LESS	['Rich men as well as princes are used at certain times to make public entertainments and to keep open houses; but the feasts they make at the solemnities and sacrifices, when they now apprehend their minds to approach nearest the Divinity, have conjoined with the honor and veneration which they pay him a much more transcending pleasure and satisfaction.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0008.tlg001.perseus-eng2::2	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Female exclusion from public halls	Women	Women	['Gender']	Access to the prytaneum	Access to public honors	LESS	['And on all the other days of the year it is lawful for any one who pleases of those who are fed at the prytaneum to go into the prytaneum to sup, having prepared at his own home some vegetable, or some pulse, or some salt meat, or some fish, or a very little bit of pork; and when he eats this, he may also have a cotyla of wine. But no woman is allowed to go into the prytaneum excepting the woman alone who plays the flute. And no spoon may be brought into the prytaneum.']	Gender	Women	out-group (deprived)
