file_id	perseus_id	perseus_author	perseus_title	wikidata_work_id	wikidata_work_label	author_wikidata_id	author_impact_date	year	period	genre	form_of_creative_work	instance_of	factuality	factuality_reason	main_language	languages	editors	pub_date	n_characters	n_words	n_pages	file_path	work_factuality
tlg0059.tlg011.perseus-eng2	tlg0059.tlg011	Plato	Symposium	Q486727	Symposium	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		written work, Platonic dialogue	3.0	Plato's 'Symposium' depicts a dinner party with discussions on love, reflecting contemporary social customs and philosophical ideas, thus 'Contemporary Documentation'.	English	eng; grc	Walter Rangeley Maitland Lamb	1925	139509	24587	98	tlg0059/tlg011/tlg0059.tlg011.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg006.perseus-eng2	tlg0059.tlg006	Plato	Theaetetus	Q846241	Theaetetus	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Theaetetus' is a philosophical dialogue that explores contemporary ideas about knowledge, fitting into the 'Contemporary Documentation' category.	English	eng; grc; lat	Harold North Fowler	1921	191002	34946	140	tlg0059/tlg006/tlg0059.tlg006.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg017.perseus-eng2	tlg0059.tlg017	Plato	Theages	Q2005313	Theages	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Theages' is a philosophical dialogue discussing the divine sign of Socrates, reflecting contemporary beliefs and philosophical discussions, thus 'Contemporary Documentation'.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	28183	5292	21	tlg0059/tlg017/tlg0059.tlg017.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg031.perseus-eng2	tlg0059.tlg031	Plato	Timaeus	Q371884	Timaeus	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		written work, Platonic dialogue	3.0	Plato's 'Timaeus' is a philosophical dialogue, providing contemporary documentation.	English	eng; grc	Robert Gregg Bury	1929	214590	37118	148	tlg0059/tlg031/tlg0059.tlg031.perseus-eng2.xml	D_contemporary_treatise
tlg0017.tlg012.perseus-eng2	tlg0017.tlg012	Isaeus	On Behalf of Euphiletus	Q87779750	For Euphiletos	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	7542	1304	5	tlg0017/tlg012/tlg0017.tlg012.perseus-eng2.xml	B_oration
tlg0017.tlg003.perseus-eng2	tlg0017.tlg003	Isaeus	On The Estate Of Pyrrhus	Q87779663	On the Estate of Pyrrhos	Q365097	-384	-384	Classical (500–360 BCE)			oration, literary work	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	39610	6944	28	tlg0017/tlg003/tlg0017.tlg003.perseus-eng2.xml	B_oration
tlg0017.tlg007.perseus-eng2	tlg0017.tlg007	Isaeus	On The Estate of Apollodorus	Q87779701	On the Estate of Apollodoros	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	25284	4415	18	tlg0017/tlg007/tlg0017.tlg007.perseus-eng2.xml	B_oration
tlg0017.tlg010.perseus-eng2	tlg0017.tlg010	Isaeus	On The Estate of Aristarchus	Q87779733	On the Estate of Aristarchos	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	17166	3018	12	tlg0017/tlg010/tlg0017.tlg010.perseus-eng2.xml	B_oration
tlg0017.tlg008.perseus-eng2	tlg0017.tlg008	Isaeus	On The Estate of Ciron	Q87779711	On the Estate of Ciron	Q365097	-384	-384	Classical (500–360 BCE)			oration, literary work	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	28234	4990	20	tlg0017/tlg008/tlg0017.tlg008.perseus-eng2.xml	B_oration
tlg0017.tlg001.perseus-eng2	tlg0017.tlg001	Isaeus	On The Estate of Cleonymus	Q87779646	On the Estate of Cleonymos	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	22497	3911	16	tlg0017/tlg001/tlg0017.tlg001.perseus-eng2.xml	B_oration
tlg0017.tlg009.perseus-eng2	tlg0017.tlg009	Isaeus	On the Estate of Astyphilus	Q87779722	On the Estate of Astyphilos	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	19750	3497	14	tlg0017/tlg009/tlg0017.tlg009.perseus-eng2.xml	B_oration
tlg0017.tlg005.perseus-eng2	tlg0017.tlg005	Isaeus	On the Estate of Dicaeogenes	Q87779681	On the Estate of Dicaeogenes	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	31224	5368	21	tlg0017/tlg005/tlg0017.tlg005.perseus-eng2.xml	B_oration
tlg0017.tlg011.perseus-eng2	tlg0017.tlg011	Isaeus	On the Estate of Hagnias	Q87779740	On the Estate of Hagnias	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	31491	5635	23	tlg0017/tlg011/tlg0017.tlg011.perseus-eng2.xml	B_oration
tlg0017.tlg002.perseus-eng2	tlg0017.tlg002	Isaeus	On the Estate of Menecles	Q87779649	On the Estate of Menecles	Q365097	-384	-384	Classical (500–360 BCE)			oration, literary work	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	21706	3967	16	tlg0017/tlg002/tlg0017.tlg002.perseus-eng2.xml	B_oration
tlg0017.tlg004.perseus-eng2	tlg0017.tlg004	Isaeus	On the Estate of Nicostratus	Q87779711	On the Estate of Ciron	Q365097	-384	-384	Classical (500–360 BCE)			oration, literary work	4.0	Isaeus was a forensic orator, and his works are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc; lat	Edward Seymour Forster	1962	16163	2799	11	tlg0017/tlg004/tlg0017.tlg004.perseus-eng2.xml	B_oration
tlg0017.tlg006.perseus-eng2	tlg0017.tlg006	Isaeus	On the Estate of Philoctemon	Q87779691	On the Estate of Philoctemones	Q365097	-384	-384	Classical (500–360 BCE)			literary work, oration	4.0	Isaeus' 'On the Estate of Philoctemones' is a legal oration that invokes specific contemporary laws and legal procedures concerning inheritance.	English	eng; grc; lat	Edward Seymour Forster	1962	34104	5896	24	tlg0017/tlg006/tlg0017.tlg006.perseus-eng2.xml	B_oration
tlg0030.tlg003.perseus-eng2	tlg0030.tlg003	Hyperides	Against Athenogenes			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	23836	4062	16	tlg0030/tlg003/tlg0030.tlg003.perseus-eng2.xml	B_oration
tlg0030.tlg005.perseus-eng2	tlg0030.tlg005	Hyperides	Against Demosthenes			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	22094	3802	15	tlg0030/tlg005/tlg0030.tlg005.perseus-eng2.xml	B_oration
tlg0030.tlg002.perseus-eng2	tlg0030.tlg002	Hyperides	Against Philippides			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	10622	1739	7	tlg0030/tlg002/tlg0030.tlg002.perseus-eng2.xml	B_oration
tlg0030.tlg006.perseus-eng2	tlg0030.tlg006	Hyperides	Funeral Speech			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	17485	3060	12	tlg0030/tlg006/tlg0030.tlg006.perseus-eng2.xml	B_oration
tlg0030.tlg004.perseus-eng2	tlg0030.tlg004	Hyperides	In Defence of Euxenippus			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	25045	4145	17	tlg0030/tlg004/tlg0030.tlg004.perseus-eng2.xml	B_oration
tlg0030.tlg001.perseus-eng2	tlg0030.tlg001	Hyperides	In Defence of Lycophron			Q314447	-360	-360	Classical (500–360 BCE)				4.0	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.	English	eng; grc	J. O. Burtt	1954	13942	2307	9	tlg0030/tlg001/tlg0030.tlg001.perseus-eng2.xml	B_oration
tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Q185856	36	36	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	3.0	The Epistle of Barnabas is an early Christian text providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1912	50598	9525	38	tlg1216/tlg001/tlg1216.tlg001.perseus-eng1.xml	F_religious_scriptural
tlg1443.tlg001.perseus-eng1	tlg1443.tlg001	Ignatius of Antioch	Epistles	Q14849816	Epistle of Ignatius to the Trallians	Q44170	70	70	Hellenistic & Early Roman (165 BCE – 105 CE)	epistle		written work	3.0	Ignatius of Antioch's epistles are early Christian texts providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1912	66682	12356	49	tlg1443/tlg001/tlg1443.tlg001.perseus-eng1.xml	F_religious_scriptural
tlg0557.tlg003a.perseus-eng4	tlg0557.tlg003a	Epictetus	Fragments	Q83746321	All the works of Epictetus which are now extant	Q183144	85	85	Hellenistic & Early Roman (165 BCE – 105 CE)			version, edition or translation, editorial collection	3.0	Epictetus' works are philosophical treatises, providing contemporary documentation of philosophical thought and social norms.	English	eng; grc; lat	Thomas Wentworth Higginson	1890	88862	15817	63	tlg0557/tlg003a/tlg0557.tlg003a.perseus-eng4.xml	D_contemporary_treatise
tlg0557.tlg001.perseus-eng4	tlg0557.tlg001	Epictetus	The Discourses of Epictetus	Q83746321	All the works of Epictetus which are now extant	Q183144	85	85	Hellenistic & Early Roman (165 BCE – 105 CE)			version, edition or translation, editorial collection	3.0	Epictetus' works are philosophical treatises, providing contemporary documentation of philosophical thought and social norms.	English	eng; grc; lat	Thomas Wentworth Higginson	1890	575647	106733	427	tlg0557/tlg001/tlg0557.tlg001.perseus-eng4.xml	D_contemporary_treatise
tlg0557.tlg002.perseus-eng4	tlg0557.tlg002	Epictetus	The Enchiridion	Q2137133	Enchiridion of Epictetus	Q183144	85	85	Hellenistic & Early Roman (165 BCE – 105 CE)	philosophy		literary work	3.0	Epictetus' 'Enchiridion' is a philosophical treatise, providing contemporary documentation of philosophical thought and social norms.	English	eng; grc; lat	Thomas Wentworth Higginson	1890	36883	6743	27	tlg0557/tlg002/tlg0557.tlg002.perseus-eng4.xml	D_contemporary_treatise
tlg1271.tlg001.perseus-eng1	tlg1271.tlg001	Clement of Rome	The First Epistle of Clement to the Corinthians			Q42887	88	88	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	Clement of Rome's writings are early Christian texts providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1912	77441	13815	55	tlg1271/tlg001/tlg1271.tlg001.perseus-eng1.xml	F_religious_scriptural
tlg1271.tlg002.perseus-eng1	tlg1271.tlg002	Clement of Rome	The Second Epistle of Clement to the Corinthians			Q42887	88	88	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	Clement of Rome's writings are early Christian texts providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1912	23966	4443	18	tlg1271/tlg002/tlg1271.tlg002.perseus-eng1.xml	F_religious_scriptural
tlg0031.tlg007.perseus-eng2	tlg0031.tlg007	New Testament	1 Corinthians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	72109	9350	37	tlg0031/tlg007/tlg0031.tlg007.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg023.perseus-eng2	tlg0031.tlg023	New Testament	1 John			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; revision of the American Standard Version of 1901		18215	2470	10	tlg0031/tlg023/tlg0031.tlg023.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg021.perseus-eng2	tlg0031.tlg021	New Testament	1 Peter			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	19001	2430	10	tlg0031/tlg021/tlg0031.tlg021.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg015.perseus-eng2	tlg0031.tlg015	New Testament	1 Timothy			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	18973	2284	9	tlg0031/tlg015/tlg0031.tlg015.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg008.perseus-eng2	tlg0031.tlg008	New Testament	2 Corinthians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	46028	6099	24	tlg0031/tlg008/tlg0031.tlg008.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg024.perseus-eng2	tlg0031.tlg024	New Testament	2 John			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	2276	301	1	tlg0031/tlg024/tlg0031.tlg024.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg022.perseus-eng2	tlg0031.tlg022	New Testament	2 Peter			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	11817	1523	6	tlg0031/tlg022/tlg0031.tlg022.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg016.perseus-eng2	tlg0031.tlg016	New Testament	2 Timothy			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	13421	1616	6	tlg0031/tlg016/tlg0031.tlg016.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg025.perseus-eng2	tlg0031.tlg025	New Testament	3 John			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	2312	296	1	tlg0031/tlg025/tlg0031.tlg025.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg005.perseus-eng2	tlg0031.tlg005	New Testament	Acts			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	179065	23247	93	tlg0031/tlg005/tlg0031.tlg005.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg027.perseus-eng2	tlg0031.tlg027	New Testament	Apocalypse			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	70970	11417	46	tlg0031/tlg027/tlg0031.tlg027.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg012.perseus-eng2	tlg0031.tlg012	New Testament	Colossians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	15949	2004	8	tlg0031/tlg012/tlg0031.tlg012.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg010.perseus-eng2	tlg0031.tlg010	New Testament	Ephesians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	24747	3086	12	tlg0031/tlg010/tlg0031.tlg010.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg009.perseus-eng2	tlg0031.tlg009	New Testament	Galatians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	24316	3119	12	tlg0031/tlg009/tlg0031.tlg009.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg019.perseus-eng2	tlg0031.tlg019	New Testament	Hebrews			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	54133	6919	28	tlg0031/tlg019/tlg0031.tlg019.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg013.perseus-eng2	tlg0031.tlg013	New Testament	I Thessalonians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	14535	1847	7	tlg0031/tlg013/tlg0031.tlg013.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg014.perseus-eng2	tlg0031.tlg014	New Testament	II Thessalonians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	8064	1046	4	tlg0031/tlg014/tlg0031.tlg014.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg020.perseus-eng2	tlg0031.tlg020	New Testament	James			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	17824	2268	9	tlg0031/tlg020/tlg0031.tlg020.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg004.perseus-eng2	tlg0031.tlg004	New Testament	John			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	143230	18718	75	tlg0031/tlg004/tlg0031.tlg004.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg026.perseus-eng2	tlg0031.tlg026	New Testament	Jude			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	4916	613	2	tlg0031/tlg026/tlg0031.tlg026.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg003.perseus-eng2	tlg0031.tlg003	New Testament	Luke			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	190112	24623	98	tlg0031/tlg003/tlg0031.tlg003.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg002.perseus-eng2	tlg0031.tlg002	New Testament	Mark			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	111711	14342	57	tlg0031/tlg002/tlg0031.tlg002.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg001.perseus-eng2	tlg0031.tlg001	New Testament	Matthew			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	177935	22870	91	tlg0031/tlg001/tlg0031.tlg001.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg018.perseus-eng2	tlg0031.tlg018	New Testament	Philemon			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	3614	445	2	tlg0031/tlg018/tlg0031.tlg018.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg011.perseus-eng2	tlg0031.tlg011	New Testament	Philippians			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	17204	2216	9	tlg0031/tlg011/tlg0031.tlg011.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg006.perseus-eng2	tlg0031.tlg006	New Testament	Romans			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation of early Christian communities and their social rules.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	73448	9457	38	tlg0031/tlg006/tlg0031.tlg006.perseus-eng2.xml	F_religious_scriptural
tlg0031.tlg017.perseus-eng2	tlg0031.tlg017	New Testament	Titus			Anonymous	100	100	Hellenistic & Early Roman (165 BCE – 105 CE)				3.0	The New Testament provides contemporary documentation about the early church and its social norms.	English	eng	Rainbow Missions, Inc.; Michael Paul Johnson	2000-2024	7705	903	4	tlg0031/tlg017/tlg0031.tlg017.perseus-eng2.xml	F_religious_scriptural
tlg1622.tlg001.perseus-eng1	tlg1622.tlg001	Polycarp	The Epistle to the Philippians of Saint Polycarp	Q914111	Epistle of Polycarp to the Philippians	Q192371	105	105	Hellenistic & Early Roman (165 BCE – 105 CE)		letter	written work	3.0	Polycarp's epistle is an early Christian text providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1912	12715	2280	9	tlg1622/tlg001/tlg1622.tlg001.perseus-eng1.xml	F_religious_scriptural
tlg0719.tlg001.perseus-eng2	tlg0719.tlg001	Aretaeus of Cappadocia	On the Causes and Symptoms of Acute Diseases	Q110769293	On the causes and signs of acute and chronic diseases	Q505931	135	135	High Roman Empire (135–205 CE)			written work	3.0	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.	English	eng; grc; lat	Francis Adams	1856	79721	13668	55	tlg0719/tlg001/tlg0719.tlg001.perseus-eng2.xml	D_contemporary_treatise
tlg0719.tlg002.perseus-eng2	tlg0719.tlg002	Aretaeus of Cappadocia	On the Causes and Symptoms of Chronic Diseases	Q110769293	On the causes and signs of acute and chronic diseases	Q505931	135	135	High Roman Empire (135–205 CE)			written work	3.0	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.	English	eng; grc	Francis Adams	1856	146859	25443	102	tlg0719/tlg002/tlg0719.tlg002.perseus-eng2.xml	D_contemporary_treatise
tlg0719.tlg004.perseus-eng2	tlg0719.tlg004	Aretaeus of Cappadocia	On the Cure of Chronic Diseases	Q110769293	On the causes and signs of acute and chronic diseases	Q505931	135	135	High Roman Empire (135–205 CE)			written work	3.0	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.	English	eng; grc	Francis Adams	1856	69771	12353	49	tlg0719/tlg004/tlg0719.tlg004.perseus-eng2.xml	D_contemporary_treatise
tlg0719.tlg003.perseus-eng2	tlg0719.tlg003	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	Q110769293	On the causes and signs of acute and chronic diseases	Q505931	135	135	High Roman Empire (135–205 CE)			written work	3.0	Aretaeus of Cappadocia's work is a medical treatise offering contemporary observations.	English	eng; grc; fre	Francis Adams	1856	139202	24761	99	tlg0719/tlg003/tlg0719.tlg003.perseus-eng2.xml	D_contemporary_treatise
tlg1419.tlg001.perseus-eng1	tlg1419.tlg001	Hermas	The Shepherd of Hermas	Q898808	The Shepherd of Hermas	Q1799472	150	150	High Roman Empire (135–205 CE)			literary work, New Testament apocrypha	3.0	The Shepherd of Hermas is an early Christian text providing contemporary documentation of beliefs and practices.	English	eng; grc; lat	Kirsopp Lake	1913	204544	38367	153	tlg1419/tlg001/tlg1419.tlg001.perseus-eng1.xml	F_religious_scriptural
tlg0061.tlg003.perseus-eng1	tlg0061.tlg003	Lucian of Samosata	Demosthenes an Encomium	Q25535500	De domo	Q19558843	150	150	High Roman Empire (135–205 CE)			literary work	3.0	Lucian's 'De domo' is a rhetorical exercise that reflects on contemporary practices and values.	English	eng	Henry Watson Fowler; Francis George Fowler	1905	37931	6843	27	tlg0061/tlg003/tlg0061.tlg003.perseus-eng1.xml	D_contemporary_treatise
tlg0525.tlg001.perseus-eng2	tlg0525.tlg001	Pausanias	Description of Greece	Q3825645	Description of Greece	Q192931	150	150	High Roman Empire (135–205 CE)	travel book		literary work	3.0	Pausanias' 'Description of Greece' is a travelogue of the contemporary world, providing direct documentation of social rules and customs.	English	eng; grc	W.H.S. Jones; Henry Arderne Ormerod; H.A. Ormerod	1918-1935	1541357	272537	1090	tlg0525/tlg001/tlg0525.tlg001.perseus-eng2.xml	C_historical
tlg0062.tlg015.perseus-eng4	tlg0062.tlg015	Lucian	A Feast of Lapithae	Q51879421	A Slip of the Tongue in Greeting	Q177847	155	155	High Roman Empire (135–205 CE)			literary work	3.0	Lucian's 'A Slip of the Tongue in Greeting' is a contemporary prose piece that reflects on social interactions.	English	eng	Henry Watson Fowler; Francis George Fowler	1905	32311	5662	23	tlg0062/tlg015/tlg0062.tlg015.perseus-eng4.xml	E_entertainment
tlg0062.tlg063.perseus-eng4	tlg0062.tlg063	Lucian	Hermotimus, or the Rival Philosophies	Q19211057	Hermotimus	Q177847	155	155	High Roman Empire (135–205 CE)			literary work	3.0	Lucian's 'Hermotimus' is a philosophical dialogue that satirizes contemporary philosophical schools and their adherents.	English	eng	Henry Watson Fowler; Francis George Fowler	1905	92234	16817	67	tlg0062/tlg063/tlg0062.tlg063.perseus-eng4.xml	E_entertainment
tlg0062.tlg007.perseus-eng4	tlg0062.tlg007	Lucian	Nigrinus	Q19729643	Nigrinus	Q177847	155	155	High Roman Empire (135–205 CE)			literary work	3.0	Lucian's 'Nigrinus' is a satirical dialogue that critiques contemporary Roman society and philosophy.	English	eng	Henry Watson Fowler; Francis George Fowler	1905	61820	11167	45	tlg0062/tlg007/tlg0062.tlg007.perseus-eng4.xml	E_entertainment
