cell_sig	resource_meta	LESS	MORE	net	n_total	period3
*/*/Enslaved/*/*/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to bear arms	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/Foreign/Non resident/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to citizenship	0.0	3.0	3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from corporal punishment	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to retain property	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from legal prosecution	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to a legal trial	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to own land	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to remuneration for office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Exemption from taxes	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to address the assembly	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to inherit property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/Low	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/*/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Exemption from taxes	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to citizenship	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to own land	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Eligibility for public office	0.0	3.0	3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Exemption from manual labor	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/Low	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to remuneration for office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/Low	Right to own land	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/*/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Right to inherit property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Elder/*/*/*/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to religious rites	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/Free/*/*/*	Right to drink wine	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Right to bodily autonomy	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Access to public honors	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Access to the gymnasium	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/*/*/*/*	Right to drink wine	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Enslaved/*/*/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/*/*/*	Access to public honors	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/*/*/*	Right to dispose of property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/*/*/*	Right to marry	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/Native/*/High	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/*	Right to own property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/Low	Right to a dowry	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to bodily autonomy	3.0	0.0	-3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to inherit property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to retain property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/Native/*/*	Political power	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Minor/*/*/*/*	Access to education	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Political power	0.0	3.0	3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Eligibility for public office	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Access to religious rites	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to bear arms	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to burial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to valid professional opinion	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/Non resident/*	Right to retain property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/Resident/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Enslaved/*/*/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/*/*/*	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/*/*/High	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Foreign/*/*	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/*/High	Right to marry	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/Resident/*	Right to vote in the Ekklesia	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/*/*/*/*	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Eligibility for public office	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Political power	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/High	Exemption from taxes	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/Resident/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/Native/*/*	Eligibility for public office	0.0	4.0	4.0	4.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Elder/*/*/*/*	Right to retain property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Elder/*/Native/*/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/*	Eligibility for public office	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/*/*/*/High	Right to a dowry	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Minor/Free/*/*/High	Right to bodily autonomy	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
