rule_id	perseus_author	perseus_title	period	source_type	source_type_description	rule	verbatim	reasoning	directionality	llm_confidence_in_answer	group	group_meta	resource	resource_meta	resource_type	rule_polity	rule_polity_reasoning	rule_date	rule_date_reasoning	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0007.tlg005.perseus-eng2::4	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Thirty-year chastity vow	['It was ordained by the king that the sacred virgins should vow themselves to chastity for thirty years; during the first decade they are to learn their duties, during the second to perform the duties they have learned, and during the third to teach others these duties.']	The rule imposes a mandatory thirty-year period of celibacy on the Vestal Virgins, thereby restricting their right to marry or engage in sexual relations during their term of service.	LESS	10.0	Vestal Virgins	Priests;Women	Right to marry	Right to marry	Legal Standing; Household Authority	Early Roman Kingdom	The term of service for Vestal Virgins was a central part of Numa Pompilius's religious reforms in Rome.	-713	Dated to the early reign of Numa Pompilius, who traditionally established the regulations for the Vestals.	4	The restriction on marriage has direct material effects on inheritance and household.	3	Specific prohibition within a professional/religious role.	4	Lasts for a thirty-year term, which is a major portion of life.	4	Occupation of Vestal Virgin is a hard-to-change legal/religious status.	0	Plutarch describes the legendary founding era under Numa.	5	Verbatim cites the ordination/law as an established fact of the order.	0	The definition of 'Virgin' includes chastity, but the 30-year rule is a specific regulation.
tlg0007.tlg005.perseus-eng2::5	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Vestal Virgin testamentary rights	['But Numa bestowed great privileges upon them, such as the right to make a will during the life time of their fathers, and to transact and manage their other affairs without a guardian, like the mothers of three children.']	The text describes a specific legal capacity (testamentary freedom and management of affairs without a tutor) granted to the Vestal Virgins, distinguishing them from other women who typically required a guardian.	MORE	10.0	Vestal Virgins	Priests;Women	Right to make a will without a guardian	Right to dispose of property	Material Wealth; Legal Standing	Early Roman Kingdom	The unique legal status of Vestal Virgins regarding wills and guardianship was a privilege granted by the early Roman state.	-713	Dated to the reign of Numa Pompilius, who is cited as the source of these specific honors and privileges.	5	Testamentary freedom and financial autonomy are high-materiality rights.	4	Management of all private affairs without a guardian is a broad legal capacity.	4	Holds throughout the duration of their thirty-year service.	4	Vestal status is a long-term, legally formalised social role.	0	Describes archaic Roman legal privileges granted by Numa.	5	Direct description of legal 'privileges' bestowed by the king.	0	Being a priestess does not definitionally negate the need for a legal guardian.
tlg0007.tlg005.perseus-eng2::9	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Widowhood remarriage restriction	['This is also the period during which women who have lost their husbands remain in widowhood, and she who took another husband before this term was out, was obliged by the laws of Numa to sacrifice a cow with calf.']	The law of Numa imposes a religious/material penalty (sacrificing a cow with calf) on widows who remarry before a ten-month period, restricting their freedom of choice in marriage.	LESS	9.0	Widows	Women	Right to remarry without penalty	Right to bodily autonomy	Bodily Autonomy	Early Roman Kingdom	The rule is attributed to the laws of Numa, the second king of Rome, within a work documenting the Early Roman Kingdom.	-713	Numa Pompilius's traditional reign is -715 to -673; -713 represents an early point in his reign when his religious and social laws were established.	5	Remarriage involves legal status and property rights; the penalty is a physical animal sacrifice.	3	Specifically concerns the timeline for remarriage after bereavement.	4	A restriction lasting for the duration of the widowhood period.	3	Widowhood is a temporary life stage, though not easily left at will within the restricted term.	0	Refers to the laws of Numa from early Roman history, predating Plutarch by centuries.	5	The author cites the law of Numa as a historical legal fact.	0	Widowhood does not inherently define the length of a remarriage ban.
tlg0007.tlg005.perseus-eng2::10	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Fetial authority over war declaration	['But if they forbade it or withheld their consent, neither soldier nor king of Rome could lawfully take up arms. War had to begin with their verdict that it was just, and the ruler, on receiving this verdict, must then deliberate on the proper way to wage it.']	The Fetiales held the specific political/religious resource of authorizing or blocking the state's transition to a state of war; without their consent, military action was unlawful.	MORE	10.0	Fetial priests	Priests	Veto power over hostile expeditions	Political power	Political Power	Early Roman Kingdom	Plutarch describes the establishment and authority of the Fetial priests under Numa Pompilius.	-713	Numa is credited with establishing the Fetial college early in his reign (traditional span -715 to -673).	4	Veto power over war has massive material consequences for the state and individual lives.	4	The power to declare or block war is a foundational political axis.	5	The authority is a permanent feature of the priestly office.	4	The Fetiales were a permanent, structural religious college in Rome.	0	Plutarch is describing archaic Roman religious institutions.	5	Describes the legal and procedural powers of the Fetiales as established fact.	0	Being a priest does not tautologically imply having power over state declarations of war.
tlg0007.tlg005.perseus-eng2::11	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Labor cessation for religious processions	['At all public and solemn processions of the priests, heralds were sent on before through the city, bidding the people make holiday, and putting a stop to all labour. ... They should also rid their streets of noise and clatter and clamour, and all such accompaniments of menial and manual labour, and clear them for the sacred ceremonies.']	The text describes a rule that prohibited manual and menial labor during priestly processions to ensure religious focus and silence, effectively removing the group's right to work during those times.	LESS	9.0	Manual laborers	Artisans	Right to work during sacred rites	Exemption from manual labor	Bodily Autonomy	Early Roman Kingdom	This religious prohibition on labor during processions is part of the Numaic reforms in early Rome.	-713	The rule is part of the religious calendar and ritual order established by Numa during his reign (midpoint of Numa's reign is approx -694; -713 used as the founding era).	5	Stopping labor directly affects the ability to earn wages or produce goods.	3	Pertains specifically to conduct during religious processions.	3	The restriction applies recurringly during specific sacred days or ceremonies.	3	Manual laborers are defined by occupation, which is durable but theoretically changeable.	0	Describes practiced norms from the early Roman period.	4	Reported as a standard practice enforced by heralds.	0	A laborer is defined by working, but being forbidden from working is not part of the definition.
tlg0007.tlg005.perseus-eng2::12	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Land distribution to indigent citizens	['And indeed the city’s territory was not extensive at first, but Romulus acquired most of it later with the spear. All this was distributed by Numa among the indigent citizens. He wished to remove the destitution which drives men to wrongdoing, and to turn the people to agriculture, that they might be subdued and softened along with the soil they tilled.']	Plutarch describes a historical land reform where territory conquered by Romulus was legally redistributed to impoverished citizens to encourage farming and social stability.	MORE	9.0	The poor	The poor	Right to own land	Right to own land	Material Wealth; Legal Standing	Early Roman Kingdom	Describes land redistribution following Romulus's conquests during Numa's reign.	-715	This redistribution occurred at the start of Numa's reign (-715) to transition the bellicose Romulan society to agriculture.	5	Land is the primary tangible material property in an agrarian society.	5	Land ownership is a foundational axis of wealth and social standing.	5	Land grants provide lifelong means of subsistence and inheritance.	3	Poverty is a wealth bracket—changeable with effort or chance, but structural.	0	Describes an act of the legendary king Numa.	4	Presented as a historical event/legislation by Numa.	0	Poverty does not define a right to receive land from the state.
tlg0007.tlg005.perseus-eng2::13	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Merit-based advancement for farmers	['But sometimes he would inspect them in person, and judging of the characters of the citizens from the condition of their farms, would advance some to positions of honour and trust; while others, who were indolent and careless, he would chide and reproach, and so try to make them sensible.']	The text establishes a rule where political promotion (honour and trust) was tied to the successful management of one's agricultural property, rewarding industriousness within the occupation of farming.	MORE	8.0	Farmers	Artisans	Eligibility for the archonship	Eligibility for public office	Political Power	Early Roman Kingdom	Describes the administrative and social mobility practices under Numa Pompilius.	-694	Midpoint of Numa Pompilius's traditional reign (-715 to -673) as described in the work-level constraints.	3	Access to public office provides social status and indirect material benefits.	4	Eligibility for the highest offices (archonship/honour) is a broad structural right.	4	Positions of 'honour and trust' typically reflect a long-term career advancement.	3	Farming is a durable occupational and economic identity.	0	Describes personal inspections and appointments by King Numa.	4	Reported as a historical method of governance.	0	Being a farmer does not inherently imply eligibility for the archonship.
tlg0007.tlg005.perseus-eng2::14	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Exemption from paternal sale upon marriage	['Praise is also given to that measure of his whereby the law permitting fathers to sell their sons was amended. He made an exception of married sons, provided they had married with the consent and approval of their fathers. For he thought it a hard thing that a woman who had married a man whom she thought free, should find herself living with a slave.']	Under the previous law, fathers could sell sons into slavery. Numa's rule created a specific legal exception for sons who had entered into a marriage approved by the father, granting them protection from being sold.	MORE	10.0	Married sons	Men;Heirs	Protection from enslavement	Protection from enslavement	Bodily Autonomy	Early Roman Kingdom	Plutarch notes this as an amendment to earlier Roman law (the patria potestas) made by Numa.	-694	Dated to the reign of Numa Pompilius (-715 to -673), specifically as a reform of the preceding Romulan laws.	5	Protection from enslavement is a fundamental right to bodily freedom.	5	Freedom from slavery is a foundational societal status.	5	This protection holds for the duration of the marriage and life.	4	Sonship is immutable; marital status is a legal birth-state change requiring father's consent.	0	Cites a specific amendment attributed to Numa.	5	Describes a specific legal 'exception' with clear conditions.	0	Being a son or married does not define one as free from paternal sale.
tlg0007.tlg005.perseus-eng2::18	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Senate membership for honored foreigners	['Now this Marcius was a son of the Marcius who induced Numa to accept the throne. That Marcius accompanied Numa to Rome, and there was honoured with membership in the Senate.']	The text demonstrates that under early Roman royal administration, high-status non-natives (those accompanying the king from elsewhere) could be granted the resource of Senate membership as an honor.	MORE	8.0	Foreigners	Foreigners	Eligibility for the Senate	Eligibility for public office	Political Power	Early Roman Kingdom	Relates to the composition of the Senate during the reign of Numa Pompilius.	-715	This occurred when Marcius accompanied Numa to Rome at the start of his reign.	4	Membership in the Senate provides direct access to political power and economic influence.	5	Senate membership is a foundational axis of Roman political power.	5	Senate membership was typically for life in the Roman system.	4	Foreigners is a legal birth-status; citizenship was hard to change.	0	Describes the reign of Numa and the family history of the Marcii.	5	Cites a specific individual's historical appointment to the body.	0	Foreigners are usually excluded from the Senate; a foreigner's inclusion is the opposite of tautological.
tlg0007.tlg005.perseus-eng2::19	Plutarch	Numa	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Senatorial oversight of religious texts	['These Petilius, who was then praetor, is said to have read, and then brought to the senate, declaring that, in his opinion, it was not lawful or proper that the writings should be published abroad. The books were therefore carried to the comitium and burned.']	This describes a legal norm in the Roman Republic where the Senate possessed the authority to determine what information was lawful for the public to access, resulting in the destruction of texts deemed improper for publication.	MORE	9.0	Senators	Magistrates	Right to suppress public information	Political power	Political Power	Roman Republic	The verbatim names Petilius as 'praetor', an office of the Republic, acting against rediscovered Numaic books.	-181	The discovery and burning of Numa's books by the praetor Petilius is a historical event dated to -181.	3	The power to suppress information has strong political and material effects on society.	4	Control over public knowledge/legality of publication is a broad power.	5	The decision to burn and suppress texts is permanent.	3	Senators are a durable social group with legal status.	0	Describes the historical discovery and destruction of books in the Republic.	5	Recounts a specific historical event involving a Praetor and a Senate decree.	0	Senator status is about legislative membership, not specifically biblioclasm.
tlg0007.tlg013.perseus-eng2::1	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Dictator precedence over consuls	['He therefore appeared in public attended by a united band of twenty-four lictors with their fasces, and when the remaining consul was coming to meet him, sent his adjutant to him with orders to dismiss his lictors, lay aside the insignia of his office, and meet him as a private person.']	The text describes a rule of Roman constitutional hierarchy where the Dictator outranks the Consul, requiring the latter to yield their symbols of authority (lictors and insignia).	MORE	10.0	Dictators	Kings	Precedence over other magistrates	Political power	Political Power	Middle Roman Republic	Refers to the constitutional precedence of the Dictator over the Consul during the Republic.	-217	This specific interaction occurred when Fabius Maximus asserted his authority over the consul Gnaeus Servilius Geminus in -217.	3	Precedence over other magistrates is a resource of status and legal command.	4	Constitutional hierarchy is a major axis of political life.	2	Lasts only while holding the office of Dictator.	2	Dictatorship is an episodic, term-limited role.	0	Describes the encounter between Fabius Maximus and the Consul.	5	Reports a specific order given based on existing constitutional rules.	0	A dictator's definition does not implicitly define the specific behavior of a consul toward them.
tlg0007.tlg013.perseus-eng2::2	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Lictor escort for high magistrates	['He therefore appeared in public attended by a united band of twenty-four lictors with their fasces. Each consul was allowed twelve.']	This establishes the resource of 'fame' and 'influence' (via lictors) as a standard rule for magistrates, with the Dictator receiving double the standard consular amount.	MORE	10.0	Dictators	Kings	Right to a ceremonial lictor escort	Access to public honors	Honor	Middle Roman Republic	Describes the standard ceremonial escort for high Roman magistrates (Dictators and Consuls).	-217	Dated to Fabius Maximus's dictatorship in -217, when he reclaimed the ancient right of twenty-four lictors.	3	Lictors represent physical enforcement power and public status.	3	Specific to the ceremonial and legal display of Roman magistrates.	2	Lasts for the duration of the magistracy.	2	The magistracy is a role-bound, temporary position.	0	Refers to historical Roman magisterial norms.	5	Reports the relative counts of lictors as standard historical data.	0	Being a dictator is not defined by the specific number (24) of lictors.
tlg0007.tlg013.perseus-eng2::3	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Tribune immunity from dictator's authority	['He enjoyed immunity of person as tribune of the people (for this is the only magistracy which is not robbed of its power by the election of a dictator; it abides when the rest are abolished), and vehemently charged and prayed the people not to abandon Minucius, nor permit him to suffer the fate which Manlius Torquatus inflicted upon his son, whom he beheaded although crowned with laurel for the greatest prowess, but to strip Fabius of his tyrant’s power and entrust the state to one who was able and willing to save it.']	The text explicitly states that the office of the Tribune is unique because it retains its power and 'immunity of person' even when a Dictator is appointed, whereas other magistracies are abolished or subordinated. This grants the holder protection from the Dictator's absolute power to punish.	MORE	10.0	Tribunes of the people	Magistrates	Protection from summary punishment by the dictator	Protection from corporal punishment	Bodily Autonomy	Middle Roman Republic	Describes the legal immunity of the Tribune of the Plebs, Metilius, during the dictatorship of Fabius Maximus.	-217	This incident involving the tribune's opposition to Fabius occurred in -217.	5	Protection from summary execution and 'immunity of person' is a physical resource.	5	Immunity from summary punishment by a supreme ruler is a foundational right.	4	The immunity lasts for the duration of the tribunician term.	2	The Tribunate is an annual, elected office.	0	Refers to the constitutional arrangement of the Roman Republic.	5	Explains the legal standing of the office as a factual exception.	0	A tribune is an official; immunity from a dictator is a legal rule, not a definition.
tlg0007.tlg013.perseus-eng2::4	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Dictator authority over life and death	['For the dictator has the power to imprison and put to death without trial, and they thought that the wrath of Fabius, provoked in a man of his great gentleness, would be severe and implacable.']	The text describes the legal powers inherent to the office of the Roman Dictator during the Republic, specifically the right to bypass standard judicial procedures for execution and imprisonment.	MORE	10.0	Dictators	Kings	Power to imprison and execute without trial	Political power	Political Power	Middle Roman Republic	Refers to the absolute legal powers of the Roman Dictator during the Republic.	-217	Refers to the emergency powers granted to Fabius Maximus upon his appointment in -217.	5	The power to imprison and kill bypasses all civil rights and affects bodily integrity.	5	Authority over life and death is the most general and structural power.	2	This power is held only during the temporary term of the office.	2	Dictatorship is an episodic/temporary political role.	0	Refers to the historical legal powers of the Republican dictator.	5	Presents these powers as a well-defined legal attribute of the office.	0	The definition of dictator (one who dictates) does not inherently define the lack of trials.
tlg0007.tlg013.perseus-eng2::5	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Prisoner ransom fee	['They had agreed between them to exchange the captives man for man, and if either party had more than the other, the one who recovered these was to pay two hundred and fifty drachmas per man.']	The text describes a formal agreement (convention) between Hannibal and Fabius establishing a fixed price for the return of surplus prisoners of war, treating their freedom as a resource accessible through a specific monetary payment.	MORE	9.0	Prisoners of war	Slaves;Soldiers	Right to release upon payment	Protection from enslavement	Bodily Autonomy	Middle Roman Republic	Describes a prisoner exchange convention during the Second Punic War.	-217	The captive exchange agreement between Fabius and Hannibal took place in -217.	5	The right to be released from captivity for money is a material freedom.	4	Ransom and prisoner exchange were central institutions in ancient warfare.	5	Release from captivity is a permanent change in status back to freedom.	2	A prisoner of war is in an episodic/situational category.	0	Describes a specific historical treaty arrangement.	5	Reports the exact terms of the financial agreement as fact.	0	Being a prisoner does not define having a right to release at a specific rate.
tlg0007.tlg013.perseus-eng2::6	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Magistrate command rotation	['But Terentius, insisting on his right to command a day in turn, and then encamping over against Hannibal by the river Aufidus amid the town called Cannae, at break of day put out the signal for battle,—a scarlet tunic displayed above the general’s tent.']	The text describes a specific Roman legal/military convention where two colleagues in the consulship alternate supreme command on a daily basis. This limits the individual magistrate's access to the resource of 'supreme command' to every other day.	LESS	10.0	Consuls	Magistrates;Kings	Right to supreme command	Eligibility for public office	Political Power	Middle Roman Republic	Describes the rotation of command between Consuls Terentius Varro and Lucius Aemilius Paullus.	-216	The rotation of command led directly to the Battle of Cannae in -216.	4	Supreme military command involves control over all resources of the state in war.	4	Supreme command is a major category of political/military authority.	2	The command rotates daily, making it a very transient access.	2	Consuls are annual magistrates; command is even more episodic.	0	Refers to historical Roman constitutional practice during the Punic War.	5	Reports the rotation as a legal right/insistence of the historical consul.	0	The consulship is defined by shared authority, but not specifically daily rotation.
tlg0007.tlg013.perseus-eng2::7	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Patrician military service	['Only Cornelius Lentulus, a young man of the patrician order, saw who he was, and leaping from his horse, led him to Paulus and besought the consul to take him and save himself for the sake of his fellow-citizens, who now more than ever needed a brave commander.']	Plutarch identifies the specific high-status group (Patricians) and their role as mounted soldiers (equites/cavalry) during the battle of Cannae. Historical Roman context links lineage/nobility to the ability and right to serve in this specific military capacity.	MORE	8.0	Patricians	Nobles	Right to serve in the cavalry	Right to bear arms	Political Power; Bodily Autonomy	Middle Roman Republic	Describes the role of a young patrician (Lentulus) serving in the cavalry, a common class-based military role.	-216	This event occurred during the Battle of Cannae in -216.	3	Cavalry service is a social and military role with direct status and outcomes.	3	Specific to a role within the military organization.	4	Military roles for the nobility were generally stable throughout adulthood.	5	Patricians are a hereditary lineage group.	0	Refers to the roles of specific orders at the historical Battle of Cannae.	4	Reflects the historical reality of the Equites within the context of the story.	0	Nobility (Patrician) does not define 'cavalryman' in every society or definition.
tlg0007.tlg013.perseus-eng2::9	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Vestal virgin execution for unchastity	['and when two of the vestal virgins were found to have been corrupted, one of them was buried alive, according to the custom, and the other slew herself.']	The text describes a specific Roman custom where Vestal Virgins who violate their vow of chastity (found to have been corrupted) lose their right to life and are executed by being buried alive.	LESS	10.0	Vestal virgins	Priests;Women	Right to life	Protection from capital punishment	Bodily Autonomy	Middle Roman Republic	The text describes a specific Roman custom concerning the religious purity and execution of Vestal Virgins during the Second Punic War era.	-216	The execution of Vestal Virgins like Floronia and Opimia occurred in -216 BCE during the consulship of Fabius Maximus as recounted in the work.	5	The right to life/bodily integrity is the most foundational material resource.	5	The right to life is a foundational societal axis.	5	The loss of life is a permanent and final state.	4	Vestal status is a long-term religious/legal office that is extremely difficult to leave.	0	Plutarch is writing about early-to-mid Roman Republican customs from the perspective of the Roman Empire.	5	The verbatim cites the punishment as a 'custom' and describes an actual occurrence as fact.	0	The definition of a Vestal Virgin is a priestess, not someone who is buried alive.
tlg0007.tlg013.perseus-eng2::10	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Enslavement of captured enemy populations	['Many of the Tarentines also were slain, thirty thousand of them were sold into slavery, their city was plundered by the Roman army, and three thousand talents were thereby brought into the public treasury.']	Upon the capture of Tarentum, the Roman army followed the standard practice of the time where the inhabitants of a captured city (the out-group) were sold into slavery to benefit the treasury of the victors.	LESS	9.0	Tarentines	Greeks	Protection from enslavement	Protection from enslavement	Bodily Autonomy	Middle Roman Republic	The rule describes Roman military practice regarding the treatment of captured populations in southern Italy (Tarentum).	-209	The capture of Tarentum by Fabius Maximus occurred specifically in -209 BCE.	5	Enslavement is the absolute loss of property rights and bodily autonomy.	5	Freedom vs. enslavement is a foundational societal axis.	5	Ancient slavery was typically a lifelong status unless manumitted.	5	Being a Tarentine (ethnicity/city-origin) is a birth-fixed attribute.	0	Relates to the Second Punic War, centuries before Plutarch's time.	5	Reports specific figures and actions of a military conquest as historical fact.	0	Being a Tarentine does not inherently mean being a slave.
tlg0007.tlg013.perseus-eng2::11	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Lictor summons for officials	['The young man caught sight of his father at a distance and would not suffer what he did, but sent a lictor with orders for him to dismount and come to the consul on foot if he had any need of his offices.']	The passage illustrates that the office of Consul confers the right to command even a father (normally a superior in Roman lineage) to dismount, enforced by a lictor, demonstrating the primacy of political office over family status.	MORE	9.0	Consuls	Magistrates;Kings	Power to command superiors	Political power	Political Power	Middle Roman Republic	The verbatim describes the formal summons procedure between Roman magistrates (a consul and his father) using lictors.	-213	This incident occurred in -213 BCE when the son of Fabius Maximus was consul and the father served as his legate.	4	The power to issue binding commands via a lictor has direct material/physical effects.	4	Imperium is a broad category of political and legal power.	3	Consular power is bounded to a one-year term of office.	3	Consulship is an elective political office acquired through effort.	0	Describes a Republican-era political interaction in the distant past.	5	Describes a specific historical incident and the use of the lictor as an established procedure.	0	Commanding one's father is not part of the definition of 'Consul' but a specific Roman priority rule.
tlg0007.tlg013.perseus-eng2::12	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Magisterial precedence over paternal authority	['My son, he said, you are right in thought and act. You understand what a people has made you its officer, and what a high office you have received from them. It was in this spirit that our fathers and we ourselves have exalted Rome, a spirit which makes parents and children ever secondary to our country’s good.']	The text describes a specific Roman norm where a son holding the office of consul possesses legal and ceremonial precedence over his father, despite the usual Roman 'patria potestas'. This is framed as a rule of the state that elevates the magistrate's status above family hierarchy.	MORE	10.0	Consuls	Magistrates;Kings	Right to exercise official authority over parents	Eligibility for public office	Political Power	Middle Roman Republic	The text explicitly discusses the Roman legal norm where consular authority overrides the traditional 'patria potestas'.	-213	This exchange took place in -213 BCE during the younger Fabius's consulship.	4	Magisterial precedence allows for concrete control over others' movements and actions.	4	Concerns the broad hierarchy of state vs. family authority.	3	The resource is tied to the duration of the official term.	3	Consulship is a temporary, elective role.	0	Describes the values of the early Roman Republic.	4	Reported fact (the son's office) framed by the father's moralizing speech.	0	Overriding 'patria potestas' is a specific legal interaction, not a definition of consulship.
tlg0007.tlg013.perseus-eng2::14	Plutarch	Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	High Priest travel restrictions	['and as for Crassus, it was partly his nature, which was not contentious, but gentle, that kept him at home, and partly also a religious custom, for he was pontifex maximus, or High Priest.']	The text mentions a 'religious custom' (lex sacra) that restricted the Pontifex Maximus from leaving Italy/Rome, which in this context prevented Crassus from taking a military command abroad in Africa.	LESS	9.0	Pontifex Maximus	Priests	Freedom of movement for military command	Right to freedom of movement	Bodily Autonomy	Middle Roman Republic	The text identifies a 'religious custom' or lex sacra governing the movements of the Roman Pontifex Maximus.	-241	This specific incident regarding Licinius Crassus being held back by religious taboo refers to events around -241 BCE (or his later equivalent in -205 BCE).	5	Freedom of movement is a tangible physical entitlement.	4	The restriction affects broad possibilities for military and political agency.	4	A priesthood is a long-term, structural appointment.	4	The Pontifex Maximus holds a structural, life-long (usually) priesthood.	0	Refers to a specific historical religious constraint in the Republican era.	5	Cites 'religious custom' as a factual explanation for Crassus staying home.	0	Being a high priest does not by definition mean being unable to travel.
tlg0007.tlg014.perseus-eng2::0	Plutarch	Comparison of Pericles and Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Ostracism and banishment of elites	['Nevertheless, the courteous and gentle conduct of Fabius towards Minucius contrasts forcibly with the factious opposition of Pericles to Cimon and Thucydides, who were both good and true men and of the highest birth, and yet were subjected by him to ostracism and banishment.']	The text identifies that in Pericles' Athens, even high-born, prominent citizens (Cimon and Thucydides) were subject to ostracism and banishment, indicating a systematic lack of protection for one's right to remain in the city if they were political rivals to the leading statesman.	LESS	9.0	Prominent citizens	Citizens;Nobles	Protection from arbitrary banishment	Protection from arbitrary banishment	Bodily Autonomy; Legal Standing	Classical Athens	The verbatim specifically contrasts Fabius with Pericles' conduct in 5th-century Athens, citing the Athenian practice of ostracism.	-443	The ostracism of Thucydides son of Melesias, mentioned in the text, occurred in -443 BCE.	5	Banishment involves loss of home, land, and access to one's wealth and community.	5	Protection from exile is a foundational aspect of legal personhood.	4	Ostracism was typically a 10-year (long-term) but revocable status.	3	Prominence/high-birth is hard to change but involves social standing and reputation.	0	Discusses 5th-century BCE Athenian politics.	5	Verbatim cites specific historical figures (Cimon, Thucydides) who were factually ostracized.	0	Being 'prominent' is not defined by being banished.
tlg0007.tlg014.perseus-eng2::1	Plutarch	Comparison of Pericles and Fabius Maximus	Hellenistic & Early Roman (165 BCE – 105 CE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Citizen access to public festivals	['And besides, the victories of Cimon, and the trophies of Myronides and Leocrates, and the many great successes of Tolmides, made it the privilege of Pericles, during his administration, to enrich the city with holidays and public festivals, rather than to enlarge and protect her dominion by war.']	Plutarch describes the provision of holidays and festivals as a characteristic output of Pericles' administration for the city's inhabitants, identifying these events as a resource provided to the group.	MORE	8.0	Citizens	Citizens	Right to attend public festivals	Access to religious rites	Religious Standing	Classical Athens	The rule describes the civic policy of Pericles in providing festivals to the Athenian citizenry during his administration.	-450	This represents the height of Pericles' domestic program in Athens during the mid-5th century BCE.	3	Festivals involve subsidized food and public entertainment (tangible social practices).	4	Public holidays and festivals are a broad category of civic life.	3	Recurring annual/cycle practice for the duration of a citizenship status.	4	Citizenship is a legal birth-status, very hard to change.	0	Refers to the administration of Pericles.	4	Reported fact that Pericles 'enriched the city' with these festivals.	0	Being a citizen does not automatically mean festivals are provided (it is a policy choice).
