rule_uid	file_id	perseus_id	criteria	rule	group	resource	directionality	verbatim	reasoning	confidence	rule_polity	rule_polity_reasoning	rule_time_reference	rule_time_reasoning	contemporary	factuality	factuality_work	is_historical	group_specificity	group_immutability	immutability_reasoning	resource_materiality	materiality_reasoning	resource_generality	resource_generality_reasoning	resource_persistence	persistence_reasoning	tautological	tautology_reasoning	secondary_reasoning	author	wikidata_id	wikidata_name	cliopatria_polity	impact_year	impact_date	impact_date_precision	birthdate	deathdate	occupations	description	work_title	perseus_title	wikidata_work_id	wikidata_work_label	period	genre	form_of_creative_work	instance_of	main_language	editors	pub_date	n_words	n_characters	n_pages
tlg0086.tlg010.perseus-eng2#244	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Occupation	Sophist advance payment	Sophists	Right to demand fees in advance	MORE	[§1126] Perhaps however the sophists are bound to demand their fees in advance, since nobody would pay money for the knowledge which they possess.	Aristotle notes a specific professional convention where certain educators (Sophists) secure their material compensation prior to the delivery of the service.	8.0	Classical Greek society	The rule refers to the practice of sophists demanding fees in advance, a specific economic and social dynamic of ancient Greek intellectual life.	contemporary	Aristotle is commenting on the contemporary practices of sophists in his society.	1	1	3	0	3	3	Sophists are defined by their profession, which requires training and effort to acquire.	4	The right to demand fees in advance directly impacts financial security and material compensation.	2	Demanding fees in advance is a specific professional practice.	3	The right to demand fees in advance applies to each transaction or period of instruction, recurring with each client.	0	The right to demand fees in advance is a professional practice, not part of the definition of 'Sophist'.	Specific profession; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#245	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Gender	Female preference for shared mourning	Women	Access to shared lamentation	MORE	[§1126] But weak women and womanish men like those who mourn with them, and love them as true friends and sympathizers. However, it is clear that in everything we ought to copy the example of the man of nobler nature.	The text contrasts gendered behaviors in misfortune, noting that women are socially permitted or inclined to seek and receive shared emotional lamentation, a resource the 'manly' nature is described as avoiding.	7.0	Classical Greek society	The rule describes social preferences for shared mourning, specifically mentioning 'weak women and womanish men,' reflecting gendered social expectations in ancient Greece.	contemporary	Aristotle is observing and commenting on contemporary social behaviors and gender roles.	1	1	3	0	5	5	Women is a sex-defined group; membership is biologically fixed.	2	Access to shared lamentation is a social practice with weak, indirect material payoff.	3	Access to shared lamentation is a specific but recurring social protection.	3	Access to shared lamentation is a social norm tied to life stages or recurring emotional events.	0	Access to shared lamentation is a social behavior, not a defining characteristic of 'Women'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#246	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Occupation	Philosopher payment exemption	philosophers	Exemption from fixed-fee constraints	MORE	[§1126] This is the principle on which it would seem that payment ought to be made to those who have imparted instruction in philosophy; for the value of their service is not measurable in money... all that can be expected is that to them... we should make such return as is in our Power.	Instruction in philosophy is treated as a distinct category where the provider is not restricted by standard market wage rules but is entitled to voluntary 'honor' similar to parents.	8.0	Classical Greek society	The rule discusses the payment for philosophical instruction, contrasting it with other services and reflecting the economic status of philosophers in ancient Greece.	contemporary	Aristotle is describing the contemporary social and economic valuation of philosophical teaching.	1	1	3	0	3	3	Philosophers are defined by their profession, requiring training and intellectual pursuit.	4	Exemption from fixed-fee constraints has a direct material effect on income and financial arrangements.	3	Exemption from fixed-fee constraints is a specific but broadly applicable legal protection.	4	Exemption from fixed-fee constraints is a long-term professional status, potentially revocable by societal changes.	0	Exemption from fixed-fee constraints is a specific economic arrangement, not inherent in being a 'philosopher'.	Specific profession; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#247	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Occupation	Sophist advance fee requirement	Sophists	Right to deferred payment	LESS	[§1134] Perhaps however the sophists are bound to demand their fees in advance, since nobody would pay money for the knowledge which they possess. Persons paid in advance then naturally meet with complaints if they do not perform the service for which they have taken the pay.	Aristotle describes a specific professional norm where sophists, unlike other teachers or craftsmen, are expected or forced by social distrust to take payment before the service is rendered.	9.0	Classical Greek society	The rule discusses the practice of sophists requiring advance payment, a specific economic arrangement for intellectual services in ancient Greece.	contemporary	Aristotle is commenting on the contemporary business practices of sophists.	1	0	3	0	3	3	Sophists are defined by their profession, which requires training and effort to acquire.	4	The right to deferred payment directly impacts financial security and material compensation.	2	Right to deferred payment is a specific professional practice.	3	The right to deferred payment (or lack thereof) applies to each service, recurring with each client.	0	The requirement for advance payment is a professional norm, not part of the definition of 'Sophist'.	Specific profession; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#248	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Citizenship	Legal exclusion of voluntary covenants	Fellow-citizens	Right to legal enforcement of contracts	LESS	[§1136] For in buying and selling also this seems to be the practice; and in some countries the law does not allow actions for the enforcement of voluntary covenants, on the ground that when you have trusted a man you ought to conclude the transaction as you began it.	The text identifies specific jurisdictions where citizens/residents are denied the resource of state-enforced contract litigation for voluntary agreements, placing the burden of trust and valuation on the individuals.	10.0	Classical Greek city-states	The rule refers to legal practices in 'some countries' where voluntary covenants are not legally enforceable, indicating diverse legal systems within the Greek world.	contemporary	Aristotle is discussing contemporary legal principles and customs observed in various Greek states.	1	1	3	0	4	4	Fellow-citizenship is a legal status, hard to change, often acquired by birth or naturalization.	4	The right to legal enforcement of contracts is a concrete legal right with direct material effect.	4	Legal enforcement of contracts is a broad category of legal standing.	4	The right to legal enforcement of contracts is a long-term legal status, revocable by changes in law.	0	The right to legal enforcement of contracts is a specific legal provision, not inherent in being a 'fellow-citizen'.	Broad societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#249	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Age	Seniority honor obligations	Old people	Right to formal signs of respect	MORE	[§1137] Again, we should pay to all our seniors the honor due to their age, by rising when they enter, offering them a seat, and so on.	The author describes a social rule where age dictates the receipt of specific immaterial resources (honor, physical deference/rising, seating priority).	10.0	Classical Greek society	The rule describes social customs of respect for elders, such as rising and offering seats, which were common in ancient Greek society.	contemporary	Aristotle is detailing contemporary social etiquette and norms.	1	1	3	0	5	5	Old people are defined by age, a biologically fixed and immutable trait at any given moment.	2	Formal signs of respect are ceremonial honors with minor, indirect economic side-effects.	3	Formal signs of respect are specific but recurring social protections.	3	The right to formal signs of respect is tied to the life stage of being old, lasting for many years.	0	Formal signs of respect are social customs, not inherent in the definition of 'Old people'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#250	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Parental maintenance debt	Parents	Right to material maintenance	MORE	[§1137] It would be felt that our parents have the first claim on us for maintenance, since we owe it to them as a debt, and to support the authors of our being stands before self-preservation in moral nobility.	Aristotle identifies a societal rule derived from lineage where parents are entitled to material support from their children, prioritizing this over the child's own self-preservation.	9.0	Classical Athens	The Nicomachean Ethics reflects the social norms and ethical considerations prevalent in Aristotle's contemporary Greek society, particularly Athens.	contemporary	Aristotle discusses this as a current societal expectation and moral principle in his own time.	1	1	3	0	5	5	Parents are defined by biological lineage, a strictly immutable trait.	5	The right to material maintenance is a direct claim on tangible goods and financial support.	4	Material maintenance is a broad category of support.	5	The right to material maintenance from children is a lifelong claim for parents.	0	The right to material maintenance is a social obligation, not inherent in the definition of 'Parents'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#251	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Family funeral attendance	Kinsmen	Right to family ceremony participation	MORE	[§1137] They invite their relatives to a wedding, because they are members of the family, and therefore concerned in the family’s affairs; also it is thought to be specially incumbent on relations to attend funerals, for the same reason.	The text outlines social expectations/conventions where membership in a family group grants the right (and obligation) to participate in specific social rituals like weddings and funerals.	9.0	Classical Athens	The rule describes social customs regarding family obligations common in Aristotle's contemporary Greek society, particularly Athens.	contemporary	Aristotle refers to these practices as current and generally accepted social norms.	1	1	3	0	5	5	Kinsmen are defined by family membership/lineage, a strictly immutable trait.	3	Participation in family ceremonies is a social role that produces tangible outcomes (e.g., inheritance, social standing).	3	Family ceremony participation is a specific but recurring social right.	3	The right to participate in family ceremonies recurs with each event (weddings, funerals).	0	The right to family ceremony participation is a social custom, not inherent in the definition of 'Kinsmen'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#252	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Education	Philosopher payment exemption	Great philosophers	Right to fixed monetary wages	LESS	[§1134] This is the principle on which it would seem that payment ought to be made to those who have imparted instruction in philosophy; for the value of their service is not measurable in money, and no honor paid them could be an equivalent, but no doubt all that can be expected is that to them... we should make such return as is in our Power.	Instruction in philosophy is treated as a service for which a legal or fixed market wage cannot be demanded (LESS access to standardized material compensation), replaced instead by discretionary 'honor' akin to what is given to gods.	8.0	Classical Athens	This rule reflects the social standing and valuation of philosophers in Aristotle's contemporary Greek society, particularly Athens.	contemporary	Aristotle is discussing the appropriate treatment and compensation for philosophers in his own time.	1	0	3	0	3	3	Philosophers are defined by their profession, requiring training and intellectual pursuit.	4	Exemption from fixed monetary wages directly impacts financial compensation and material well-being.	3	Right to fixed monetary wages is a specific but broadly applicable legal protection.	4	The exemption from fixed monetary wages is a long-term professional status, potentially revocable.	0	The right to fixed monetary wages is an economic concept, not inherent in being a 'great philosopher'.	Specific profession; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#253	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Age	Seniority honor and precedence	old people	Honor from juniors	MORE	[§1146] Again, we should pay to all our seniors the honor due to their age, by rising when they enter, offering them a seat, and so on.	Aristotle describes a social norm where age serves as a criterion for receiving specific physical signs of respect (standing, seating) from others in the community.	10.0	Classical Athens	The rule describes social etiquette and respect for elders, which was a common practice in Aristotle's contemporary Greek society.	contemporary	Aristotle presents this as a current and expected social behavior in his society.	1	1	3	0	5	5	Old people are defined by age, a biologically fixed and immutable trait at any given moment.	2	Honor from juniors is a ceremonial honor with minor, indirect economic side-effects.	3	Honor from juniors is a specific but recurring social protection.	3	Honor from juniors is a social norm tied to the life stage of being old, lasting for many years.	0	Honor from juniors is a social custom, not inherent in the definition of 'old people'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#254	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Parental maintenance and support	parents	Right to maintenance and support	MORE	[§1145] It would be felt that our parents have the first claim on us for maintenance, since we owe it to them as a debt, and to support the authors of our being stands before self-preservation in moral nobility.	The text identifies parents as a group that has a primary, debt-like claim on their children for physical and financial maintenance, prioritizing this over the child's own self-preservation.	10.0	Classical Athens	The rule reflects the ethical and social obligations towards parents in Aristotle's contemporary Greek society, particularly Athens.	contemporary	Aristotle discusses this as a current moral debt and societal expectation.	1	1	3	0	5	5	Parents are defined by biological lineage, a strictly immutable trait.	5	The right to maintenance and support is a direct claim on tangible goods and financial support.	4	Maintenance and support is a broad category of support.	5	The right to maintenance and support from children is a lifelong claim for parents.	0	The right to maintenance and support is a social obligation, not inherent in the definition of 'parents'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#255	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Family attendance at weddings	Kinsmen	Inclusion in family ritual events	MORE	[§1144] They invite their relatives to a wedding, because they are members of the family, and therefore concerned in the family’s affairs; also it is thought to be specially incumbent on relations to attend funerals, for the same reason.	Relative status (lineage) is the criterion for the social right to be included in significant domestic and religious ceremonies like weddings and funerals.	9.0	Classical Athens	The rule describes social customs regarding family participation in life events, common in Aristotle's contemporary Greek society.	contemporary	Aristotle refers to these practices as current and generally accepted social norms.	1	1	3	0	5	5	Kinsmen are defined by family membership/lineage, a strictly immutable trait.	3	Inclusion in family ritual events is a social role that produces tangible outcomes (e.g., inheritance, social standing).	3	Inclusion in family ritual events is a specific but recurring social right.	3	Inclusion in family ritual events recurs with each specific event (weddings, funerals).	0	Inclusion in family ritual events is a social custom, not inherent in the definition of 'Kinsmen'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#256	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Parental right to honor	parents	Right to receive honor	MORE	[§1145] Honor also is due to parents, as it is to the gods, though not indiscriminate honor: one does not owe to one’s father the same honor as to one’s mother... but one owes to one’s father the honor appropriate to a father, and to one’s mother that appropriate to her.	The author establishes that being a parent confers a right to honor comparable to that given to deities, though the nature of the honor is specific to the parental role.	10.0	Classical Athens	The rule reflects the social and ethical expectations of honoring parents in Aristotle's contemporary Greek society, particularly Athens.	contemporary	Aristotle discusses this as a current moral and social obligation.	1	1	3	0	5	5	Parents are defined by biological lineage, a strictly immutable trait.	1	The right to receive honor is primarily symbolic and abstract, with no direct material payoff.	4	The right to receive honor is a broad category of social recognition.	5	The right to receive honor is a lifelong status for parents, comparable to gods.	0	The right to receive honor is a social construct, not inherent in the definition of 'parents'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#257	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Lineage	Maternal duty of care	Women	Right to exercise maternal care	MORE	[§1154] A friend is defined as... one who wishes the existence and preservation of his friend for the friend’s sake. (This is the feeling of mothers towards their children, and of former friends who have quarrelled.) ...Others say that a friend is (e) one who shares his friend’s joys and sorrows. (This too is very characteristic of mothers.)	Aristotle uses the behavior of mothers as a primary real-world example of defining the marks of friendship, specifically the promotion of a child's existence and sharing in their emotional states.	9.0	Classical Athens	The rule describes a common observation about maternal behavior and affection within the social context of Aristotle's time.	contemporary	Aristotle uses this observation to illustrate a point about friendship, drawing from contemporary social understanding.	1	1	3	0	5	5	Mothers are defined by biological sex and parenthood, strictly immutable traits.	1	The right to exercise maternal care is a trait-based capacity, primarily symbolic and emotional.	3	Maternal care is a specific but broadly applicable social role.	5	The right to exercise maternal care is a lifelong role for mothers towards their children.	0	The right to exercise maternal care is a social and biological role, not a tautology for 'Women'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#258	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Education	Virtuous access to self-regard	Educated women	Right to self-approval	MORE	[§1161] As a matter of fact, the feelings of self-regard described appear to be found in most people, even though they are of inferior moral worth. Perhaps men share them in so far as they have their own approval and believe in their own virtue; since the utterly worthless and criminal never possess them, or even have the appearance of doing so.	The text establishes that inner stability and self-regard are resources tied to moral education and character (virtue). While the text uses 'men' generally, it distinguishes a group (the 'worthless and criminal') who are excluded from this immaterial resource based on their lack of moral development.	7.0	Classical Athens	The rule discusses moral worth and self-approval within the ethical framework and social understanding of Aristotle's contemporary Greek society.	contemporary	Aristotle is analyzing human behavior and moral psychology as observed in his own time.	1	0	3	0	4	5	Women is a sex-defined group; membership is biologically fixed.	1	The right to self-approval is an internal, abstract, and non-material resource.	4	Self-approval is a broad category of psychological well-being.	4	The right to self-approval is a long-term internal state, dependent on sustained virtue.	0	Self-approval is a psychological state, not a tautology for 'Educated women'.	Broad societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#259	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Occupation	Competitor eligibility for goodwill	Peasants	Access to public sympathy	MORE	[§1167] Also affection requires intimate acquaintance, where as goodwill may spring up all of a sudden, as happens for instance in regard to the competitors in a contest; the spectators conceive goodwill and sympathy for them, though they would not actively assist them.	Aristotle identifies 'competitors in a contest' (athletes/performers) as a specific occupational group that receives a particular immaterial resource—public goodwill and sympathy—even from strangers.	8.0	Classical Athens	The rule uses the example of spectators at a contest, a common social event in Aristotle's contemporary Greek society, to illustrate goodwill.	contemporary	Aristotle draws on a contemporary social phenomenon (contests) to explain a concept of goodwill.	1	1	3	0	3	3	Competitors are defined by their role in a contest, which is an acquired status.	1	Access to public sympathy is an abstract, non-material resource, primarily symbolic.	3	Public sympathy is a specific but recurring social resource.	2	Access to public sympathy for competitors is brief, lasting only for the duration of a specific contest.	0	Access to public sympathy is a social phenomenon, not inherent in the definition of 'Peasants'.	Specific profession; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#260	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Citizenship	Citizen right to elect officials	Citizens	Right to vote for magistrates	MORE	[§1172] Concord then refers to practical ends, and practical ends of importance, and able to be realized by both or all the parties: for instance, there is concord in the state when the citizens unanimously decree that the offices of state shall be elective, or that an alliance shall be made with Sparta, or that Pittacus shall be dictator (when Pittacus was himself willing to be dictator).	Aristotle describes actual political mechanisms in Greek city-states where the body of citizens exercises the right to decide on elections and foreign policy through collective decrees.	10.0	Classical Athens	The rule explicitly mentions citizens decreeing elective offices and alliances, referencing political practices of Greek city-states like Athens and Sparta.	contemporary	Aristotle uses examples of contemporary political decisions and structures (e.g., alliances with Sparta, elective offices) to illustrate concord.	1	1	3	0	5	4	Citizenship is a legal status, hard to change, often acquired by birth or naturalization.	4	The right to vote for magistrates is a concrete legal right with direct material effect on governance.	5	The right to vote for magistrates is a fundamental aspect of political power.	4	The right to vote for magistrates is a long-term civic right, revocable by changes in law or governance.	0	The right to vote for magistrates is a specific political right, not inherent in the definition of 'Citizens'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#261	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Wealth / Properties	Inherited wealth effort exemption	Wealthy heirs	Exemption from labor to acquire capital	MORE	[§1182] Again, everybody loves a thing more if it has cost him trouble: for instance those who have made money love money more than those who have inherited it. Now to receive a benefit seems to involve no labor, but to confer one is an effort.	The text identifies a group of people who possess money through inheritance rather than through the labor of making it, establishing that specific groups have access to resources (wealth) without the corresponding labor.	9.0	Classical Athens	The rule reflects observations about wealth and inheritance within the economic and social structures of Aristotle's contemporary Greek society.	contemporary	Aristotle is making a general observation about human psychology and attachment to possessions, drawing from contemporary societal experiences.	1	1	3	0	4	4	Inherited wealth is a status largely determined by birth and family lineage.	5	Exemption from labor to acquire capital is a direct access to wealth, a tangible property.	5	Exemption from labor to acquire capital relates to wealth and property.	5	Exemption from labor to acquire capital through inheritance is a lifelong structural advantage.	0	Exemption from labor to acquire capital is an economic condition, not inherent in being 'Wealthy heirs'.	Broad societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#262	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Gender	Maternal parental certainty	Women	Certainty of biological parenthood	MORE	[§1182] This is why mothers love their children more than fathers, because parenthood costs the mother more trouble [and the mother is more certain that the child is her own].	Aristotle explicitly identifies a biological and social rule where mothers possess a higher degree of certainty regarding their lineage compared to fathers.	9.0	Classical Athens	The rule reflects a common understanding of parental roles and certainty of lineage within the social context of Aristotle's time.	contemporary	Aristotle is stating a widely accepted belief about maternal certainty and effort in his contemporary society.	1	1	3	0	5	5	Women are defined by biological sex, and mothers by biological parenthood, both strictly immutable.	1	Certainty of biological parenthood is a trait-based, abstract resource, primarily symbolic.	3	Certainty of biological parenthood is a specific but recurring social fact.	5	Certainty of biological parenthood is a lifelong, inherent status for mothers.	0	Certainty of biological parenthood is a biological fact, not a tautology for 'Women'.	Canonical societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#263	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Education	Noble access to magistracies	virtuous men	Eligibility for honors and offices	MORE	[§1193] And he behaves in the same manner as regards honors and offices also: all these things he will relinquish to his friend, for this is noble and praiseworthy for himself. He is naturally therefore thought to be virtuous, as he chooses moral nobility in preference to all other things.	Aristotle describes the behavior of 'virtuous men' (a group defined by moral education/excellence) in relation to 'honors and offices.' The fact that they can choose to 'relinquish' these to friends proves they are the group that typically holds or has access to these political and social resources.	9.0	Classical Athens	The rule discusses eligibility for honors and offices, which were central to the political and social life of Greek city-states like Athens.	contemporary	Aristotle is describing the behavior and motivations of a virtuous man within the social and political system of his own era.	1	1	3	0	4	3	Virtuous men are defined by acquired moral character, changeable with effort.	3	Eligibility for honors and offices is access to a social role that produces tangible outcomes (e.g., power, status).	5	Eligibility for honors and offices is a fundamental aspect of political power.	4	Eligibility for honors and offices is a long-term status for virtuous men, revocable by actions.	0	Eligibility for honors and offices is a social and political status, not inherent in being 'virtuous men'.	Broad societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
tlg0086.tlg010.perseus-eng2#264	tlg0086.tlg010.perseus-eng2	tlg0086.tlg010	Wealth / Properties	Wealthy access to public honors	Wealthy citizens	Right to retain money and power	MORE	[§1192] For he will surrender wealth and power and all the goods that men struggle to win, if he can secure nobility for himself [...]. Also the virtuous man is ready to forgo money if by that means his friends may gain more money; for thus, though his friend gets money, he himself achieves nobility.	The text identifies wealth and power as goods that men 'struggle to win' and possess. This identifies a class of people (those with the capacity to compete for and surrender such assets) who have the resource of material wealth and localized power.	8.0	Classical Athens	The rule discusses the pursuit of wealth, power, and honors, which were significant aspects of social status in Greek city-states.	contemporary	Aristotle is describing the ethical choices and values of individuals concerning wealth and public recognition in his contemporary society.	1	1	3	0	4	3	Wealthy citizens are defined by their wealth, which can be acquired or lost over time.	5	The right to retain money and power is a direct control over tangible property and influence.	5	The right to retain money and power is a fundamental aspect of wealth and political power.	4	The right to retain money and power is a long-term status, revocable by loss or societal change.	0	The right to retain money and power is an economic and political status, not inherent in being 'Wealthy citizens'.	Broad societal group; author describes a contemporary norm.	Aristotle	Q868	Aristotle	Thebans	-348	-348	year	-383.0	-321.0	philosopher	4th-century BCE Classical Greek philosopher and polymath	Nicomachean Ethics	Nicomachean Ethics	Q474537	Nicomachean Ethics	Late Classical (354–165 BCE)	treatise		literary work, text	English	Harris Rackham	1926	104386	599000	418
