author_code	work_code	filename	file_path	title	author	editors	publisher	pub_place	pub_date	source_bibl	languages	extent	funder	principal	text_length	word_count	source_date
tlg0062	tlg064	tlg0062.tlg064.perseus-grc3.xml	tlg0062/tlg064/tlg0062.tlg064.perseus-grc3.xml	Πρὸς τὸν εἰπόντα, Προμηθεὺς εἴ εἶ ἐν λόγοις	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	6875	1113	1959
tlg0062	tlg064	tlg0062.tlg064.perseus-eng3.xml	tlg0062/tlg064/tlg0062.tlg064.perseus-eng3.xml	"To one who said ""You're a Prometheus in words."""	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	6835	1214	1959
tlg0062	tlg064	tlg0062.tlg064.perseus-eng4.xml	tlg0062/tlg064/tlg0062.tlg064.perseus-eng4.xml	A Literary Prometheus	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	6683	1168	1905
tlg0062	tlg052	tlg0062.tlg052.perseus-eng2.xml	tlg0062/tlg052/tlg0062.tlg052.perseus-eng2.xml	Disowned	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	40583	7349	1936
tlg0062	tlg052	tlg0062.tlg052.perseus-eng4.xml	tlg0062/tlg052/tlg0062.tlg052.perseus-eng4.xml	The Disinherited	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	35337	6264	1905
tlg0062	tlg052	tlg0062.tlg052.perseus-grc2.xml	tlg0062/tlg052/tlg0062.tlg052.perseus-grc2.xml	Ἀποκηρυττόμενος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	32728	5165	1936
tlg0062	tlg055	tlg0062.tlg055.perseus-grc3.xml	tlg0062/tlg055/tlg0062.tlg055.perseus-grc3.xml	Τὰ πρὸς Κρόνον	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	33722	5381	1959
tlg0062	tlg055	tlg0062.tlg055.perseus-grc2.xml	tlg0062/tlg055/tlg0062.tlg055.perseus-grc2.xml	Τὰ πρὸς Κρόνον	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	32758	5255	1913
tlg0062	tlg055	tlg0062.tlg055.perseus-eng4.xml	tlg0062/tlg055/tlg0062.tlg055.perseus-eng4.xml	Saturnalia	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	35917	6565	1905
tlg0062	tlg055	tlg0062.tlg055.perseus-eng3.xml	tlg0062/tlg055/tlg0062.tlg055.perseus-eng3.xml	A Conversation with Cronus	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	37861	6988	1959
tlg0062	tlg001	tlg0062.tlg001.perseus-grc2.xml	tlg0062/tlg001/tlg0062.tlg001.perseus-grc2.xml	Φάλαρις	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	18828	2939	1913
tlg0062	tlg001	tlg0062.tlg001.perseus-eng2.xml	tlg0062/tlg001/tlg0062.tlg001.perseus-eng2.xml	Phalaris	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	22214	4103	1913
tlg0062	tlg001	tlg0062.tlg001.perseus-eng4.xml	tlg0062/tlg001/tlg0062.tlg001.perseus-eng4.xml	Phalaris, I	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	21236	3793	1905
tlg0062	tlg039	tlg0062.tlg039.perseus-eng4.xml	tlg0062/tlg039/tlg0062.tlg039.perseus-eng4.xml	A Portrait-study	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	19568	3378	1905
tlg0062	tlg039	tlg0062.tlg039.perseus-eng2.xml	tlg0062/tlg039/tlg0062.tlg039.perseus-eng2.xml	Essays in Portraiture	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	30964	5497	1925
tlg0062	tlg039	tlg0062.tlg039.perseus-grc2.xml	tlg0062/tlg039/tlg0062.tlg039.perseus-grc2.xml	Εἰκόνες	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	21350	3365	1925
tlg0062	tlg006	tlg0062.tlg006.perseus-eng4.xml	tlg0062/tlg006/tlg0062.tlg006.perseus-eng4.xml	The Fly, an Appreciation	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	7515	1379	1905
tlg0062	tlg006	tlg0062.tlg006.perseus-eng2.xml	tlg0062/tlg006/tlg0062.tlg006.perseus-eng2.xml	The Fly	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad 2, 469	eng		National Endowment for the Humanities	Gregory Crane	9464	1739	1913
tlg0062	tlg006	tlg0062.tlg006.perseus-grc2.xml	tlg0062/tlg006/tlg0062.tlg006.perseus-grc2.xml	Μυίας Ἐγκώμιον	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0	Iliad 2, 469:	grc		The National Endowment for the Humanities	Gregory Crane	8060	1256	1913
tlg0062	tlg030	tlg0062.tlg030.perseus-grc2.xml	tlg0062/tlg030/tlg0062.tlg030.perseus-grc2.xml	Περὶ τοῦ Παρασίτου ὅτι Τέχνη ἡ Παρασιτική	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	45594	7165	1921
tlg0062	tlg030	tlg0062.tlg030.perseus-eng4.xml	tlg0062/tlg030/tlg0062.tlg030.perseus-eng4.xml	The Parasite: a Demonstration that Sponging is a Profession	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	41917	7497	1905
tlg0062	tlg030	tlg0062.tlg030.perseus-eng2.xml	tlg0062/tlg030/tlg0062.tlg030.perseus-eng2.xml	The Parasite Tychiades	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Euripides, Medea518.	eng		National Endowment for the Humanities	Gregory Crane	54715	9821	1921
tlg0062	tlg008	tlg0062.tlg008.perseus-eng2.xml	tlg0062/tlg008/tlg0062.tlg008.perseus-eng2.xml	Demonax	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad 9, 320.	eng		National Endowment for the Humanities	Gregory Crane	24805	4420	1913
tlg0062	tlg008	tlg0062.tlg008.perseus-eng4.xml	tlg0062/tlg008/tlg0062.tlg008.perseus-eng4.xml	Life of Demonax	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	22033	3880	1905
tlg0062	tlg008	tlg0062.tlg008.perseus-grc2.xml	tlg0062/tlg008/tlg0062.tlg008.perseus-grc2.xml	Δημώνακτος Βίος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	20608	3168	1913
tlg0062	tlg037	tlg0062.tlg037.perseus-eng2.xml	tlg0062/tlg037/tlg0062.tlg037.perseus-eng2.xml	A Professor of Public Speaking	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	34637	6137	1925
tlg0062	tlg037	tlg0062.tlg037.perseus-eng4.xml	tlg0062/tlg037/tlg0062.tlg037.perseus-eng4.xml	The Rhetorician’s Vade Mecum	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01	Juvenal, vii. 118 (Gifford).	eng		National Endowment for the Humanities	Gregory Crane	24698	4456	1905
tlg0062	tlg037	tlg0062.tlg037.perseus-grc2.xml	tlg0062/tlg037/tlg0062.tlg037.perseus-grc2.xml	Ῥητόρων Διδάσκαλος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	22648	3647	1925
tlg0062	tlg015	tlg0062.tlg015.perseus-grc2.xml	tlg0062/tlg015/tlg0062.tlg015.perseus-grc2.xml	Συμπόσιον ἢ Λαπίθαι	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	31702	4934	1913
tlg0062	tlg015	tlg0062.tlg015.perseus-eng2.xml	tlg0062/tlg015/tlg0062.tlg015.perseus-eng2.xml	The Carousal, or the Lapiths	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad 7, 109.	eng		National Endowment for the Humanities	Gregory Crane	39492	7113	
tlg0062	tlg015	tlg0062.tlg015.perseus-eng4.xml	tlg0062/tlg015/tlg0062.tlg015.perseus-eng4.xml	A Feast of Lapithae	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	32311	5662	1905
tlg0062	tlg012	tlg0062.tlg012.perseus-eng5.xml	tlg0062/tlg012/tlg0062.tlg012.perseus-eng5.xml	A True History	Lucian of Samosata	Emily James Smith; Emily James Smith	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	53339	9692	1892
tlg0062	tlg012	tlg0062.tlg012.perseus-eng4.xml	tlg0062/tlg012/tlg0062.tlg012.perseus-eng4.xml	The True History	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	71884	12802	1905
tlg0062	tlg012	tlg0062.tlg012.perseus-eng2.xml	tlg0062/tlg012/tlg0062.tlg012.perseus-eng2.xml	A True Story	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	82866	15190	1913
tlg0062	tlg012	tlg0062.tlg012.perseus-grc2.xml	tlg0062/tlg012/tlg0062.tlg012.perseus-grc2.xml	Ἀληθῶν Διηγημάτων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	73561	11378	1913
tlg0062	tlg024	tlg0062.tlg024.perseus-grc2.xml	tlg0062/tlg024/tlg0062.tlg024.perseus-grc2.xml	Βίων Πρᾶσις	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	24604	3724	1915
tlg0062	tlg024	tlg0062.tlg024.perseus-eng5.xml	tlg0062/tlg024/tlg0062.tlg024.perseus-eng5.xml	The Sale of Lives	Lucian of Samosata	Emily James Smith; Emily James Smith	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	26709	4808	1892
tlg0062	tlg024	tlg0062.tlg024.perseus-eng4.xml	tlg0062/tlg024/tlg0062.tlg024.perseus-eng4.xml	Sale of Creeds	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	26272	4584	1905
tlg0062	tlg024	tlg0062.tlg024.perseus-eng2.xml	tlg0062/tlg024/tlg0062.tlg024.perseus-eng2.xml	Philosophies for Sale	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Horace, Epp. 1, I 106 ff	eng		National Endowment for the Humanities	Gregory Crane	35094	6324	1915
tlg0062	tlg023	tlg0062.tlg023.perseus-eng2.xml	tlg0062/tlg023/tlg0062.tlg023.perseus-eng2.xml	Charon, or the Inspectors	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Od. 11, 305.	eng		National Endowment for the Humanities	Gregory Crane	32707	6118	1915
tlg0062	tlg023	tlg0062.tlg023.perseus-eng4.xml	tlg0062/tlg023/tlg0062.tlg023.perseus-eng4.xml	Charon	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	28370	5343	1905
tlg0062	tlg023	tlg0062.tlg023.perseus-grc2.xml	tlg0062/tlg023/tlg0062.tlg023.perseus-grc2.xml	Χάρων ἢ Ἐπισκοποῦντες	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	27240	4358	1915
tlg0062	tlg048	tlg0062.tlg048.perseus-eng2.xml	tlg0062/tlg048/tlg0062.tlg048.perseus-eng2.xml	Astrology	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad, V, 429, 430.	eng		National Endowment for the Humanities	Gregory Crane	21654	3746	1936
tlg0062	tlg048	tlg0062.tlg048.perseus-grc2.xml	tlg0062/tlg048/tlg0062.tlg048.perseus-grc2.xml	Περὶ τῆς Ἀστρολογίας	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	13346	2119	1936
tlg0062	tlg070	tlg0062.tlg070.perseus-grc2.xml	tlg0062/tlg070/tlg0062.tlg070.perseus-grc2.xml	Ψευδοσοφιστής ἢ Σολοικιστής	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	11721	1837	1913
tlg0062	tlg070	tlg0062.tlg070.perseus-eng4.xml	tlg0062/tlg070/tlg0062.tlg070.perseus-eng4.xml	The Purist Purized	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	13877	2515	1905
tlg0062	tlg046	tlg0062.tlg046.perseus-eng2.xml	tlg0062/tlg046/tlg0062.tlg046.perseus-eng2.xml	Lexiphanes	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	30851	5271	1936
tlg0062	tlg046	tlg0062.tlg046.perseus-eng4.xml	tlg0062/tlg046/tlg0062.tlg046.perseus-eng4.xml	Lexiphanes	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	18483	3253	1905
tlg0062	tlg046	tlg0062.tlg046.perseus-grc2.xml	tlg0062/tlg046/tlg0062.tlg046.perseus-grc2.xml	Λεξιφάνης	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	20292	3182	1936
tlg0062	tlg041	tlg0062.tlg041.perseus-grc2.xml	tlg0062/tlg041/tlg0062.tlg041.perseus-grc2.xml	Περὶ τῆς Συρίης Θεοῦ	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	38876	6412	1925
tlg0062	tlg041	tlg0062.tlg041.perseus-eng2.xml	tlg0062/tlg041/tlg0062.tlg041.perseus-eng2.xml	The Goddesse of Surrye	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	81897	14572	1925
tlg0062	tlg022	tlg0062.tlg022.perseus-eng2.xml	tlg0062/tlg022/tlg0062.tlg022.perseus-eng2.xml	Timon, or the Misanthrope	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad, 15, 202	eng		National Endowment for the Humanities	Gregory Crane	50105	9355	1915
tlg0062	tlg022	tlg0062.tlg022.perseus-eng4.xml	tlg0062/tlg022/tlg0062.tlg022.perseus-eng4.xml	Timon the Misanthrope	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	42354	7722	1905
tlg0062	tlg022	tlg0062.tlg022.perseus-grc2.xml	tlg0062/tlg022/tlg0062.tlg022.perseus-grc2.xml	Τίμων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	40381	6235	1915
tlg0062	tlg025	tlg0062.tlg025.perseus-grc2.xml	tlg0062/tlg025/tlg0062.tlg025.perseus-grc2.xml	Ἀναβιοῦντες ἢ Ἁλιεύς	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	44299	6820	1921
tlg0062	tlg025	tlg0062.tlg025.perseus-eng4.xml	tlg0062/tlg025/tlg0062.tlg025.perseus-eng4.xml	The Fisher	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	43340	7651	1905
tlg0062	tlg025	tlg0062.tlg025.perseus-eng2.xml	tlg0062/tlg025/tlg0062.tlg025.perseus-eng2.xml	The Dead Come to Life, or the Fisherman	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad2, 363	eng		National Endowment for the Humanities	Gregory Crane	54574	9772	1921
tlg0062	tlg013	tlg0062.tlg013.perseus-eng4.xml	tlg0062/tlg013/tlg0062.tlg013.perseus-eng4.xml	Slander, a Warning	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	21107	3671	1905
tlg0062	tlg013	tlg0062.tlg013.perseus-eng2.xml	tlg0062/tlg013/tlg0062.tlg013.perseus-eng2.xml	Slander: on not Being Quick to Put Faith in it	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad 18, 309.	eng		National Endowment for the Humanities	Gregory Crane	25758	4628	
tlg0062	tlg013	tlg0062.tlg013.perseus-grc2.xml	tlg0062/tlg013/tlg0062.tlg013.perseus-grc2.xml	Περὶ τοῦ μὴ ῥᾳδίως πιστεύειν Διαβολῇ	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	21449	3261	1913
tlg0062	tlg014	tlg0062.tlg014.perseus-grc2.xml	tlg0062/tlg014/tlg0062.tlg014.perseus-grc2.xml	Δίκη Συμφώνων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	8386	1318	1913
tlg0062	tlg014	tlg0062.tlg014.perseus-eng2.xml	tlg0062/tlg014/tlg0062.tlg014.perseus-eng2.xml	The Consonants at Law Sigma Vs. Tau, in the Court of the Seven Vowels	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	10627	1880	
tlg0062	tlg014	tlg0062.tlg014.perseus-eng4.xml	tlg0062/tlg014/tlg0062.tlg014.perseus-eng4.xml	Trial in the Court of Vowels	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	8738	1500	1905
tlg0062	tlg040	tlg0062.tlg040.perseus-grc2.xml	tlg0062/tlg040/tlg0062.tlg040.perseus-grc2.xml	Ὑπὲρ τῶν Εἰκόνων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	22943	3635	1925
tlg0062	tlg040	tlg0062.tlg040.perseus-eng4.xml	tlg0062/tlg040/tlg0062.tlg040.perseus-eng4.xml	Defence of the ‘portrait-study’	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	22621	4091	1905
tlg0062	tlg040	tlg0062.tlg040.perseus-eng2.xml	tlg0062/tlg040/tlg0062.tlg040.perseus-eng2.xml	Essays in Portraiture Defended	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Horace, Ars Poet. 9 sq.	eng		National Endowment for the Humanities	Gregory Crane	30280	5519	1925
tlg0062	tlg047	tlg0062.tlg047.perseus-eng2.xml	tlg0062/tlg047/tlg0062.tlg047.perseus-eng2.xml	The Eunuch	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	12547	2185	1936
tlg0062	tlg047	tlg0062.tlg047.perseus-grc2.xml	tlg0062/tlg047/tlg0062.tlg047.perseus-grc2.xml	Εὐνοῦχος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	8995	1415	1936
tlg0062	tlg071	tlg0062.tlg071.perseus-grc2.xml	tlg0062/tlg071/tlg0062.tlg071.perseus-grc2.xml	Ποδάγρα	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	12233	1792	1913
tlg0062	tlg049	tlg0062.tlg049.perseus-eng2.xml	tlg0062/tlg049/tlg0062.tlg049.perseus-eng2.xml	The Mistaken Critic, or a Discourse on the Word	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	The first line of this cento from the Iliad is XIII, 605 combined with XI, 233; the second is V, 293.	eng		National Endowment for the Humanities	Gregory Crane	40751	7172	1936
tlg0062	tlg049	tlg0062.tlg049.perseus-grc2.xml	tlg0062/tlg049/tlg0062.tlg049.perseus-grc2.xml	Ψευδολογιστής	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	25942	4206	1936
tlg0062	tlg032	tlg0062.tlg032.perseus-eng2.xml	tlg0062/tlg032/tlg0062.tlg032.perseus-eng2.xml	The Judgement of the Goddesses	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	15953	2975	1921
tlg0062	tlg032	tlg0062.tlg032.perseus-grc2.xml	tlg0062/tlg032/tlg0062.tlg032.perseus-grc2.xml	Θεῶν Κρίσις	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	12809	2138	1921
tlg0062	tlg035	tlg0062.tlg035.perseus-grc2.xml	tlg0062/tlg035/tlg0062.tlg035.perseus-grc2.xml	Μένιππος ἢ Νεκυομαντεία	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	21725	3406	1925
tlg0062	tlg035	tlg0062.tlg035.perseus-eng2.xml	tlg0062/tlg035/tlg0062.tlg035.perseus-eng2.xml	Menippus, or the Descent Into Hades	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Odyssey, 11, 5.	eng		National Endowment for the Humanities	Gregory Crane	28784	5069	1925
tlg0062	tlg035	tlg0062.tlg035.perseus-eng4.xml	tlg0062/tlg035/tlg0062.tlg035.perseus-eng4.xml	Menippus	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	21163	3667	1905
tlg0062	tlg003	tlg0062.tlg003.perseus-eng2.xml	tlg0062/tlg003/tlg0062.tlg003.perseus-eng2.xml	Dionysus: an Introduction	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	8625	1570	1913
tlg0062	tlg003	tlg0062.tlg003.perseus-eng4.xml	tlg0062/tlg003/tlg0062.tlg003.perseus-eng4.xml	Dionysus, an Introductory Lecture	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	7125	1259	1905
tlg0062	tlg003	tlg0062.tlg003.perseus-grc2.xml	tlg0062/tlg003/tlg0062.tlg003.perseus-grc2.xml	Προλαλιά. Διόνυσος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	6981	1076	1913
tlg0062	tlg004	tlg0062.tlg004.perseus-grc2.xml	tlg0062/tlg004/tlg0062.tlg004.perseus-grc2.xml	Προλαλιά. Ἡρακλῆς	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	5102	799	1913
