period	group_cat	resource_meta	has_right
Late Classical (354–165 BCE)	Magistrates	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Magistrates	Protection from public libel	0
Late Classical (354–165 BCE)	Magistrates	Right to a dowry	0
Late Classical (354–165 BCE)	Magistrates	Right to a legal trial	0
Late Classical (354–165 BCE)	Magistrates	Right to address the assembly	0
Late Classical (354–165 BCE)	Magistrates	Right to adopt	0
Late Classical (354–165 BCE)	Magistrates	Right to bear arms	0
Late Classical (354–165 BCE)	Magistrates	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Magistrates	Right to burial	0
Late Classical (354–165 BCE)	Magistrates	Right to citizenship	0
Late Classical (354–165 BCE)	Magistrates	Right to dispose of property	0
Late Classical (354–165 BCE)	Magistrates	Right to free speech	0
Late Classical (354–165 BCE)	Magistrates	Right to freedom of movement	0
Late Classical (354–165 BCE)	Magistrates	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Magistrates	Right to inherit property	0
Late Classical (354–165 BCE)	Magistrates	Right to marry	0
Late Classical (354–165 BCE)	Magistrates	Right to military protection	0
Late Classical (354–165 BCE)	Magistrates	Right to own land	0
Late Classical (354–165 BCE)	Magistrates	Right to own property	0
Late Classical (354–165 BCE)	Magistrates	Right to professional judgement	0
Late Classical (354–165 BCE)	Magistrates	Right to remuneration for office	1
Late Classical (354–165 BCE)	Magistrates	Right to reside in the city	0
Late Classical (354–165 BCE)	Magistrates	Right to retain own earnings	0
Late Classical (354–165 BCE)	Magistrates	Right to retain property	0
Late Classical (354–165 BCE)	Magistrates	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Magistrates	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Magistrates	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Men	Access to education	0
Late Classical (354–165 BCE)	Men	Access to public honors	0
Late Classical (354–165 BCE)	Men	Access to religious rites	0
Late Classical (354–165 BCE)	Men	Access to the gymnasium	0
Late Classical (354–165 BCE)	Men	Eligibility for public office	1
Late Classical (354–165 BCE)	Men	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Men	Exemption from legal audit	1
Late Classical (354–165 BCE)	Men	Exemption from manual labor	1
Late Classical (354–165 BCE)	Men	Exemption from military service	0
Late Classical (354–165 BCE)	Men	Exemption from public service financing	0
Late Classical (354–165 BCE)	Men	Exemption from taxes	0
Late Classical (354–165 BCE)	Men	Political power	0
Late Classical (354–165 BCE)	Men	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Men	Protection from capital punishment	0
Late Classical (354–165 BCE)	Men	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Men	Protection from enslavement	0
Late Classical (354–165 BCE)	Men	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Men	Protection from public libel	0
Late Classical (354–165 BCE)	Men	Right to a dowry	0
Late Classical (354–165 BCE)	Men	Right to a legal trial	0
Late Classical (354–165 BCE)	Men	Right to address the assembly	0
Late Classical (354–165 BCE)	Men	Right to adopt	0
Late Classical (354–165 BCE)	Men	Right to bear arms	0
Late Classical (354–165 BCE)	Men	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Men	Right to burial	0
Late Classical (354–165 BCE)	Men	Right to citizenship	0
Late Classical (354–165 BCE)	Men	Right to dispose of property	0
Late Classical (354–165 BCE)	Men	Right to free speech	0
Late Classical (354–165 BCE)	Men	Right to freedom of movement	0
Late Classical (354–165 BCE)	Men	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Men	Right to inherit property	0
Late Classical (354–165 BCE)	Men	Right to marry	0
Late Classical (354–165 BCE)	Men	Right to military protection	0
Late Classical (354–165 BCE)	Men	Right to own land	0
Late Classical (354–165 BCE)	Men	Right to own property	0
Late Classical (354–165 BCE)	Men	Right to professional judgement	0
Late Classical (354–165 BCE)	Men	Right to remuneration for office	0
Late Classical (354–165 BCE)	Men	Right to reside in the city	0
Late Classical (354–165 BCE)	Men	Right to retain own earnings	0
Late Classical (354–165 BCE)	Men	Right to retain property	1
Late Classical (354–165 BCE)	Men	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Men	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Men	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Minors	Access to education	0
Late Classical (354–165 BCE)	Minors	Access to public honors	1
Late Classical (354–165 BCE)	Minors	Access to religious rites	0
Late Classical (354–165 BCE)	Minors	Access to the gymnasium	1
Late Classical (354–165 BCE)	Minors	Eligibility for public office	0
Late Classical (354–165 BCE)	Minors	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Minors	Exemption from legal audit	0
Late Classical (354–165 BCE)	Minors	Exemption from manual labor	0
Late Classical (354–165 BCE)	Minors	Exemption from military service	0
Late Classical (354–165 BCE)	Minors	Exemption from public service financing	0
Late Classical (354–165 BCE)	Minors	Exemption from taxes	1
Late Classical (354–165 BCE)	Minors	Political power	0
Late Classical (354–165 BCE)	Minors	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Minors	Protection from capital punishment	0
Late Classical (354–165 BCE)	Minors	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Minors	Protection from enslavement	0
Late Classical (354–165 BCE)	Minors	Protection from legal prosecution	1
Late Classical (354–165 BCE)	Minors	Protection from public libel	0
Late Classical (354–165 BCE)	Minors	Right to a dowry	0
Late Classical (354–165 BCE)	Minors	Right to a legal trial	0
Late Classical (354–165 BCE)	Minors	Right to address the assembly	0
Late Classical (354–165 BCE)	Minors	Right to adopt	0
Late Classical (354–165 BCE)	Minors	Right to bear arms	0
Late Classical (354–165 BCE)	Minors	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Minors	Right to burial	0
Late Classical (354–165 BCE)	Minors	Right to citizenship	1
Late Classical (354–165 BCE)	Minors	Right to dispose of property	0
Late Classical (354–165 BCE)	Minors	Right to free speech	0
Late Classical (354–165 BCE)	Minors	Right to freedom of movement	0
Late Classical (354–165 BCE)	Minors	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Minors	Right to inherit property	0
Late Classical (354–165 BCE)	Minors	Right to marry	0
Late Classical (354–165 BCE)	Minors	Right to military protection	0
Late Classical (354–165 BCE)	Minors	Right to own land	0
Late Classical (354–165 BCE)	Minors	Right to own property	0
Late Classical (354–165 BCE)	Minors	Right to professional judgement	0
Late Classical (354–165 BCE)	Minors	Right to remuneration for office	0
Late Classical (354–165 BCE)	Minors	Right to reside in the city	0
Late Classical (354–165 BCE)	Minors	Right to retain own earnings	0
Late Classical (354–165 BCE)	Minors	Right to retain property	0
Late Classical (354–165 BCE)	Minors	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Minors	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Minors	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Nobles	Access to education	0
Late Classical (354–165 BCE)	Nobles	Access to public honors	1
Late Classical (354–165 BCE)	Nobles	Access to religious rites	0
Late Classical (354–165 BCE)	Nobles	Access to the gymnasium	0
Late Classical (354–165 BCE)	Nobles	Eligibility for public office	1
Late Classical (354–165 BCE)	Nobles	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Nobles	Exemption from legal audit	1
Late Classical (354–165 BCE)	Nobles	Exemption from manual labor	0
Late Classical (354–165 BCE)	Nobles	Exemption from military service	0
Late Classical (354–165 BCE)	Nobles	Exemption from public service financing	0
Late Classical (354–165 BCE)	Nobles	Exemption from taxes	0
Late Classical (354–165 BCE)	Nobles	Political power	1
Late Classical (354–165 BCE)	Nobles	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Nobles	Protection from capital punishment	0
Late Classical (354–165 BCE)	Nobles	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Nobles	Protection from enslavement	0
Late Classical (354–165 BCE)	Nobles	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Nobles	Protection from public libel	0
Late Classical (354–165 BCE)	Nobles	Right to a dowry	0
Late Classical (354–165 BCE)	Nobles	Right to a legal trial	0
Late Classical (354–165 BCE)	Nobles	Right to address the assembly	0
Late Classical (354–165 BCE)	Nobles	Right to adopt	0
Late Classical (354–165 BCE)	Nobles	Right to bear arms	0
Late Classical (354–165 BCE)	Nobles	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Nobles	Right to burial	0
Late Classical (354–165 BCE)	Nobles	Right to citizenship	0
Late Classical (354–165 BCE)	Nobles	Right to dispose of property	0
Late Classical (354–165 BCE)	Nobles	Right to free speech	0
Late Classical (354–165 BCE)	Nobles	Right to freedom of movement	0
Late Classical (354–165 BCE)	Nobles	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Nobles	Right to inherit property	0
Late Classical (354–165 BCE)	Nobles	Right to marry	1
Late Classical (354–165 BCE)	Nobles	Right to military protection	0
Late Classical (354–165 BCE)	Nobles	Right to own land	0
Late Classical (354–165 BCE)	Nobles	Right to own property	0
Late Classical (354–165 BCE)	Nobles	Right to professional judgement	0
Late Classical (354–165 BCE)	Nobles	Right to remuneration for office	0
Late Classical (354–165 BCE)	Nobles	Right to reside in the city	0
Late Classical (354–165 BCE)	Nobles	Right to retain own earnings	0
Late Classical (354–165 BCE)	Nobles	Right to retain property	0
Late Classical (354–165 BCE)	Nobles	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Nobles	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Nobles	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Orphans	Access to education	0
Late Classical (354–165 BCE)	Orphans	Access to public honors	1
Late Classical (354–165 BCE)	Orphans	Access to religious rites	0
Late Classical (354–165 BCE)	Orphans	Access to the gymnasium	0
Late Classical (354–165 BCE)	Orphans	Eligibility for public office	0
Late Classical (354–165 BCE)	Orphans	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Orphans	Exemption from legal audit	0
Late Classical (354–165 BCE)	Orphans	Exemption from manual labor	0
Late Classical (354–165 BCE)	Orphans	Exemption from military service	0
Late Classical (354–165 BCE)	Orphans	Exemption from public service financing	0
Late Classical (354–165 BCE)	Orphans	Exemption from taxes	0
Late Classical (354–165 BCE)	Orphans	Political power	0
Late Classical (354–165 BCE)	Orphans	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Orphans	Protection from capital punishment	0
Late Classical (354–165 BCE)	Orphans	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Orphans	Protection from enslavement	0
Late Classical (354–165 BCE)	Orphans	Protection from legal prosecution	1
Late Classical (354–165 BCE)	Orphans	Protection from public libel	0
Late Classical (354–165 BCE)	Orphans	Right to a dowry	0
Late Classical (354–165 BCE)	Orphans	Right to a legal trial	0
Late Classical (354–165 BCE)	Orphans	Right to address the assembly	0
Late Classical (354–165 BCE)	Orphans	Right to adopt	0
Late Classical (354–165 BCE)	Orphans	Right to bear arms	1
Late Classical (354–165 BCE)	Orphans	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Orphans	Right to burial	0
Late Classical (354–165 BCE)	Orphans	Right to citizenship	0
Late Classical (354–165 BCE)	Orphans	Right to dispose of property	0
Late Classical (354–165 BCE)	Orphans	Right to free speech	0
Late Classical (354–165 BCE)	Orphans	Right to freedom of movement	0
Late Classical (354–165 BCE)	Orphans	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Orphans	Right to inherit property	0
Late Classical (354–165 BCE)	Orphans	Right to marry	0
Late Classical (354–165 BCE)	Orphans	Right to military protection	0
Late Classical (354–165 BCE)	Orphans	Right to own land	0
Late Classical (354–165 BCE)	Orphans	Right to own property	0
Late Classical (354–165 BCE)	Orphans	Right to professional judgement	0
Late Classical (354–165 BCE)	Orphans	Right to remuneration for office	0
Late Classical (354–165 BCE)	Orphans	Right to reside in the city	0
Late Classical (354–165 BCE)	Orphans	Right to retain own earnings	0
Late Classical (354–165 BCE)	Orphans	Right to retain property	0
Late Classical (354–165 BCE)	Orphans	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Orphans	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Orphans	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Other	Access to education	0
Late Classical (354–165 BCE)	Other	Access to public honors	0
Late Classical (354–165 BCE)	Other	Access to religious rites	0
Late Classical (354–165 BCE)	Other	Access to the gymnasium	0
Late Classical (354–165 BCE)	Other	Eligibility for public office	0
Late Classical (354–165 BCE)	Other	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Other	Exemption from legal audit	0
Late Classical (354–165 BCE)	Other	Exemption from manual labor	0
Late Classical (354–165 BCE)	Other	Exemption from military service	0
Late Classical (354–165 BCE)	Other	Exemption from public service financing	0
Late Classical (354–165 BCE)	Other	Exemption from taxes	0
Late Classical (354–165 BCE)	Other	Political power	0
Late Classical (354–165 BCE)	Other	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Other	Protection from capital punishment	0
Late Classical (354–165 BCE)	Other	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Other	Protection from enslavement	0
Late Classical (354–165 BCE)	Other	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Other	Protection from public libel	0
Late Classical (354–165 BCE)	Other	Right to a dowry	0
Late Classical (354–165 BCE)	Other	Right to a legal trial	1
Late Classical (354–165 BCE)	Other	Right to address the assembly	0
Late Classical (354–165 BCE)	Other	Right to adopt	0
Late Classical (354–165 BCE)	Other	Right to bear arms	0
Late Classical (354–165 BCE)	Other	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Other	Right to burial	0
Late Classical (354–165 BCE)	Other	Right to citizenship	0
Late Classical (354–165 BCE)	Other	Right to dispose of property	0
Late Classical (354–165 BCE)	Other	Right to free speech	0
Late Classical (354–165 BCE)	Other	Right to freedom of movement	0
Late Classical (354–165 BCE)	Other	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Other	Right to inherit property	0
Late Classical (354–165 BCE)	Other	Right to marry	0
Late Classical (354–165 BCE)	Other	Right to military protection	0
Late Classical (354–165 BCE)	Other	Right to own land	0
Late Classical (354–165 BCE)	Other	Right to own property	0
Late Classical (354–165 BCE)	Other	Right to professional judgement	0
Late Classical (354–165 BCE)	Other	Right to remuneration for office	0
Late Classical (354–165 BCE)	Other	Right to reside in the city	0
Late Classical (354–165 BCE)	Other	Right to retain own earnings	0
Late Classical (354–165 BCE)	Other	Right to retain property	0
Late Classical (354–165 BCE)	Other	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Other	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Other	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Philosophers	Access to education	0
Late Classical (354–165 BCE)	Philosophers	Access to public honors	0
Late Classical (354–165 BCE)	Philosophers	Access to religious rites	0
Late Classical (354–165 BCE)	Philosophers	Access to the gymnasium	0
Late Classical (354–165 BCE)	Philosophers	Eligibility for public office	0
Late Classical (354–165 BCE)	Philosophers	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Philosophers	Exemption from legal audit	0
Late Classical (354–165 BCE)	Philosophers	Exemption from manual labor	0
Late Classical (354–165 BCE)	Philosophers	Exemption from military service	0
Late Classical (354–165 BCE)	Philosophers	Exemption from public service financing	0
Late Classical (354–165 BCE)	Philosophers	Exemption from taxes	0
Late Classical (354–165 BCE)	Philosophers	Political power	0
Late Classical (354–165 BCE)	Philosophers	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Philosophers	Protection from capital punishment	0
Late Classical (354–165 BCE)	Philosophers	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Philosophers	Protection from enslavement	0
Late Classical (354–165 BCE)	Philosophers	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Philosophers	Protection from public libel	0
Late Classical (354–165 BCE)	Philosophers	Right to a dowry	0
Late Classical (354–165 BCE)	Philosophers	Right to a legal trial	0
Late Classical (354–165 BCE)	Philosophers	Right to address the assembly	1
Late Classical (354–165 BCE)	Philosophers	Right to adopt	0
Late Classical (354–165 BCE)	Philosophers	Right to bear arms	0
Late Classical (354–165 BCE)	Philosophers	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Philosophers	Right to burial	0
Late Classical (354–165 BCE)	Philosophers	Right to citizenship	0
Late Classical (354–165 BCE)	Philosophers	Right to dispose of property	0
Late Classical (354–165 BCE)	Philosophers	Right to free speech	0
Late Classical (354–165 BCE)	Philosophers	Right to freedom of movement	0
Late Classical (354–165 BCE)	Philosophers	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Philosophers	Right to inherit property	0
Late Classical (354–165 BCE)	Philosophers	Right to marry	0
Late Classical (354–165 BCE)	Philosophers	Right to military protection	0
Late Classical (354–165 BCE)	Philosophers	Right to own land	0
Late Classical (354–165 BCE)	Philosophers	Right to own property	0
Late Classical (354–165 BCE)	Philosophers	Right to professional judgement	0
Late Classical (354–165 BCE)	Philosophers	Right to remuneration for office	0
Late Classical (354–165 BCE)	Philosophers	Right to reside in the city	0
Late Classical (354–165 BCE)	Philosophers	Right to retain own earnings	0
Late Classical (354–165 BCE)	Philosophers	Right to retain property	0
Late Classical (354–165 BCE)	Philosophers	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Philosophers	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Philosophers	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Physicians	Access to education	0
Late Classical (354–165 BCE)	Physicians	Access to public honors	0
Late Classical (354–165 BCE)	Physicians	Access to religious rites	0
Late Classical (354–165 BCE)	Physicians	Access to the gymnasium	0
Late Classical (354–165 BCE)	Physicians	Eligibility for public office	0
Late Classical (354–165 BCE)	Physicians	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Physicians	Exemption from legal audit	0
Late Classical (354–165 BCE)	Physicians	Exemption from manual labor	0
Late Classical (354–165 BCE)	Physicians	Exemption from military service	0
Late Classical (354–165 BCE)	Physicians	Exemption from public service financing	0
Late Classical (354–165 BCE)	Physicians	Exemption from taxes	0
Late Classical (354–165 BCE)	Physicians	Political power	0
Late Classical (354–165 BCE)	Physicians	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Physicians	Protection from capital punishment	0
Late Classical (354–165 BCE)	Physicians	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Physicians	Protection from enslavement	0
Late Classical (354–165 BCE)	Physicians	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Physicians	Protection from public libel	0
Late Classical (354–165 BCE)	Physicians	Right to a dowry	0
Late Classical (354–165 BCE)	Physicians	Right to a legal trial	0
Late Classical (354–165 BCE)	Physicians	Right to address the assembly	0
Late Classical (354–165 BCE)	Physicians	Right to adopt	0
Late Classical (354–165 BCE)	Physicians	Right to bear arms	0
Late Classical (354–165 BCE)	Physicians	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Physicians	Right to burial	0
Late Classical (354–165 BCE)	Physicians	Right to citizenship	0
Late Classical (354–165 BCE)	Physicians	Right to dispose of property	0
Late Classical (354–165 BCE)	Physicians	Right to free speech	0
Late Classical (354–165 BCE)	Physicians	Right to freedom of movement	0
Late Classical (354–165 BCE)	Physicians	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Physicians	Right to inherit property	0
Late Classical (354–165 BCE)	Physicians	Right to marry	0
Late Classical (354–165 BCE)	Physicians	Right to military protection	0
Late Classical (354–165 BCE)	Physicians	Right to own land	0
Late Classical (354–165 BCE)	Physicians	Right to own property	0
Late Classical (354–165 BCE)	Physicians	Right to professional judgement	0
Late Classical (354–165 BCE)	Physicians	Right to remuneration for office	0
Late Classical (354–165 BCE)	Physicians	Right to reside in the city	0
Late Classical (354–165 BCE)	Physicians	Right to retain own earnings	0
Late Classical (354–165 BCE)	Physicians	Right to retain property	0
Late Classical (354–165 BCE)	Physicians	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Physicians	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Physicians	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Poets	Access to education	0
Late Classical (354–165 BCE)	Poets	Access to public honors	0
Late Classical (354–165 BCE)	Poets	Access to religious rites	0
Late Classical (354–165 BCE)	Poets	Access to the gymnasium	0
Late Classical (354–165 BCE)	Poets	Eligibility for public office	0
Late Classical (354–165 BCE)	Poets	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Poets	Exemption from legal audit	0
Late Classical (354–165 BCE)	Poets	Exemption from manual labor	0
Late Classical (354–165 BCE)	Poets	Exemption from military service	0
Late Classical (354–165 BCE)	Poets	Exemption from public service financing	0
Late Classical (354–165 BCE)	Poets	Exemption from taxes	0
Late Classical (354–165 BCE)	Poets	Political power	0
Late Classical (354–165 BCE)	Poets	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Poets	Protection from capital punishment	0
Late Classical (354–165 BCE)	Poets	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Poets	Protection from enslavement	0
Late Classical (354–165 BCE)	Poets	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Poets	Protection from public libel	1
Late Classical (354–165 BCE)	Poets	Right to a dowry	0
Late Classical (354–165 BCE)	Poets	Right to a legal trial	0
Late Classical (354–165 BCE)	Poets	Right to address the assembly	0
Late Classical (354–165 BCE)	Poets	Right to adopt	0
Late Classical (354–165 BCE)	Poets	Right to bear arms	0
Late Classical (354–165 BCE)	Poets	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Poets	Right to burial	0
Late Classical (354–165 BCE)	Poets	Right to citizenship	0
Late Classical (354–165 BCE)	Poets	Right to dispose of property	0
Late Classical (354–165 BCE)	Poets	Right to free speech	0
Late Classical (354–165 BCE)	Poets	Right to freedom of movement	0
Late Classical (354–165 BCE)	Poets	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Poets	Right to inherit property	0
Late Classical (354–165 BCE)	Poets	Right to marry	0
Late Classical (354–165 BCE)	Poets	Right to military protection	0
Late Classical (354–165 BCE)	Poets	Right to own land	0
Late Classical (354–165 BCE)	Poets	Right to own property	0
Late Classical (354–165 BCE)	Poets	Right to professional judgement	0
Late Classical (354–165 BCE)	Poets	Right to remuneration for office	1
Late Classical (354–165 BCE)	Poets	Right to reside in the city	0
Late Classical (354–165 BCE)	Poets	Right to retain own earnings	0
Late Classical (354–165 BCE)	Poets	Right to retain property	0
Late Classical (354–165 BCE)	Poets	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Poets	Right to valid professional opinion	1
Late Classical (354–165 BCE)	Poets	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Priests	Access to education	0
Late Classical (354–165 BCE)	Priests	Access to public honors	0
Late Classical (354–165 BCE)	Priests	Access to religious rites	0
Late Classical (354–165 BCE)	Priests	Access to the gymnasium	0
Late Classical (354–165 BCE)	Priests	Eligibility for public office	0
Late Classical (354–165 BCE)	Priests	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Priests	Exemption from legal audit	0
Late Classical (354–165 BCE)	Priests	Exemption from manual labor	0
Late Classical (354–165 BCE)	Priests	Exemption from military service	0
Late Classical (354–165 BCE)	Priests	Exemption from public service financing	0
Late Classical (354–165 BCE)	Priests	Exemption from taxes	0
Late Classical (354–165 BCE)	Priests	Political power	0
Late Classical (354–165 BCE)	Priests	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Priests	Protection from capital punishment	0
Late Classical (354–165 BCE)	Priests	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Priests	Protection from enslavement	0
Late Classical (354–165 BCE)	Priests	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Priests	Protection from public libel	0
Late Classical (354–165 BCE)	Priests	Right to a dowry	0
Late Classical (354–165 BCE)	Priests	Right to a legal trial	0
Late Classical (354–165 BCE)	Priests	Right to address the assembly	0
Late Classical (354–165 BCE)	Priests	Right to adopt	0
Late Classical (354–165 BCE)	Priests	Right to bear arms	0
Late Classical (354–165 BCE)	Priests	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Priests	Right to burial	0
Late Classical (354–165 BCE)	Priests	Right to citizenship	0
Late Classical (354–165 BCE)	Priests	Right to dispose of property	0
Late Classical (354–165 BCE)	Priests	Right to free speech	0
Late Classical (354–165 BCE)	Priests	Right to freedom of movement	0
Late Classical (354–165 BCE)	Priests	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Priests	Right to inherit property	0
Late Classical (354–165 BCE)	Priests	Right to marry	0
Late Classical (354–165 BCE)	Priests	Right to military protection	0
Late Classical (354–165 BCE)	Priests	Right to own land	0
Late Classical (354–165 BCE)	Priests	Right to own property	0
Late Classical (354–165 BCE)	Priests	Right to professional judgement	0
Late Classical (354–165 BCE)	Priests	Right to remuneration for office	0
Late Classical (354–165 BCE)	Priests	Right to reside in the city	0
Late Classical (354–165 BCE)	Priests	Right to retain own earnings	0
Late Classical (354–165 BCE)	Priests	Right to retain property	0
Late Classical (354–165 BCE)	Priests	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Priests	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Priests	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Romans	Access to education	0
Late Classical (354–165 BCE)	Romans	Access to public honors	0
Late Classical (354–165 BCE)	Romans	Access to religious rites	0
Late Classical (354–165 BCE)	Romans	Access to the gymnasium	0
Late Classical (354–165 BCE)	Romans	Eligibility for public office	0
Late Classical (354–165 BCE)	Romans	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Romans	Exemption from legal audit	0
Late Classical (354–165 BCE)	Romans	Exemption from manual labor	0
Late Classical (354–165 BCE)	Romans	Exemption from military service	0
Late Classical (354–165 BCE)	Romans	Exemption from public service financing	0
Late Classical (354–165 BCE)	Romans	Exemption from taxes	0
Late Classical (354–165 BCE)	Romans	Political power	0
Late Classical (354–165 BCE)	Romans	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Romans	Protection from capital punishment	0
Late Classical (354–165 BCE)	Romans	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Romans	Protection from enslavement	0
Late Classical (354–165 BCE)	Romans	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Romans	Protection from public libel	0
Late Classical (354–165 BCE)	Romans	Right to a dowry	0
Late Classical (354–165 BCE)	Romans	Right to a legal trial	0
Late Classical (354–165 BCE)	Romans	Right to address the assembly	0
Late Classical (354–165 BCE)	Romans	Right to adopt	0
Late Classical (354–165 BCE)	Romans	Right to bear arms	0
Late Classical (354–165 BCE)	Romans	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Romans	Right to burial	0
Late Classical (354–165 BCE)	Romans	Right to citizenship	0
Late Classical (354–165 BCE)	Romans	Right to dispose of property	0
Late Classical (354–165 BCE)	Romans	Right to free speech	0
Late Classical (354–165 BCE)	Romans	Right to freedom of movement	0
Late Classical (354–165 BCE)	Romans	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Romans	Right to inherit property	0
Late Classical (354–165 BCE)	Romans	Right to marry	0
Late Classical (354–165 BCE)	Romans	Right to military protection	0
Late Classical (354–165 BCE)	Romans	Right to own land	0
Late Classical (354–165 BCE)	Romans	Right to own property	0
Late Classical (354–165 BCE)	Romans	Right to professional judgement	0
Late Classical (354–165 BCE)	Romans	Right to remuneration for office	0
Late Classical (354–165 BCE)	Romans	Right to reside in the city	0
Late Classical (354–165 BCE)	Romans	Right to retain own earnings	0
Late Classical (354–165 BCE)	Romans	Right to retain property	0
Late Classical (354–165 BCE)	Romans	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Romans	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Romans	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Scythians	Access to education	0
Late Classical (354–165 BCE)	Scythians	Access to public honors	0
Late Classical (354–165 BCE)	Scythians	Access to religious rites	0
Late Classical (354–165 BCE)	Scythians	Access to the gymnasium	0
